",South,South,South,Mid,Mid,Mid,North,North,North"
"Timestep,Gas,PV,PHS,Gas,PV,PHS,Gas,PV,PHS"
4356.00,538.40,3975.60,0.00,28095.00,16650.00,0.00,7469.40,2027.60,0.00
4357.00,518.40,4044.60,0.00,25737.00,17660.00,0.00,7487.20,1938.80,0.00
4358.00,268.40,4044.60,0.00,26246.00,16405.00,0.00,7518.40,1825.60,0.00
4359.00,331.40,3951.60,0.00,28210.00,14195.00,0.00,7666.80,1641.20,0.00
4360.00,421.40,3717.60,0.00,32051.00,11680.00,0.00,8022.80,1373.20,0.00
4361.00,886.80,3250.20,0.00,36448.00,8750.00,0.00,8384.60,1024.40,0.00
4362.00,1944.00,2226.00,0.00,40581.00,5045.00,0.00,8667.20,682.80,0.00
4363.00,3624.40,657.60,0.00,43227.00,2030.00,0.00,8851.00,400.00,0.00
4364.00,4300.60,62.40,0.00,45305.00,85.00,0.00,9020.20,212.80,0.00
4365.00,4573.00,0.00,0.00,46804.00,0.00,0.00,9118.20,76.80,0.00
4366.00,5033.00,0.00,0.00,43709.00,0.00,0.00,8923.40,23.60,0.00
4367.00,4838.00,0.00,0.00,40667.00,0.00,0.00,8597.00,12.00,0.00
4368.00,4496.00,0.00,0.00,39090.00,0.00,0.00,8388.20,14.80,0.00
4369.00,4123.00,0.00,0.00,38198.00,0.00,0.00,8273.40,29.60,0.00
4370.00,3925.00,0.00,0.00,38317.00,0.00,0.00,8115.00,56.00,0.00
4371.00,3738.00,0.00,0.00,39496.00,0.00,0.00,7905.60,94.40,0.00
4372.00,3698.00,0.00,0.00,42334.00,180.00,0.00,8158.80,179.20,0.00
4373.00,3693.00,0.00,0.00,50438.00,560.00,0.00,9048.80,327.20,0.00
4374.00,3739.00,54.00,0.00,56588.00,1505.00,0.00,9933.60,558.40,0.00
4375.00,3401.80,511.20,0.00,59148.00,3325.00,0.00,10199.00,858.00,0.00
4376.00,2929.00,1659.00,0.00,58547.00,5150.00,0.00,10205.00,1140.00,0.00
4377.00,2735.60,2810.40,0.00,58186.00,7195.00,0.00,10145.60,1378.40,0.00
4378.00,2479.20,3490.80,0.00,58235.00,8845.00,0.00,10065.20,1544.80,0.00
4379.00,2344.60,3830.40,0.00,55941.00,9895.00,0.00,9995.60,1640.40,0.00
4380.00,2306.40,4005.60,0.00,54819.00,10010.00,0.00,9932.40,1613.60,0.00
4381.00,1843.40,4071.60,0.00,54270.00,9285.00,0.00,9850.40,1683.60,0.00
4382.00,2045.40,4056.60,0.00,52810.00,9570.00,0.00,9821.60,1506.40,0.00
4383.00,2245.80,3949.20,0.00,51824.00,8750.00,0.00,9702.80,1311.20,0.00
4384.00,2425.60,3707.40,0.00,52922.00,7035.00,0.00,9891.80,1053.20,0.00
4385.00,2802.60,3248.40,0.00,54206.00,5195.00,0.00,9925.60,774.40,0.00
4386.00,3602.40,2250.60,0.00,54973.00,3060.00,0.00,9963.80,509.20,0.00
4387.00,5050.80,673.20,0.00,53495.00,1765.00,0.00,9925.80,315.20,0.00
4388.00,5594.40,63.60,0.00,53376.00,100.00,0.00,9830.40,171.60,0.00
4389.00,5611.00,0.00,0.00,52321.00,0.00,0.00,9764.00,74.00,0.00
4390.00,5964.00,0.00,0.00,47622.00,0.00,0.00,9411.20,24.80,0.00
4391.00,5630.00,0.00,0.00,44085.00,0.00,0.00,8915.20,12.80,0.00
4392.00,5037.00,0.00,0.00,42252.00,0.00,0.00,8559.20,16.80,0.00
4393.00,4606.00,0.00,0.00,41366.00,0.00,0.00,8437.40,31.60,0.00
4394.00,4220.00,0.00,0.00,41417.00,0.00,0.00,8235.80,55.20,0.00
4395.00,4139.00,0.00,0.00,42351.00,0.00,0.00,8086.40,99.60,0.00
4396.00,4044.00,0.00,0.00,44479.00,85.00,0.00,8163.40,169.60,0.00
4397.00,4085.00,0.00,0.00,50221.00,1275.00,0.00,8921.40,295.60,0.00
4398.00,4063.80,52.20,0.00,54587.00,3110.00,0.00,9824.40,501.60,0.00
4399.00,3712.60,497.40,0.00,53800.00,6935.00,0.00,10114.40,749.60,0.00
4400.00,3246.20,1630.80,0.00,51764.00,10070.00,0.00,10211.80,991.20,0.00
4401.00,3055.20,2776.80,0.00,51625.00,11870.00,0.00,10261.20,1210.80,0.00
4402.00,2695.80,3469.20,0.00,53386.00,12130.00,0.00,10211.60,1372.40,0.00
4403.00,2511.60,3803.40,0.00,52819.00,12265.00,0.00,10054.00,1448.00,0.00
4404.00,2496.40,3969.60,0.00,52380.00,11685.00,0.00,10031.80,1451.20,0.00
4405.00,2025.40,4044.60,0.00,51972.00,10915.00,0.00,9883.60,1442.40,0.00
4406.00,2213.80,4039.20,0.00,52666.00,9345.00,0.00,9962.00,1320.00,0.00
4407.00,2344.40,3936.60,0.00,53367.00,7400.00,0.00,9865.80,1175.20,0.00
4408.00,2555.00,3684.00,0.00,55183.00,5430.00,0.00,9927.80,991.20,0.00
4409.00,2967.00,3210.00,0.00,56706.00,3465.00,0.00,9949.20,744.80,0.00
4410.00,3737.80,2203.20,0.00,56821.00,1970.00,0.00,9983.60,504.40,0.00
4411.00,5238.80,652.20,0.00,55398.00,700.00,0.00,9911.40,301.60,0.00
4412.00,5730.80,61.20,0.00,54249.00,10.00,0.00,9794.80,173.20,0.00
4413.00,5782.00,0.00,0.00,52503.00,0.00,0.00,9667.00,78.00,0.00
4414.00,5977.00,0.00,0.00,47769.00,0.00,0.00,9432.20,20.80,0.00
4415.00,5650.00,0.00,0.00,43989.00,0.00,0.00,8902.20,10.80,0.00
4416.00,5021.00,0.00,0.00,42029.00,0.00,0.00,8538.40,13.60,0.00
4417.00,4610.00,0.00,0.00,41107.00,0.00,0.00,8436.60,28.40,0.00
4418.00,4296.00,0.00,0.00,41264.00,0.00,0.00,8323.80,51.20,0.00
4419.00,4153.00,0.00,0.00,42119.00,0.00,0.00,8117.40,99.60,0.00
4420.00,4041.00,0.00,0.00,44466.00,20.00,0.00,8238.40,165.60,0.00
4421.00,4035.00,0.00,0.00,51371.00,290.00,0.00,9048.20,290.80,0.00
4422.00,4032.40,45.60,0.00,56650.00,1385.00,0.00,9918.40,487.60,0.00
4423.00,3753.20,451.80,0.00,57497.00,4075.00,0.00,10190.00,736.00,0.00
4424.00,3317.00,1509.00,0.00,56356.00,6170.00,0.00,10247.00,994.00,0.00
4425.00,3202.60,2597.40,0.00,56196.00,7560.00,0.00,10279.40,1231.60,0.00
4426.00,2822.80,3301.20,0.00,56335.00,8860.00,0.00,10145.40,1415.60,0.00
4427.00,2650.60,3692.40,0.00,54161.00,9870.00,0.00,10118.80,1525.20,0.00
4428.00,2538.60,3932.40,0.00,52875.00,10205.00,0.00,9992.60,1560.40,0.00
4429.00,2020.20,4015.80,0.00,50166.00,11920.00,0.00,9872.60,1566.40,0.00
4430.00,2188.60,4001.40,0.00,50101.00,10885.00,0.00,9931.00,1460.00,0.00
4431.00,2419.20,3889.80,0.00,50065.00,9665.00,0.00,9793.40,1297.60,0.00
4432.00,2643.60,3611.40,0.00,51595.00,7765.00,0.00,9867.60,1102.40,0.00
4433.00,3059.60,3113.40,0.00,53265.00,5480.00,0.00,9934.40,825.60,0.00
4434.00,3964.40,2076.60,0.00,54225.00,3200.00,0.00,9939.20,552.80,0.00
4435.00,5324.80,592.20,0.00,53691.00,1495.00,0.00,9945.00,328.00,0.00
4436.00,5758.40,57.60,0.00,53615.00,85.00,0.00,9839.60,178.40,0.00
4437.00,5719.00,0.00,0.00,52296.00,0.00,0.00,9776.20,76.80,0.00
4438.00,6046.00,0.00,0.00,47606.00,0.00,0.00,9352.20,22.80,0.00
4439.00,5653.00,0.00,0.00,44207.00,0.00,0.00,8898.20,10.80,0.00
4440.00,5090.00,0.00,0.00,42401.00,0.00,0.00,8637.40,13.60,0.00
4441.00,4639.00,0.00,0.00,41489.00,0.00,0.00,8498.60,28.40,0.00
4442.00,4359.00,0.00,0.00,41584.00,0.00,0.00,8409.80,53.20,0.00
4443.00,4210.00,0.00,0.00,42396.00,0.00,0.00,8230.40,95.60,0.00
4444.00,4127.00,0.00,0.00,44419.00,50.00,0.00,8371.20,158.80,0.00
4445.00,4115.00,0.00,0.00,51313.00,315.00,0.00,9171.40,285.60,0.00
4446.00,4090.40,42.60,0.00,56590.00,1375.00,0.00,10077.20,490.80,0.00
4447.00,3779.20,430.80,0.00,58543.00,3125.00,0.00,10419.20,748.80,0.00
4448.00,3424.00,1467.00,0.00,58015.00,4860.00,0.00,10437.40,1021.60,0.00
4449.00,3298.80,2548.20,0.00,57693.00,6760.00,0.00,10473.80,1253.20,0.00
4450.00,2970.20,3235.80,0.00,57815.00,8430.00,0.00,10400.40,1415.60,0.00
4451.00,2743.60,3644.40,0.00,56073.00,9185.00,0.00,10283.20,1530.80,0.00
4452.00,2658.20,3895.80,0.00,54747.00,9700.00,0.00,10173.40,1559.60,0.00
4453.00,2235.80,3964.20,0.00,52643.00,10675.00,0.00,10046.40,1613.60,0.00
4454.00,2421.60,3950.40,0.00,51547.00,10760.00,0.00,10132.80,1445.20,0.00
4455.00,2645.20,3808.80,0.00,51296.00,9505.00,0.00,9941.00,1318.00,0.00
4456.00,2895.40,3534.60,0.00,52741.00,7755.00,0.00,9956.40,1147.60,0.00
4457.00,3326.60,3029.40,0.00,54722.00,5200.00,0.00,9973.20,870.80,0.00
4458.00,4158.20,2011.80,0.00,55619.00,2975.00,0.00,9969.80,571.20,0.00
4459.00,5428.20,565.80,0.00,54620.00,1285.00,0.00,9968.40,347.60,0.00
4460.00,5853.60,56.40,0.00,54314.00,70.00,0.00,9771.60,180.40,0.00
4461.00,5800.00,0.00,0.00,53155.00,0.00,0.00,9697.20,68.80,0.00
4462.00,6161.00,0.00,0.00,49182.00,0.00,0.00,9346.40,21.60,0.00
4463.00,5840.00,0.00,0.00,45888.00,0.00,0.00,8861.00,10.00,0.00
4464.00,5175.00,0.00,0.00,44060.00,0.00,0.00,8613.40,13.60,0.00
4465.00,4706.00,0.00,0.00,43234.00,0.00,0.00,8428.40,29.60,0.00
4466.00,4342.00,0.00,0.00,43023.00,0.00,0.00,8228.60,52.40,0.00
4467.00,4146.00,0.00,0.00,43837.00,0.00,0.00,8016.40,91.60,0.00
4468.00,4029.00,0.00,0.00,45954.00,120.00,0.00,8223.80,193.20,0.00
4469.00,4062.00,0.00,0.00,52383.00,435.00,0.00,8965.00,332.00,0.00
4470.00,4045.80,37.20,0.00,56956.00,1790.00,0.00,9783.40,561.60,0.00
4471.00,3736.80,406.20,0.00,57842.00,4515.00,0.00,9986.40,893.60,0.00
4472.00,3362.00,1482.00,0.00,57195.00,6430.00,0.00,10007.60,1234.40,0.00
4473.00,3083.00,2703.00,0.00,57060.00,7715.00,0.00,9903.20,1540.80,0.00
4474.00,2809.80,3454.20,0.00,57248.00,8760.00,0.00,9603.60,1770.40,0.00
4475.00,2757.20,3814.80,0.00,55251.00,9575.00,0.00,9465.60,1886.40,0.00
4476.00,2707.20,3994.80,0.00,53027.00,9995.00,0.00,9199.80,1899.20,0.00
4477.00,2367.80,4042.20,0.00,50839.00,10755.00,0.00,8936.40,1883.60,0.00
4478.00,2632.20,3988.80,0.00,50403.00,10610.00,0.00,8788.40,1757.60,0.00
4479.00,2791.60,3821.40,0.00,50027.00,10050.00,0.00,8762.40,1557.60,0.00
4480.00,3004.60,3533.40,0.00,50518.00,9375.00,0.00,8890.80,1301.20,0.00
4481.00,3358.80,3058.20,0.00,51834.00,7400.00,0.00,9090.60,960.40,0.00
4482.00,4087.20,2038.80,0.00,53249.00,4555.00,0.00,9187.40,623.60,0.00
4483.00,5359.00,576.00,0.00,53384.00,1940.00,0.00,9203.20,352.80,0.00
4484.00,5799.20,55.80,0.00,53301.00,85.00,0.00,9148.00,188.00,0.00
4485.00,5790.00,0.00,0.00,52976.00,0.00,0.00,9157.20,68.80,0.00
4486.00,6074.00,0.00,0.00,49079.00,0.00,0.00,8821.20,22.80,0.00
4487.00,5795.00,0.00,0.00,46298.00,0.00,0.00,8311.00,12.00,0.00
4488.00,5264.00,0.00,0.00,44441.00,0.00,0.00,8083.40,15.60,0.00
4489.00,4794.00,0.00,0.00,43102.00,0.00,0.00,7872.40,31.60,0.00
4490.00,4453.00,0.00,0.00,42939.00,0.00,0.00,7667.00,56.00,0.00
4491.00,4267.00,0.00,0.00,42819.00,0.00,0.00,7480.20,86.80,0.00
4492.00,4105.00,0.00,0.00,42195.00,0.00,0.00,7327.20,158.80,0.00
4493.00,4063.00,0.00,0.00,43260.00,915.00,0.00,7432.60,296.40,0.00
4494.00,4042.20,34.80,0.00,44576.00,2920.00,0.00,7578.60,498.40,0.00
4495.00,3567.40,387.60,0.00,44017.00,7005.00,0.00,7792.60,840.40,0.00
4496.00,2820.00,1437.00,0.00,42509.00,10930.00,0.00,8023.60,1154.40,0.00
4497.00,1978.60,2660.40,0.00,40681.00,14150.00,0.00,8161.80,1387.20,0.00
4498.00,1640.00,3426.00,0.00,39852.00,15750.00,0.00,8174.40,1539.60,0.00
4499.00,1419.60,3809.40,0.00,36394.00,17980.00,0.00,8063.80,1651.20,0.00
4500.00,1348.00,3996.00,0.00,33005.00,19070.00,0.00,7942.20,1678.80,0.00
4501.00,1227.00,4056.00,0.00,30881.00,19715.00,0.00,7791.80,1789.20,0.00
4502.00,1132.80,4018.20,0.00,30822.00,18925.00,0.00,7867.40,1685.60,0.00
4503.00,1268.20,3874.80,0.00,31996.00,16830.00,0.00,8006.00,1518.00,0.00
4504.00,1481.40,3594.60,0.00,35532.00,13890.00,0.00,8272.00,1270.00,0.00
4505.00,1959.20,3010.80,0.00,39249.00,10385.00,0.00,8568.40,945.60,0.00
4506.00,2970.80,1975.20,0.00,42099.00,6450.00,0.00,8776.20,614.80,0.00
4507.00,4463.00,534.00,0.00,43308.00,2815.00,0.00,8803.80,379.20,0.00
4508.00,4963.80,52.20,0.00,44652.00,120.00,0.00,8775.80,195.20,0.00
4509.00,5066.00,0.00,0.00,45566.00,0.00,0.00,8825.00,76.00,0.00
4510.00,5364.00,0.00,0.00,42778.00,0.00,0.00,8606.20,24.80,0.00
4511.00,5013.00,0.00,0.00,39703.00,0.00,0.00,8217.20,12.80,0.00
4512.00,4764.00,0.00,0.00,37538.00,0.00,0.00,7993.20,16.80,0.00
4513.00,4387.00,0.00,0.00,36333.00,0.00,0.00,7785.40,31.60,0.00
4514.00,4010.00,0.00,0.00,35947.00,0.00,0.00,7700.00,54.00,0.00
4515.00,3886.00,0.00,0.00,35636.00,0.00,0.00,7431.40,89.60,0.00
4516.00,3789.00,0.00,0.00,34705.00,25.00,0.00,7279.40,161.60,0.00
4517.00,3747.00,0.00,0.00,33570.00,1340.00,0.00,7338.60,304.40,0.00
4518.00,3595.40,39.60,0.00,33433.00,3675.00,0.00,7382.80,523.20,0.00
4519.00,3058.00,408.00,0.00,31949.00,8390.00,0.00,7502.40,823.60,0.00
4520.00,2183.80,1453.20,0.00,30192.00,12910.00,0.00,7740.60,1100.40,0.00
4521.00,1280.20,2623.80,0.00,28313.00,16930.00,0.00,7882.00,1326.00,0.00
4522.00,878.20,3409.80,0.00,27601.00,19775.00,0.00,8019.80,1499.20,0.00
4523.00,722.00,3792.00,0.00,24715.00,21550.00,0.00,7946.60,1634.40,0.00
4524.00,675.20,3976.80,0.00,22483.00,22105.00,0.00,7870.40,1685.60,0.00
4525.00,625.80,4027.20,0.00,21711.00,21460.00,0.00,7878.60,1708.40,0.00
4526.00,512.60,3983.40,0.00,22892.00,19355.00,0.00,8074.80,1517.20,0.00
4527.00,513.00,3837.00,0.00,26134.00,15890.00,0.00,8269.80,1305.20,0.00
4528.00,734.40,3519.60,0.00,30704.00,12500.00,0.00,8541.80,1039.20,0.00
4529.00,1236.60,2981.40,0.00,35454.00,8755.00,0.00,8819.40,751.60,0.00
4530.00,2336.40,1896.60,0.00,39687.00,4975.00,0.00,9064.00,470.00,0.00
4531.00,3894.40,486.60,0.00,42416.00,2005.00,0.00,9181.40,279.60,0.00
4532.00,4460.60,44.40,0.00,44772.00,110.00,0.00,9143.00,142.00,0.00
4533.00,4653.00,0.00,0.00,46054.00,0.00,0.00,9195.80,59.20,0.00
4534.00,5182.00,0.00,0.00,42450.00,0.00,0.00,8843.60,26.40,0.00
4535.00,4945.00,0.00,0.00,39541.00,0.00,0.00,8418.40,13.60,0.00
4536.00,4492.00,0.00,0.00,38168.00,0.00,0.00,8201.20,20.80,0.00
4537.00,4172.00,0.00,0.00,37469.00,0.00,0.00,8064.60,34.40,0.00
4538.00,3866.00,0.00,0.00,37727.00,0.00,0.00,7983.00,58.00,0.00
4539.00,3785.00,0.00,0.00,39088.00,0.00,0.00,7853.40,87.60,0.00
4540.00,3726.00,0.00,0.00,42105.00,55.00,0.00,8005.20,136.80,0.00
4541.00,3745.00,0.00,0.00,49875.00,420.00,0.00,8776.80,261.20,0.00
4542.00,3727.60,32.40,0.00,55403.00,1630.00,0.00,9550.80,451.20,0.00
4543.00,3548.20,337.80,0.00,56689.00,4010.00,0.00,9867.80,709.20,0.00
4544.00,3352.00,1263.00,0.00,56226.00,6135.00,0.00,9985.00,930.00,0.00
4545.00,3120.20,2476.80,0.00,55744.00,8075.00,0.00,10048.20,1138.80,0.00
4546.00,2694.80,3253.20,0.00,56212.00,9260.00,0.00,9982.40,1289.60,0.00
4547.00,2507.00,3660.00,0.00,55018.00,9780.00,0.00,9895.60,1372.40,0.00
4548.00,2403.60,3821.40,0.00,54246.00,9620.00,0.00,9818.00,1386.00,0.00
4549.00,1953.60,3860.40,0.00,51914.00,10630.00,0.00,9758.20,1264.80,0.00
4550.00,2250.80,3757.20,0.00,51953.00,9475.00,0.00,9713.60,1178.40,0.00
4551.00,2559.60,3584.40,0.00,52009.00,7765.00,0.00,9732.80,1039.20,0.00
4552.00,2905.80,3217.20,0.00,53435.00,5765.00,0.00,9756.80,847.20,0.00
4553.00,3451.00,2604.00,0.00,54729.00,4010.00,0.00,9834.20,614.80,0.00
4554.00,4407.40,1509.60,0.00,55285.00,2385.00,0.00,9786.80,391.20,0.00
4555.00,5438.00,360.00,0.00,53961.00,1020.00,0.00,9743.20,224.80,0.00
4556.00,5676.20,34.80,0.00,53085.00,45.00,0.00,9582.80,113.20,0.00
4557.00,5627.00,0.00,0.00,51375.00,0.00,0.00,9594.40,39.60,0.00
4558.00,5873.00,0.00,0.00,46577.00,0.00,0.00,9220.40,15.60,0.00
4559.00,5593.00,0.00,0.00,42513.00,0.00,0.00,8723.20,6.80,0.00
4560.00,4994.00,0.00,0.00,40635.00,0.00,0.00,8454.20,8.80,0.00
4561.00,4600.00,0.00,0.00,39540.00,0.00,0.00,8315.20,18.80,0.00
4562.00,4291.00,0.00,0.00,39891.00,0.00,0.00,8193.40,37.60,0.00
4563.00,4133.00,0.00,0.00,40983.00,0.00,0.00,7979.00,66.00,0.00
4564.00,4002.00,0.00,0.00,43274.00,0.00,0.00,8133.60,114.40,0.00
4565.00,3983.00,0.00,0.00,49819.00,540.00,0.00,8841.40,223.60,0.00
4566.00,4007.20,34.80,0.00,55010.00,1915.00,0.00,9525.80,373.20,0.00
4567.00,3729.00,384.00,0.00,56486.00,4170.00,0.00,9876.00,524.00,0.00
4568.00,3403.40,1419.60,0.00,55120.00,6560.00,0.00,9931.40,693.60,0.00
4569.00,3171.40,2571.60,0.00,54127.00,9125.00,0.00,9940.80,853.20,0.00
4570.00,2794.80,3325.20,0.00,53363.00,11435.00,0.00,9856.80,985.20,0.00
4571.00,2625.20,3697.80,0.00,51555.00,12145.00,0.00,9756.00,1052.00,0.00
4572.00,2562.40,3867.60,0.00,50152.00,12750.00,0.00,9678.80,1037.20,0.00
4573.00,2165.60,3923.40,0.00,47925.00,13740.00,0.00,9559.20,944.80,0.00
4574.00,2375.40,3873.60,0.00,47292.00,13160.00,0.00,9603.20,820.80,0.00
4575.00,2739.60,3683.40,0.00,46882.00,12030.00,0.00,9466.00,730.00,0.00
4576.00,3005.40,3360.60,0.00,48797.00,9675.00,0.00,9547.60,576.40,0.00
4577.00,3503.80,2761.20,0.00,51007.00,6950.00,0.00,9548.20,412.80,0.00
4578.00,4456.80,1660.20,0.00,52854.00,4030.00,0.00,9489.20,270.80,0.00
4579.00,5509.40,477.60,0.00,52786.00,1765.00,0.00,9404.40,163.60,0.00
4580.00,5873.80,43.20,0.00,52896.00,75.00,0.00,9351.00,72.00,0.00
4581.00,5775.00,0.00,0.00,51971.00,0.00,0.00,9346.40,13.60,0.00
4582.00,6095.00,0.00,0.00,47203.00,0.00,0.00,8955.00,4.00,0.00
4583.00,5758.00,0.00,0.00,43532.00,0.00,0.00,8470.20,0.80,0.00
4584.00,5147.00,0.00,0.00,41717.00,0.00,0.00,8227.00,2.00,0.00
4585.00,4701.00,0.00,0.00,40708.00,0.00,0.00,8034.20,10.80,0.00
4586.00,4407.00,0.00,0.00,40944.00,0.00,0.00,7909.40,27.60,0.00
4587.00,4223.00,0.00,0.00,41955.00,0.00,0.00,7715.00,58.00,0.00
4588.00,4122.00,0.00,0.00,44435.00,30.00,0.00,7819.40,105.60,0.00
4589.00,4123.00,0.00,0.00,50294.00,1130.00,0.00,8461.60,232.40,0.00
4590.00,4120.60,32.40,0.00,54311.00,2845.00,0.00,9137.40,421.60,0.00
4591.00,3856.80,337.20,0.00,54173.00,6205.00,0.00,9407.40,689.60,0.00
4592.00,3664.80,1261.20,0.00,52257.00,9460.00,0.00,9432.20,946.80,0.00
4593.00,3440.00,2466.00,0.00,51276.00,11975.00,0.00,9392.60,1180.40,0.00
4594.00,3014.40,3255.60,0.00,50876.00,13730.00,0.00,9222.00,1384.00,0.00
4595.00,2851.00,3636.00,0.00,49458.00,14320.00,0.00,9121.20,1530.80,0.00
4596.00,2772.40,3795.60,0.00,48594.00,14495.00,0.00,9070.80,1573.20,0.00
4597.00,2405.60,3824.40,0.00,47160.00,15055.00,0.00,8897.00,1650.00,0.00
4598.00,2657.80,3760.20,0.00,47071.00,13890.00,0.00,8889.00,1530.00,0.00
4599.00,3013.00,3522.00,0.00,47604.00,12345.00,0.00,8932.00,1320.00,0.00
4600.00,3369.80,3130.20,0.00,50066.00,9785.00,0.00,9166.80,1061.20,0.00
4601.00,3931.60,2492.40,0.00,52943.00,6575.00,0.00,9209.20,804.80,0.00
4602.00,4909.40,1368.60,0.00,55014.00,3485.00,0.00,9287.80,525.20,0.00
4603.00,5766.40,309.60,0.00,54676.00,1530.00,0.00,9266.40,303.60,0.00
4604.00,5902.60,32.40,0.00,54580.00,15.00,0.00,9230.20,152.80,0.00
4605.00,5867.00,0.00,0.00,52316.00,0.00,0.00,9264.60,46.40,0.00
4606.00,6177.00,0.00,0.00,47661.00,0.00,0.00,8910.40,13.60,0.00
4607.00,5871.00,0.00,0.00,44088.00,0.00,0.00,8443.20,4.80,0.00
4608.00,5182.00,0.00,0.00,42388.00,0.00,0.00,8162.20,8.80,0.00
4609.00,4709.00,0.00,0.00,41664.00,0.00,0.00,8033.40,23.60,0.00
4610.00,4415.00,0.00,0.00,41469.00,0.00,0.00,7935.80,49.20,0.00
4611.00,4249.00,0.00,0.00,42464.00,0.00,0.00,7689.40,81.60,0.00
4612.00,4198.00,0.00,0.00,44995.00,0.00,0.00,7778.20,132.80,0.00
4613.00,4184.00,0.00,0.00,51445.00,380.00,0.00,8407.00,260.00,0.00
4614.00,4188.60,17.40,0.00,56167.00,1725.00,0.00,9039.80,457.20,0.00
4615.00,4019.40,234.60,0.00,57399.00,3850.00,0.00,9275.40,751.60,0.00
4616.00,3878.40,1068.60,0.00,56388.00,6020.00,0.00,9275.40,1015.60,0.00
4617.00,3579.40,2340.60,0.00,55643.00,8270.00,0.00,9297.00,1266.00,0.00
4618.00,3191.40,3201.60,0.00,55190.00,10335.00,0.00,9250.60,1444.40,0.00
4619.00,2975.00,3597.00,0.00,52277.00,12210.00,0.00,9128.60,1556.40,0.00
4620.00,2920.20,3814.80,0.00,49549.00,13680.00,0.00,9089.60,1572.40,0.00
4621.00,2463.60,3890.40,0.00,48234.00,14055.00,0.00,9055.80,1525.20,0.00
4622.00,2734.60,3800.40,0.00,46797.00,14355.00,0.00,9152.60,1310.40,0.00
4623.00,3110.20,3553.80,0.00,46472.00,13360.00,0.00,9149.00,1128.00,0.00
4624.00,3454.40,3186.60,0.00,48512.00,10700.00,0.00,9255.40,955.60,0.00
4625.00,3970.80,2599.20,0.00,50107.00,8270.00,0.00,9273.40,743.60,0.00
4626.00,4686.00,1602.00,0.00,52762.00,4905.00,0.00,9397.40,489.60,0.00
4627.00,5658.40,405.60,0.00,52956.00,2180.00,0.00,9456.40,279.60,0.00
4628.00,5959.00,39.00,0.00,53552.00,55.00,0.00,9313.00,134.00,0.00
4629.00,5952.00,0.00,0.00,51813.00,0.00,0.00,9240.60,34.40,0.00
4630.00,6228.00,0.00,0.00,47180.00,0.00,0.00,8821.20,4.80,0.00
4631.00,5922.00,0.00,0.00,43843.00,0.00,0.00,8370.20,0.80,0.00
4632.00,5225.00,0.00,0.00,42074.00,0.00,0.00,8070.00,2.00,0.00
4633.00,4815.00,0.00,0.00,41058.00,0.00,0.00,7875.20,8.80,0.00
4634.00,4512.00,0.00,0.00,41151.00,0.00,0.00,7799.40,25.60,0.00
4635.00,4303.00,0.00,0.00,42123.00,0.00,0.00,7622.80,55.20,0.00
4636.00,4189.00,0.00,0.00,44595.00,15.00,0.00,7711.00,130.00,0.00
4637.00,4166.00,0.00,0.00,50819.00,645.00,0.00,8395.60,250.40,0.00
4638.00,4236.40,27.60,0.00,55576.00,2370.00,0.00,9132.60,434.40,0.00
4639.00,3942.20,334.80,0.00,55967.00,5595.00,0.00,9389.40,757.60,0.00
4640.00,3651.40,1365.60,0.00,53694.00,8900.00,0.00,9513.20,1016.80,0.00
4641.00,3447.00,2595.00,0.00,51896.00,11990.00,0.00,9499.80,1239.20,0.00
4642.00,3033.80,3349.20,0.00,50646.00,14395.00,0.00,9290.80,1445.20,0.00
4643.00,2805.20,3742.80,0.00,47452.00,16270.00,0.00,9072.40,1607.60,0.00
4644.00,2743.20,3937.80,0.00,45013.00,16965.00,0.00,8828.20,1658.80,0.00
4645.00,2380.00,3984.00,0.00,41615.00,18880.00,0.00,8639.80,1589.20,0.00
4646.00,2584.40,3915.60,0.00,40451.00,18650.00,0.00,8517.80,1517.20,0.00
4647.00,2868.60,3722.40,0.00,40494.00,17370.00,0.00,8455.60,1360.40,0.00
4648.00,3165.20,3349.80,0.00,43137.00,14505.00,0.00,8627.00,1138.00,0.00
4649.00,3680.60,2729.40,0.00,46371.00,10730.00,0.00,8737.80,843.20,0.00
4650.00,4568.20,1567.80,0.00,49357.00,6370.00,0.00,8731.20,544.80,0.00
4651.00,5600.20,373.80,0.00,50395.00,2730.00,0.00,8688.00,322.00,0.00
4652.00,5888.40,36.60,0.00,51421.00,75.00,0.00,8686.40,157.60,0.00
4653.00,5838.00,0.00,0.00,51288.00,0.00,0.00,8829.60,36.40,0.00
4654.00,6102.00,0.00,0.00,47458.00,0.00,0.00,8574.00,8.00,0.00
4655.00,5786.00,0.00,0.00,43863.00,0.00,0.00,8201.20,2.80,0.00
4656.00,5151.00,0.00,0.00,41456.00,0.00,0.00,7912.00,6.00,0.00
4657.00,4736.00,0.00,0.00,39914.00,0.00,0.00,7736.20,16.80,0.00
4658.00,4422.00,0.00,0.00,39440.00,0.00,0.00,7569.40,33.60,0.00
4659.00,4241.00,0.00,0.00,39370.00,0.00,0.00,7279.80,55.20,0.00
4660.00,4166.00,0.00,0.00,39155.00,40.00,0.00,7147.80,129.20,0.00
4661.00,4113.00,0.00,0.00,39841.00,1655.00,0.00,7213.00,252.00,0.00
4662.00,4069.60,23.40,0.00,41724.00,4035.00,0.00,7361.40,427.60,0.00
