", South, South, South "
"Timestep, Gas, PV, PHS "
4266.00,3650.80,2284.20,0.00
4267.00,5116.60,689.40,0.00
4268.00,5665.60,65.40,0.00
4269.00,5612.00,0.00,0.00
4270.00,5970.00,0.00,0.00
4271.00,5561.00,0.00,0.00
4272.00,4987.00,0.00,0.00
4273.00,4528.00,0.00,0.00
4274.00,4262.00,0.00,0.00
4275.00,4093.00,0.00,0.00
4276.00,3966.00,0.00,0.00
4277.00,3965.00,0.00,0.00
4278.00,3960.00,57.00,0.00
4279.00,3613.60,518.40,0.00
4280.00,3152.60,1661.40,0.00
4281.00,2953.40,2838.60,0.00
4282.00,2555.80,3499.20,0.00
4283.00,2384.40,3819.60,0.00
4284.00,2361.20,3982.80,0.00
4285.00,1896.00,4044.00,0.00
4286.00,2027.40,4041.60,0.00
4287.00,2186.20,3946.80,0.00
4288.00,2328.60,3728.40,0.00
4289.00,2720.00,3285.00,0.00
4290.00,3518.20,2293.80,0.00
4291.00,4973.80,706.20,0.00
4292.00,5596.20,67.80,0.00
4293.00,5544.00,0.00,0.00
4294.00,5872.00,0.00,0.00
4295.00,5597.00,0.00,0.00
4296.00,5044.00,0.00,0.00
4297.00,4602.00,0.00,0.00
4298.00,4302.00,0.00,0.00
4299.00,4123.00,0.00,0.00
4300.00,4016.00,0.00,0.00
4301.00,4041.00,0.00,0.00
4302.00,4006.20,52.80,0.00
4303.00,3590.40,504.60,0.00
4304.00,3088.80,1687.20,0.00
4305.00,2853.20,2830.80,0.00
4306.00,2537.40,3450.60,0.00
4307.00,2362.00,3765.00,0.00
4308.00,2203.20,3943.80,0.00
4309.00,1827.60,4025.40,0.00
4310.00,1973.60,4034.40,0.00
4311.00,2109.80,3940.20,0.00
4312.00,2281.80,3715.20,0.00
4313.00,2624.80,3271.20,0.00
4314.00,3463.00,2298.00,0.00
4315.00,4973.40,717.60,0.00
4316.00,5514.80,70.20,0.00
4317.00,5557.00,0.00,0.00
4318.00,5804.00,0.00,0.00
4319.00,5449.00,0.00,0.00
4320.00,4932.00,0.00,0.00
4321.00,4541.00,0.00,0.00
4322.00,4290.00,0.00,0.00
4323.00,4130.00,0.00,0.00
4324.00,3997.00,0.00,0.00
4325.00,3932.00,0.00,0.00
4326.00,3777.80,55.20,0.00
4327.00,3165.00,510.00,0.00
4328.00,2351.40,1650.60,0.00
4329.00,1757.80,2752.20,0.00
4330.00,1523.20,3349.80,0.00
4331.00,1389.60,3668.40,0.00
4332.00,1281.80,3865.20,0.00
4333.00,1100.60,3995.40,0.00
4334.00,910.40,4008.60,0.00
4335.00,945.20,3934.80,0.00
4336.00,1088.60,3728.40,0.00
4337.00,1462.80,3289.20,0.00
4338.00,2436.00,2307.00,0.00
4339.00,4072.80,709.20,0.00
4340.00,4811.40,69.60,0.00
4341.00,5017.00,0.00,0.00
4342.00,5288.00,0.00,0.00
4343.00,4993.00,0.00,0.00
4344.00,4600.00,0.00,0.00
4345.00,4269.00,0.00,0.00
4346.00,3959.00,0.00,0.00
4347.00,3730.00,0.00,0.00
4348.00,3649.00,0.00,0.00
4349.00,3586.00,0.00,0.00
4350.00,3508.00,51.00,0.00
4351.00,2889.80,478.20,0.00
4352.00,1928.60,1574.40,0.00
4353.00,1032.20,2737.80,0.00
4354.00,666.40,3441.60,0.00
4355.00,594.80,3799.20,0.00
4356.00,538.40,3975.60,0.00
4357.00,518.40,4044.60,0.00
4358.00,268.40,4044.60,0.00
4359.00,331.40,3951.60,0.00
4360.00,421.40,3717.60,0.00
4361.00,886.80,3250.20,0.00
4362.00,1944.00,2226.00,0.00
4363.00,3624.40,657.60,0.00
4364.00,4300.60,62.40,0.00
4365.00,4573.00,0.00,0.00
4366.00,5033.00,0.00,0.00
4367.00,4838.00,0.00,0.00
4368.00,4496.00,0.00,0.00
4369.00,4123.00,0.00,0.00
4370.00,3925.00,0.00,0.00
4371.00,3738.00,0.00,0.00
4372.00,3698.00,0.00,0.00
4373.00,3693.00,0.00,0.00
4374.00,3739.00,54.00,0.00
4375.00,3401.80,511.20,0.00
4376.00,2929.00,1659.00,0.00
4377.00,2735.60,2810.40,0.00
4378.00,2479.20,3490.80,0.00
4379.00,2344.60,3830.40,0.00
4380.00,2306.40,4005.60,0.00
4381.00,1843.40,4071.60,0.00
4382.00,2045.40,4056.60,0.00
4383.00,2245.80,3949.20,0.00
4384.00,2425.60,3707.40,0.00
4385.00,2802.60,3248.40,0.00
4386.00,3602.40,2250.60,0.00
4387.00,5050.80,673.20,0.00
4388.00,5594.40,63.60,0.00
4389.00,5611.00,0.00,0.00
4390.00,5964.00,0.00,0.00
4391.00,5630.00,0.00,0.00
4392.00,5037.00,0.00,0.00
4393.00,4606.00,0.00,0.00
4394.00,4220.00,0.00,0.00
4395.00,4139.00,0.00,0.00
4396.00,4044.00,0.00,0.00
4397.00,4085.00,0.00,0.00
4398.00,4063.80,52.20,0.00
4399.00,3712.60,497.40,0.00
4400.00,3246.20,1630.80,0.00
4401.00,3055.20,2776.80,0.00
4402.00,2695.80,3469.20,0.00
4403.00,2511.60,3803.40,0.00
4404.00,2496.40,3969.60,0.00
4405.00,2025.40,4044.60,0.00
4406.00,2213.80,4039.20,0.00
4407.00,2344.40,3936.60,0.00
4408.00,2555.00,3684.00,0.00
4409.00,2967.00,3210.00,0.00
4410.00,3737.80,2203.20,0.00
4411.00,5238.80,652.20,0.00
4412.00,5730.80,61.20,0.00
4413.00,5782.00,0.00,0.00
4414.00,5977.00,0.00,0.00
4415.00,5650.00,0.00,0.00
4416.00,5021.00,0.00,0.00
4417.00,4610.00,0.00,0.00
4418.00,4296.00,0.00,0.00
4419.00,4153.00,0.00,0.00
4420.00,4041.00,0.00,0.00
4421.00,4035.00,0.00,0.00
4422.00,4032.40,45.60,0.00
4423.00,3753.20,451.80,0.00
4424.00,3317.00,1509.00,0.00
4425.00,3202.60,2597.40,0.00
4426.00,2822.80,3301.20,0.00
4427.00,2650.60,3692.40,0.00
4428.00,2538.60,3932.40,0.00
4429.00,2020.20,4015.80,0.00
4430.00,2188.60,4001.40,0.00
4431.00,2419.20,3889.80,0.00
4432.00,2643.60,3611.40,0.00
4433.00,3059.60,3113.40,0.00
4434.00,3964.40,2076.60,0.00
4435.00,5324.80,592.20,0.00
4436.00,5758.40,57.60,0.00
4437.00,5719.00,0.00,0.00
4438.00,6046.00,0.00,0.00
4439.00,5653.00,0.00,0.00
4440.00,5090.00,0.00,0.00
4441.00,4639.00,0.00,0.00
4442.00,4359.00,0.00,0.00
4443.00,4210.00,0.00,0.00
4444.00,4127.00,0.00,0.00
4445.00,4115.00,0.00,0.00
4446.00,4090.40,42.60,0.00
4447.00,3779.20,430.80,0.00
4448.00,3424.00,1467.00,0.00
4449.00,3298.80,2548.20,0.00
4450.00,2970.20,3235.80,0.00
4451.00,2743.60,3644.40,0.00
4452.00,2658.20,3895.80,0.00
4453.00,2235.80,3964.20,0.00
4454.00,2421.60,3950.40,0.00
4455.00,2645.20,3808.80,0.00
4456.00,2895.40,3534.60,0.00
4457.00,3326.60,3029.40,0.00
4458.00,4158.20,2011.80,0.00
4459.00,5428.20,565.80,0.00
4460.00,5853.60,56.40,0.00
4461.00,5800.00,0.00,0.00
4462.00,6161.00,0.00,0.00
4463.00,5840.00,0.00,0.00
4464.00,5175.00,0.00,0.00
4465.00,4706.00,0.00,0.00
4466.00,4342.00,0.00,0.00
4467.00,4146.00,0.00,0.00
4468.00,4029.00,0.00,0.00
4469.00,4062.00,0.00,0.00
4470.00,4045.80,37.20,0.00
4471.00,3736.80,406.20,0.00
4472.00,3362.00,1482.00,0.00
4473.00,3083.00,2703.00,0.00
4474.00,2809.80,3454.20,0.00
4475.00,2757.20,3814.80,0.00
4476.00,2707.20,3994.80,0.00
4477.00,2367.80,4042.20,0.00
4478.00,2632.20,3988.80,0.00
4479.00,2791.60,3821.40,0.00
4480.00,3004.60,3533.40,0.00
4481.00,3358.80,3058.20,0.00
4482.00,4087.20,2038.80,0.00
4483.00,5359.00,576.00,0.00
4484.00,5799.20,55.80,0.00
4485.00,5790.00,0.00,0.00
4486.00,6074.00,0.00,0.00
4487.00,5795.00,0.00,0.00
4488.00,5264.00,0.00,0.00
4489.00,4794.00,0.00,0.00
4490.00,4453.00,0.00,0.00
4491.00,4267.00,0.00,0.00
4492.00,4105.00,0.00,0.00
4493.00,4063.00,0.00,0.00
4494.00,4042.20,34.80,0.00
4495.00,3567.40,387.60,0.00
4496.00,2820.00,1437.00,0.00
4497.00,1978.60,2660.40,0.00
4498.00,1640.00,3426.00,0.00
4499.00,1419.60,3809.40,0.00
4500.00,1348.00,3996.00,0.00
4501.00,1227.00,4056.00,0.00
4502.00,1132.80,4018.20,0.00
4503.00,1268.20,3874.80,0.00
4504.00,1481.40,3594.60,0.00
4505.00,1959.20,3010.80,0.00
4506.00,2970.80,1975.20,0.00
4507.00,4463.00,534.00,0.00
4508.00,4963.80,52.20,0.00
4509.00,5066.00,0.00,0.00
4510.00,5364.00,0.00,0.00
4511.00,5013.00,0.00,0.00
4512.00,4764.00,0.00,0.00
4513.00,4387.00,0.00,0.00
4514.00,4010.00,0.00,0.00
4515.00,3886.00,0.00,0.00
4516.00,3789.00,0.00,0.00
4517.00,3747.00,0.00,0.00
4518.00,3595.40,39.60,0.00
4519.00,3058.00,408.00,0.00
4520.00,2183.80,1453.20,0.00
4521.00,1280.20,2623.80,0.00
4522.00,878.20,3409.80,0.00
4523.00,722.00,3792.00,0.00
4524.00,675.20,3976.80,0.00
4525.00,625.80,4027.20,0.00
4526.00,512.60,3983.40,0.00
4527.00,513.00,3837.00,0.00
4528.00,734.40,3519.60,0.00
4529.00,1236.60,2981.40,0.00
4530.00,2336.40,1896.60,0.00
4531.00,3894.40,486.60,0.00
4532.00,4460.60,44.40,0.00
4533.00,4653.00,0.00,0.00
4534.00,5182.00,0.00,0.00
4535.00,4945.00,0.00,0.00
4536.00,4492.00,0.00,0.00
4537.00,4172.00,0.00,0.00
4538.00,3866.00,0.00,0.00
4539.00,3785.00,0.00,0.00
4540.00,3726.00,0.00,0.00
4541.00,3745.00,0.00,0.00
4542.00,3727.60,32.40,0.00
4543.00,3548.20,337.80,0.00
4544.00,3352.00,1263.00,0.00
4545.00,3120.20,2476.80,0.00
4546.00,2694.80,3253.20,0.00
4547.00,2507.00,3660.00,0.00
4548.00,2403.60,3821.40,0.00
4549.00,1953.60,3860.40,0.00
4550.00,2250.80,3757.20,0.00
4551.00,2559.60,3584.40,0.00
4552.00,2905.80,3217.20,0.00
4553.00,3451.00,2604.00,0.00
4554.00,4407.40,1509.60,0.00
4555.00,5438.00,360.00,0.00
4556.00,5676.20,34.80,0.00
4557.00,5627.00,0.00,0.00
4558.00,5873.00,0.00,0.00
4559.00,5593.00,0.00,0.00
4560.00,4994.00,0.00,0.00
4561.00,4600.00,0.00,0.00
4562.00,4291.00,0.00,0.00
4563.00,4133.00,0.00,0.00
4564.00,4002.00,0.00,0.00
4565.00,3983.00,0.00,0.00
4566.00,4007.20,34.80,0.00
4567.00,3729.00,384.00,0.00
4568.00,3403.40,1419.60,0.00
4569.00,3171.40,2571.60,0.00
4570.00,2794.80,3325.20,0.00
4571.00,2625.20,3697.80,0.00
4572.00,2562.40,3867.60,0.00
4573.00,2165.60,3923.40,0.00
4574.00,2375.40,3873.60,0.00
4575.00,2739.60,3683.40,0.00
4576.00,3005.40,3360.60,0.00
4577.00,3503.80,2761.20,0.00
4578.00,4456.80,1660.20,0.00
4579.00,5509.40,477.60,0.00
4580.00,5873.80,43.20,0.00
4581.00,5775.00,0.00,0.00
4582.00,6095.00,0.00,0.00
4583.00,5758.00,0.00,0.00
4584.00,5147.00,0.00,0.00
4585.00,4701.00,0.00,0.00
4586.00,4407.00,0.00,0.00
4587.00,4223.00,0.00,0.00
4588.00,4122.00,0.00,0.00
4589.00,4123.00,0.00,0.00
4590.00,4120.60,32.40,0.00
4591.00,3856.80,337.20,0.00
4592.00,3664.80,1261.20,0.00
4593.00,3440.00,2466.00,0.00
4594.00,3014.40,3255.60,0.00
4595.00,2851.00,3636.00,0.00
4596.00,2772.40,3795.60,0.00
4597.00,2405.60,3824.40,0.00
4598.00,2657.80,3760.20,0.00
4599.00,3013.00,3522.00,0.00
4600.00,3369.80,3130.20,0.00
4601.00,3931.60,2492.40,0.00
4602.00,4909.40,1368.60,0.00
4603.00,5766.40,309.60,0.00
4604.00,5902.60,32.40,0.00
4605.00,5867.00,0.00,0.00
4606.00,6177.00,0.00,0.00
4607.00,5871.00,0.00,0.00
4608.00,5182.00,0.00,0.00
4609.00,4709.00,0.00,0.00
4610.00,4415.00,0.00,0.00
4611.00,4249.00,0.00,0.00
4612.00,4198.00,0.00,0.00
4613.00,4184.00,0.00,0.00
4614.00,4188.60,17.40,0.00
4615.00,4019.40,234.60,0.00
4616.00,3878.40,1068.60,0.00
4617.00,3579.40,2340.60,0.00
4618.00,3191.40,3201.60,0.00
4619.00,2975.00,3597.00,0.00
4620.00,2920.20,3814.80,0.00
4621.00,2463.60,3890.40,0.00
4622.00,2734.60,3800.40,0.00
4623.00,3110.20,3553.80,0.00
4624.00,3454.40,3186.60,0.00
4625.00,3970.80,2599.20,0.00
4626.00,4686.00,1602.00,0.00
4627.00,5658.40,405.60,0.00
4628.00,5959.00,39.00,0.00
4629.00,5952.00,0.00,0.00
4630.00,6228.00,0.00,0.00
4631.00,5922.00,0.00,0.00
4632.00,5225.00,0.00,0.00
4633.00,4815.00,0.00,0.00
4634.00,4512.00,0.00,0.00
4635.00,4303.00,0.00,0.00
4636.00,4189.00,0.00,0.00
4637.00,4166.00,0.00,0.00
4638.00,4236.40,27.60,0.00
4639.00,3942.20,334.80,0.00
4640.00,3651.40,1365.60,0.00
4641.00,3447.00,2595.00,0.00
4642.00,3033.80,3349.20,0.00
4643.00,2805.20,3742.80,0.00
4644.00,2743.20,3937.80,0.00
4645.00,2380.00,3984.00,0.00
4646.00,2584.40,3915.60,0.00
4647.00,2868.60,3722.40,0.00
4648.00,3165.20,3349.80,0.00
4649.00,3680.60,2729.40,0.00
4650.00,4568.20,1567.80,0.00
4651.00,5600.20,373.80,0.00
4652.00,5888.40,36.60,0.00
4653.00,5838.00,0.00,0.00
4654.00,6102.00,0.00,0.00
4655.00,5786.00,0.00,0.00
4656.00,5151.00,0.00,0.00
4657.00,4736.00,0.00,0.00
4658.00,4422.00,0.00,0.00
4659.00,4241.00,0.00,0.00
4660.00,4166.00,0.00,0.00
4661.00,4113.00,0.00,0.00
4662.00,4069.60,23.40,0.00
4663.00,3564.80,271.20,0.00
4664.00,3032.60,1133.40,0.00
4665.00,2412.60,2243.40,0.00
4666.00,2087.60,3008.40,0.00
4667.00,1887.20,3379.80,0.00
4668.00,1750.80,3631.20,0.00
4669.00,1673.80,3685.20,0.00
4670.00,1528.80,3580.20,0.00
4671.00,1787.00,3327.00,0.00
4672.00,2215.40,2880.60,0.00
4673.00,2705.60,2276.40,0.00
4674.00,3659.80,1288.20,0.00
4675.00,4694.60,290.40,0.00
4676.00,4997.80,28.20,0.00
4677.00,5156.00,0.00,0.00
4678.00,5516.00,0.00,0.00
4679.00,5210.00,0.00,0.00
4680.00,4852.00,0.00,0.00
4681.00,4417.00,0.00,0.00
4682.00,4103.00,0.00,0.00
4683.00,3950.00,0.00,0.00
4684.00,3875.00,0.00,0.00
4685.00,3753.00,0.00,0.00
4686.00,3724.20,22.80,0.00
4687.00,3279.20,277.80,0.00
4688.00,2485.60,1193.40,0.00
4689.00,1581.00,2415.00,0.00
4690.00,1033.40,3246.60,0.00
4691.00,950.00,3603.00,0.00
4692.00,913.40,3795.60,0.00
4693.00,882.40,3825.60,0.00
4694.00,747.20,3709.80,0.00
4695.00,851.40,3504.60,0.00
4696.00,1188.60,3146.40,0.00
4697.00,1669.60,2573.40,0.00
4698.00,2844.00,1452.00,0.00
4699.00,4042.80,334.20,0.00
4700.00,4476.60,32.40,0.00
4701.00,4629.00,0.00,0.00
4702.00,5097.00,0.00,0.00
4703.00,4930.00,0.00,0.00
4704.00,4504.00,0.00,0.00
4705.00,4191.00,0.00,0.00
4706.00,3930.00,0.00,0.00
4707.00,3833.00,0.00,0.00
4708.00,3726.00,0.00,0.00
4709.00,3739.00,0.00,0.00
4710.00,3853.60,26.40,0.00
4711.00,3702.00,324.00,0.00
4712.00,3399.80,1288.20,0.00
4713.00,3137.20,2527.80,0.00
4714.00,2650.20,3367.80,0.00
4715.00,2474.60,3752.40,0.00
4716.00,2423.60,3926.40,0.00
4717.00,1988.40,3951.60,0.00
4718.00,2177.80,3844.20,0.00
4719.00,2562.40,3591.60,0.00
4720.00,2928.00,3210.00,0.00
4721.00,3569.80,2497.20,0.00
4722.00,4412.20,1468.80,0.00
4723.00,5382.80,358.20,0.00
4724.00,5664.00,33.00,0.00
4725.00,5654.00,0.00,0.00
4726.00,5959.00,0.00,0.00
4727.00,5589.00,0.00,0.00
4728.00,5070.00,0.00,0.00
4729.00,4586.00,0.00,0.00
4730.00,4281.00,0.00,0.00
4731.00,4201.00,0.00,0.00
4732.00,4116.00,0.00,0.00
4733.00,4101.00,0.00,0.00
4734.00,4133.60,26.40,0.00
4735.00,3808.60,347.40,0.00
4736.00,3406.40,1419.60,0.00
4737.00,3056.80,2704.20,0.00
4738.00,2609.00,3456.00,0.00
4739.00,2463.80,3814.20,0.00
4740.00,2457.00,3951.00,0.00
4741.00,2045.80,3943.20,0.00
4742.00,2401.20,3802.80,0.00
4743.00,2615.60,3638.40,0.00
4744.00,2946.60,3257.40,0.00
4745.00,3515.40,2622.60,0.00
4746.00,4399.00,1536.00,0.00
4747.00,5427.60,377.40,0.00
4748.00,5718.20,34.80,0.00
4749.00,5694.00,0.00,0.00
4750.00,6047.00,0.00,0.00
4751.00,5701.00,0.00,0.00
4752.00,5080.00,0.00,0.00
4753.00,4663.00,0.00,0.00
4754.00,4383.00,0.00,0.00
4755.00,4226.00,0.00,0.00
4756.00,4135.00,0.00,0.00
4757.00,4099.00,0.00,0.00
4758.00,4173.20,22.80,0.00
4759.00,3852.40,315.60,0.00
4760.00,3450.20,1357.80,0.00
4761.00,3070.20,2656.80,0.00
4762.00,2650.60,3434.40,0.00
4763.00,2478.20,3802.80,0.00
4764.00,2432.60,3950.40,0.00
4765.00,2111.40,3906.60,0.00
4766.00,2367.40,3765.60,0.00
4767.00,2779.80,3460.20,0.00
4768.00,3164.00,3021.00,0.00
4769.00,3723.60,2384.40,0.00
4770.00,4657.00,1338.00,0.00
4771.00,5535.20,316.80,0.00
4772.00,5709.60,29.40,0.00
4773.00,5621.00,0.00,0.00
4774.00,6013.00,0.00,0.00
4775.00,5717.00,0.00,0.00
4776.00,5093.00,0.00,0.00
4777.00,4635.00,0.00,0.00
4778.00,4363.00,0.00,0.00
4779.00,4192.00,0.00,0.00
4780.00,4153.00,0.00,0.00
4781.00,4158.00,0.00,0.00
4782.00,4203.20,19.80,0.00
4783.00,3881.60,314.40,0.00
4784.00,3500.40,1356.60,0.00
4785.00,3086.40,2673.60,0.00
4786.00,2643.20,3433.80,0.00
4787.00,2458.80,3811.20,0.00
4788.00,2380.40,3978.60,0.00
4789.00,1982.20,3991.80,0.00
4790.00,2202.20,3913.80,0.00
4791.00,2508.20,3721.80,0.00
4792.00,2852.60,3308.40,0.00
4793.00,3353.40,2718.60,0.00
4794.00,4178.00,1686.00,0.00
4795.00,5350.60,407.40,0.00
4796.00,5638.20,34.80,0.00
4797.00,5640.00,0.00,0.00
4798.00,5920.00,0.00,0.00
4799.00,5631.00,0.00,0.00
4800.00,5127.00,0.00,0.00
4801.00,4677.00,0.00,0.00
4802.00,4356.00,0.00,0.00
4803.00,4180.00,0.00,0.00
4804.00,4137.00,0.00,0.00
4805.00,4130.00,0.00,0.00
4806.00,4171.00,24.00,0.00
4807.00,3878.40,360.60,0.00
4808.00,3396.60,1442.40,0.00
4809.00,3127.00,2697.00,0.00
4810.00,2656.20,3451.80,0.00
4811.00,2436.80,3823.20,0.00
4812.00,2369.60,3989.40,0.00
4813.00,1921.00,4032.00,0.00
4814.00,2119.20,3952.80,0.00
4815.00,2391.60,3755.40,0.00
4816.00,2614.60,3461.40,0.00
4817.00,3101.40,2859.60,0.00
4818.00,4008.20,1777.80,0.00
4819.00,5225.40,468.60,0.00
4820.00,5612.20,40.80,0.00
4821.00,5660.00,0.00,0.00
4822.00,5891.00,0.00,0.00
4823.00,5577.00,0.00,0.00
4824.00,5023.00,0.00,0.00
4825.00,4618.00,0.00,0.00
4826.00,4356.00,0.00,0.00
4827.00,4156.00,0.00,0.00
4828.00,4056.00,0.00,0.00
4829.00,4041.00,0.00,0.00
4830.00,4010.60,23.40,0.00
4831.00,3479.40,360.60,0.00
4832.00,2653.60,1475.40,0.00
4833.00,1871.60,2753.40,0.00
4834.00,1469.60,3503.40,0.00
4835.00,1242.00,3846.00,0.00
4836.00,1168.40,4008.60,0.00
4837.00,1058.60,4055.40,0.00
4838.00,903.00,4029.00,0.00
4839.00,1005.80,3895.20,0.00
4840.00,1207.40,3615.60,0.00
4841.00,1675.60,3074.40,0.00
4842.00,2779.20,1954.80,0.00
4843.00,4281.60,500.40,0.00
4844.00,4798.20,40.80,0.00
4845.00,4989.00,0.00,0.00
4846.00,5305.00,0.00,0.00
4847.00,5002.00,0.00,0.00
4848.00,4651.00,0.00,0.00
4849.00,4252.00,0.00,0.00
4850.00,3968.00,0.00,0.00
4851.00,3783.00,0.00,0.00
4852.00,3720.00,0.00,0.00
4853.00,3665.00,0.00,0.00
4854.00,3642.20,22.80,0.00
4855.00,3042.80,361.20,0.00
4856.00,2064.60,1472.40,0.00
4857.00,1072.40,2769.60,0.00
4858.00,720.80,3508.20,0.00
4859.00,598.00,3843.00,0.00
4860.00,594.20,3997.80,0.00
4861.00,496.40,4053.60,0.00
4862.00,297.60,4037.40,0.00
4863.00,399.40,3924.60,0.00
4864.00,519.40,3675.60,0.00
4865.00,966.20,3190.80,0.00
4866.00,2127.00,2121.00,0.00
4867.00,3798.80,574.20,0.00
4868.00,4488.40,45.60,0.00
4869.00,4819.00,0.00,0.00
4870.00,5118.00,0.00,0.00
4871.00,4839.00,0.00,0.00
4872.00,4490.00,0.00,0.00
4873.00,4112.00,0.00,0.00
4874.00,3986.00,0.00,0.00
4875.00,3794.00,0.00,0.00
4876.00,3805.00,0.00,0.00
4877.00,3816.00,0.00,0.00
4878.00,3924.20,22.80,0.00
4879.00,3657.20,364.80,0.00
4880.00,3216.40,1452.60,0.00
4881.00,2901.40,2709.60,0.00
4882.00,2545.40,3450.60,0.00
4883.00,2346.60,3806.40,0.00
4884.00,2317.20,3976.80,0.00
4885.00,1916.80,4036.20,0.00
4886.00,2032.80,4027.20,0.00
4887.00,2242.40,3924.60,0.00
4888.00,2445.80,3679.20,0.00
4889.00,2849.80,3205.20,0.00
4890.00,3695.80,2155.20,0.00
4891.00,5117.00,597.00,0.00
4892.00,5631.20,46.80,0.00
4893.00,5597.00,0.00,0.00
4894.00,5977.00,0.00,0.00
4895.00,5614.00,0.00,0.00
4896.00,4989.00,0.00,0.00
4897.00,4585.00,0.00,0.00
4898.00,4352.00,0.00,0.00
4899.00,4133.00,0.00,0.00
4900.00,4040.00,0.00,0.00
4901.00,4066.00,0.00,0.00
4902.00,4118.40,21.60,0.00
4903.00,3803.40,348.60,0.00
4904.00,3394.40,1413.60,0.00
4905.00,3070.00,2700.00,0.00
4906.00,2627.80,3463.20,0.00
4907.00,2384.40,3810.60,0.00
4908.00,2338.00,3981.00,0.00
4909.00,1948.80,4045.20,0.00
4910.00,2141.80,4033.20,0.00
4911.00,2316.00,3918.00,0.00
4912.00,2518.40,3660.60,0.00
4913.00,2955.00,3168.00,0.00
4914.00,3870.60,2069.40,0.00
4915.00,5287.20,544.80,0.00
4916.00,5727.40,42.60,0.00
4917.00,5719.00,0.00,0.00
4918.00,6050.00,0.00,0.00
4919.00,5682.00,0.00,0.00
4920.00,5111.00,0.00,0.00
4921.00,4640.00,0.00,0.00
4922.00,4320.00,0.00,0.00
4923.00,4219.00,0.00,0.00
4924.00,4116.00,0.00,0.00
4925.00,4134.00,0.00,0.00
4926.00,4182.80,19.20,0.00
4927.00,3919.00,324.00,0.00
4928.00,3517.40,1368.60,0.00
4929.00,3184.20,2608.80,0.00
4930.00,2762.60,3380.40,0.00
4931.00,2526.20,3754.80,0.00
4932.00,2479.80,3937.20,0.00
4933.00,2067.80,3994.20,0.00
4934.00,2326.20,3961.80,0.00
4935.00,2478.60,3809.40,0.00
4936.00,2722.40,3516.60,0.00
4937.00,3223.60,2963.40,0.00
4938.00,4136.00,1857.00,0.00
4939.00,5371.20,490.80,0.00
4940.00,5711.60,38.40,0.00
4941.00,5749.00,0.00,0.00
4942.00,6065.00,0.00,0.00
4943.00,5722.00,0.00,0.00
4944.00,5078.00,0.00,0.00
4945.00,4709.00,0.00,0.00
4946.00,4412.00,0.00,0.00
4947.00,4243.00,0.00,0.00
4948.00,4153.00,0.00,0.00
4949.00,4170.00,0.00,0.00
4950.00,4202.20,16.80,0.00
4951.00,3947.20,283.80,0.00
4952.00,3661.00,1275.00,0.00
4953.00,3304.60,2528.40,0.00
4954.00,2832.80,3337.20,0.00
4955.00,2638.40,3720.60,0.00
4956.00,2573.20,3913.80,0.00
4957.00,2166.00,3969.00,0.00
4958.00,2389.80,3943.20,0.00
4959.00,2597.20,3802.80,0.00
4960.00,2837.40,3519.60,0.00
4961.00,3364.00,2928.00,0.00
4962.00,4297.60,1793.40,0.00
4963.00,5514.60,446.40,0.00
4964.00,5767.00,33.00,0.00
4965.00,5805.00,0.00,0.00
4966.00,6074.00,0.00,0.00
4967.00,5735.00,0.00,0.00
4968.00,5168.00,0.00,0.00
4969.00,4726.00,0.00,0.00
4970.00,4462.00,0.00,0.00
4971.00,4254.00,0.00,0.00
4972.00,4186.00,0.00,0.00
4973.00,4193.00,0.00,0.00
4974.00,4240.60,17.40,0.00
4975.00,3976.00,312.00,0.00
4976.00,3594.00,1329.00,0.00
4977.00,3239.00,2625.00,0.00
4978.00,2794.80,3430.20,0.00
4979.00,2616.40,3804.60,0.00
4980.00,2564.80,3958.20,0.00
4981.00,2250.40,3978.60,0.00
4982.00,2447.60,3911.40,0.00
4983.00,2631.40,3801.60,0.00
4984.00,2879.80,3508.20,0.00
4985.00,3335.20,2947.80,0.00
4986.00,4337.40,1785.60,0.00
4987.00,5570.80,427.20,0.00
4988.00,5845.80,31.20,0.00
4989.00,5759.00,0.00,0.00
4990.00,6006.00,0.00,0.00
4991.00,5699.00,0.00,0.00
4992.00,5095.00,0.00,0.00
4993.00,4626.00,0.00,0.00
4994.00,4409.00,0.00,0.00
4995.00,4224.00,0.00,0.00
4996.00,4135.00,0.00,0.00
4997.00,4085.00,0.00,0.00
4998.00,4023.00,18.00,0.00
4999.00,3559.20,316.80,0.00
5000.00,2919.80,1309.20,0.00
5001.00,2105.40,2571.60,0.00
5002.00,1725.40,3378.60,0.00
5003.00,1575.20,3754.80,0.00
5004.00,1603.20,3895.80,0.00
5005.00,1442.40,3963.60,0.00
5006.00,1265.40,3939.60,0.00
5007.00,1391.20,3790.80,0.00
5008.00,1675.60,3491.40,0.00
5009.00,2157.80,2956.20,0.00
5010.00,3303.60,1784.40,0.00
5011.00,4705.60,422.40,0.00
5012.00,5160.60,29.40,0.00
5013.00,5410.00,0.00,0.00
5014.00,5628.00,0.00,0.00
5015.00,5366.00,0.00,0.00
5016.00,4954.00,0.00,0.00
5017.00,4551.00,0.00,0.00
5018.00,4245.00,0.00,0.00
5019.00,3987.00,0.00,0.00
5020.00,3899.00,0.00,0.00
5021.00,3832.00,0.00,0.00
5022.00,3812.80,16.20,0.00
5023.00,3297.40,312.60,0.00
5024.00,2449.20,1333.80,0.00
