", South, South, South "
"Timestep, Gas, PV, PHS "
7439.00,5863.00,0.00,0.00
7440.00,5467.00,0.00,0.00
7441.00,4847.00,0.00,0.00
7442.00,4403.00,0.00,0.00
7443.00,4093.00,0.00,0.00
7444.00,3996.00,0.00,0.00
7445.00,4021.00,0.00,0.00
7446.00,4022.00,0.00,0.00
7447.00,4062.20,7.80,0.00
7448.00,4040.00,372.00,0.00
7449.00,3452.00,1530.00,0.00
7450.00,2978.40,2889.60,0.00
7451.00,2577.40,3531.60,0.00
7452.00,2405.20,3790.80,0.00
7453.00,2394.00,3894.00,0.00
7454.00,2001.40,3825.60,0.00
7455.00,2559.40,3486.60,0.00
7456.00,3565.60,2621.40,0.00
7457.00,5009.80,1114.20,0.00
7458.00,6013.20,166.80,0.00
7459.00,6603.00,3.00,0.00
7460.00,6681.00,0.00,0.00
7461.00,6467.00,0.00,0.00
7462.00,6175.00,0.00,0.00
7463.00,5888.00,0.00,0.00
7464.00,5456.00,0.00,0.00
7465.00,4826.00,0.00,0.00
7466.00,4468.00,0.00,0.00
7467.00,4215.00,0.00,0.00
7468.00,4100.00,0.00,0.00
7469.00,3992.00,0.00,0.00
7470.00,3971.00,0.00,0.00
7471.00,4069.80,7.20,0.00
7472.00,4057.40,363.60,0.00
7473.00,3438.40,1506.60,0.00
7474.00,2933.80,2875.20,0.00
7475.00,2576.40,3519.60,0.00
7476.00,2378.20,3778.80,0.00
7477.00,2331.40,3879.60,0.00
7478.00,1986.40,3813.60,0.00
7479.00,2510.00,3477.00,0.00
7480.00,3572.40,2607.60,0.00
7481.00,4964.40,1095.60,0.00
7482.00,5897.80,163.20,0.00
7483.00,6549.60,2.40,0.00
7484.00,6640.00,0.00,0.00
7485.00,6501.00,0.00,0.00
7486.00,6164.00,0.00,0.00
7487.00,5881.00,0.00,0.00
7488.00,5488.00,0.00,0.00
7489.00,4817.00,0.00,0.00
7490.00,4418.00,0.00,0.00
7491.00,4217.00,0.00,0.00
7492.00,4093.00,0.00,0.00
7493.00,4049.00,0.00,0.00
7494.00,4007.00,0.00,0.00
7495.00,4154.40,6.60,0.00
7496.00,4185.00,342.00,0.00
7497.00,3588.20,1450.80,0.00
7498.00,3028.80,2839.20,0.00
7499.00,2674.00,3483.00,0.00
7500.00,2512.60,3752.40,0.00
7501.00,2471.40,3825.60,0.00
7502.00,2167.20,3718.80,0.00
7503.00,2734.00,3330.00,0.00
7504.00,3779.80,2377.20,0.00
7505.00,5072.00,969.00,0.00
7506.00,5906.80,148.20,0.00
7507.00,6514.60,2.40,0.00
7508.00,6588.00,0.00,0.00
7509.00,6440.00,0.00,0.00
7510.00,6114.00,0.00,0.00
7511.00,5806.00,0.00,0.00
7512.00,5442.00,0.00,0.00
7513.00,4871.00,0.00,0.00
7514.00,4444.00,0.00,0.00
7515.00,4207.00,0.00,0.00
7516.00,4084.00,0.00,0.00
7517.00,3982.00,0.00,0.00
7518.00,3961.00,0.00,0.00
7519.00,3937.00,6.00,0.00
7520.00,3706.00,345.00,0.00
7521.00,2669.60,1430.40,0.00
7522.00,1801.40,2823.60,0.00
7523.00,1512.20,3484.80,0.00
7524.00,1325.20,3757.80,0.00
7525.00,1296.60,3860.40,0.00
7526.00,1302.80,3790.20,0.00
7527.00,1540.80,3427.20,0.00
7528.00,2399.80,2518.20,0.00
7529.00,3807.20,1024.80,0.00
7530.00,4719.80,139.20,0.00
7531.00,5719.60,2.40,0.00
7532.00,5956.00,0.00,0.00
7533.00,5800.00,0.00,0.00
7534.00,5582.00,0.00,0.00
7535.00,5206.00,0.00,0.00
7536.00,5041.00,0.00,0.00
7537.00,4559.00,0.00,0.00
7538.00,4184.00,0.00,0.00
7539.00,3888.00,0.00,0.00
7540.00,3689.00,0.00,0.00
7541.00,3644.00,0.00,0.00
7542.00,3626.00,0.00,0.00
7543.00,3638.20,4.80,0.00
7544.00,3318.20,301.80,0.00
7545.00,2162.40,1359.60,0.00
7546.00,1125.00,2769.00,0.00
7547.00,714.40,3471.60,0.00
7548.00,729.60,3758.40,0.00
7549.00,848.40,3852.60,0.00
7550.00,963.80,3751.20,0.00
7551.00,1124.20,3328.80,0.00
7552.00,2048.20,2338.80,0.00
7553.00,3378.20,907.80,0.00
7554.00,4220.60,125.40,0.00
7555.00,5194.60,2.40,0.00
7556.00,5431.00,0.00,0.00
7557.00,5442.00,0.00,0.00
7558.00,5389.00,0.00,0.00
7559.00,5216.00,0.00,0.00
7560.00,4892.00,0.00,0.00
7561.00,4389.00,0.00,0.00
7562.00,4030.00,0.00,0.00
7563.00,3860.00,0.00,0.00
7564.00,3745.00,0.00,0.00
7565.00,3691.00,0.00,0.00
7566.00,3688.00,0.00,0.00
7567.00,3820.80,4.20,0.00
7568.00,4027.00,261.00,0.00
7569.00,3632.00,1152.00,0.00
7570.00,3185.20,2542.80,0.00
7571.00,2786.60,3293.40,0.00
7572.00,2596.00,3600.00,0.00
7573.00,2573.00,3654.00,0.00
7574.00,2315.00,3519.00,0.00
7575.00,2983.40,3027.60,0.00
7576.00,4066.00,2091.00,0.00
7577.00,5325.60,800.40,0.00
7578.00,6096.80,127.20,0.00
7579.00,6691.60,2.40,0.00
7580.00,6752.00,0.00,0.00
7581.00,6601.00,0.00,0.00
7582.00,6273.00,0.00,0.00
7583.00,5994.00,0.00,0.00
7584.00,5540.00,0.00,0.00
7585.00,4926.00,0.00,0.00
7586.00,4516.00,0.00,0.00
7587.00,4248.00,0.00,0.00
7588.00,4141.00,0.00,0.00
7589.00,4101.00,0.00,0.00
7590.00,4080.00,0.00,0.00
7591.00,4130.00,3.00,0.00
7592.00,4322.60,233.40,0.00
7593.00,4059.60,1028.40,0.00
7594.00,3596.80,2356.20,0.00
7595.00,3091.00,3111.00,0.00
7596.00,2866.00,3399.00,0.00
7597.00,2842.00,3483.00,0.00
7598.00,2597.60,3317.40,0.00
7599.00,3180.80,2914.20,0.00
7600.00,4263.40,2004.60,0.00
7601.00,5396.20,802.80,0.00
7602.00,6147.40,117.60,0.00
7603.00,6711.60,2.40,0.00
7604.00,6777.00,0.00,0.00
7605.00,6669.00,0.00,0.00
7606.00,6390.00,0.00,0.00
7607.00,6104.00,0.00,0.00
7608.00,5669.00,0.00,0.00
7609.00,5028.00,0.00,0.00
7610.00,4570.00,0.00,0.00
7611.00,4296.00,0.00,0.00
7612.00,4182.00,0.00,0.00
7613.00,4126.00,0.00,0.00
7614.00,4084.00,0.00,0.00
7615.00,4154.40,3.60,0.00
7616.00,4210.20,277.80,0.00
7617.00,3827.80,1276.20,0.00
7618.00,3234.20,2743.80,0.00
7619.00,2779.80,3457.20,0.00
7620.00,2573.80,3751.20,0.00
7621.00,2520.20,3838.80,0.00
7622.00,2211.20,3739.80,0.00
7623.00,2788.80,3349.20,0.00
7624.00,3851.00,2424.00,0.00
7625.00,5248.00,981.00,0.00
7626.00,6107.40,135.60,0.00
7627.00,6793.20,1.80,0.00
7628.00,6899.00,0.00,0.00
7629.00,6747.00,0.00,0.00
7630.00,6468.00,0.00,0.00
7631.00,6148.00,0.00,0.00
7632.00,5680.00,0.00,0.00
7633.00,5064.00,0.00,0.00
7634.00,4629.00,0.00,0.00
7635.00,4359.00,0.00,0.00
7636.00,4198.00,0.00,0.00
7637.00,4153.00,0.00,0.00
7638.00,4166.00,0.00,0.00
7639.00,4221.00,3.00,0.00
7640.00,4383.20,283.80,0.00
7641.00,3839.00,1299.00,0.00
7642.00,3246.80,2704.20,0.00
7643.00,2844.40,3396.60,0.00
7644.00,2612.60,3722.40,0.00
7645.00,2547.80,3847.20,0.00
7646.00,2139.00,3771.00,0.00
7647.00,2708.00,3405.00,0.00
7648.00,3787.00,2481.00,0.00
7649.00,5201.00,1002.00,0.00
7650.00,6091.00,138.00,0.00
7651.00,6791.20,1.80,0.00
7652.00,6900.00,0.00,0.00
7653.00,6757.00,0.00,0.00
7654.00,6453.00,0.00,0.00
7655.00,6182.00,0.00,0.00
7656.00,5717.00,0.00,0.00
7657.00,5076.00,0.00,0.00
7658.00,4667.00,0.00,0.00
7659.00,4360.00,0.00,0.00
7660.00,4245.00,0.00,0.00
7661.00,4180.00,0.00,0.00
7662.00,4168.00,0.00,0.00
7663.00,4267.00,3.00,0.00
7664.00,4355.20,265.80,0.00
7665.00,3981.80,1177.20,0.00
7666.00,3560.20,2515.80,0.00
7667.00,2872.60,3425.40,0.00
7668.00,2665.60,3728.40,0.00
7669.00,2599.60,3821.40,0.00
7670.00,2355.40,3699.60,0.00
7671.00,2908.60,3272.40,0.00
7672.00,4022.00,2304.00,0.00
7673.00,5333.00,906.00,0.00
7674.00,6136.00,132.00,0.00
7675.00,6879.20,1.80,0.00
7676.00,6863.00,0.00,0.00
7677.00,6755.00,0.00,0.00
7678.00,6449.00,0.00,0.00
7679.00,6179.00,0.00,0.00
7680.00,5757.00,0.00,0.00
7681.00,5143.00,0.00,0.00
7682.00,4650.00,0.00,0.00
7683.00,4356.00,0.00,0.00
7684.00,4247.00,0.00,0.00
7685.00,4160.00,0.00,0.00
7686.00,4053.00,0.00,0.00
7687.00,4072.60,2.40,0.00
7688.00,3935.00,222.00,0.00
7689.00,3108.40,1104.60,0.00
7690.00,2211.80,2572.20,0.00
7691.00,1877.40,3333.60,0.00
7692.00,1658.40,3648.60,0.00
7693.00,1677.40,3708.60,0.00
7694.00,1704.60,3578.40,0.00
7695.00,1990.60,3167.40,0.00
7696.00,2893.40,2247.60,0.00
7697.00,4178.80,904.20,0.00
7698.00,5004.60,125.40,0.00
7699.00,6107.20,1.80,0.00
7700.00,6298.00,0.00,0.00
7701.00,6237.00,0.00,0.00
7702.00,6077.00,0.00,0.00
7703.00,5837.00,0.00,0.00
7704.00,5478.00,0.00,0.00
7705.00,4898.00,0.00,0.00
7706.00,4419.00,0.00,0.00
7707.00,4056.00,0.00,0.00
7708.00,3923.00,0.00,0.00
7709.00,3785.00,0.00,0.00
7710.00,3769.00,0.00,0.00
7711.00,3748.20,1.80,0.00
7712.00,3639.20,214.80,0.00
7713.00,2563.20,1069.80,0.00
7714.00,1473.20,2554.80,0.00
7715.00,1102.60,3353.40,0.00
7716.00,1058.00,3684.00,0.00
7717.00,1208.40,3765.60,0.00
7718.00,1324.80,3574.20,0.00
7719.00,1626.00,3072.00,0.00
7720.00,2593.60,1976.40,0.00
7721.00,3807.00,612.00,0.00
7722.00,4534.00,78.00,0.00
7723.00,5532.80,1.20,0.00
7724.00,5933.00,0.00,0.00
7725.00,5993.00,0.00,0.00
7726.00,5907.00,0.00,0.00
7727.00,5751.00,0.00,0.00
7728.00,5354.00,0.00,0.00
7729.00,4837.00,0.00,0.00
7730.00,4394.00,0.00,0.00
7731.00,4091.00,0.00,0.00
7732.00,3987.00,0.00,0.00
7733.00,3909.00,0.00,0.00
7734.00,3870.00,0.00,0.00
7735.00,4033.80,1.20,0.00
7736.00,4325.20,202.80,0.00
7737.00,4068.40,1092.60,0.00
7738.00,3479.20,2620.80,0.00
7739.00,3185.00,3399.00,0.00
7740.00,3078.40,3729.60,0.00
7741.00,3104.00,3831.00,0.00
7742.00,2874.00,3747.00,0.00
7743.00,3443.40,3390.60,0.00
7744.00,4662.20,2428.80,0.00
7745.00,6028.20,955.80,0.00
7746.00,6822.60,128.40,0.00
7747.00,7228.20,1.80,0.00
7748.00,7245.00,0.00,0.00
7749.00,7110.00,0.00,0.00
7750.00,6816.00,0.00,0.00
7751.00,6481.00,0.00,0.00
7752.00,6005.00,0.00,0.00
7753.00,5359.00,0.00,0.00
7754.00,4847.00,0.00,0.00
7755.00,4541.00,0.00,0.00
7756.00,4369.00,0.00,0.00
7757.00,4318.00,0.00,0.00
7758.00,4324.00,0.00,0.00
7759.00,4316.20,1.80,0.00
7760.00,4473.40,222.60,0.00
7761.00,4227.40,1131.60,0.00
7762.00,3617.20,2596.80,0.00
7763.00,3294.20,3337.80,0.00
7764.00,3119.80,3673.20,0.00
7765.00,3142.40,3723.60,0.00
7766.00,2912.80,3514.20,0.00
7767.00,3629.80,2956.20,0.00
7768.00,4781.40,1950.60,0.00
7769.00,5888.80,790.20,0.00
7770.00,6529.60,140.40,0.00
7771.00,7103.20,1.80,0.00
7772.00,7225.00,0.00,0.00
7773.00,7130.00,0.00,0.00
7774.00,6839.00,0.00,0.00
7775.00,6552.00,0.00,0.00
7776.00,6086.00,0.00,0.00
7777.00,5305.00,0.00,0.00
7778.00,4829.00,0.00,0.00
7779.00,4590.00,0.00,0.00
7780.00,4415.00,0.00,0.00
7781.00,4346.00,0.00,0.00
7782.00,4281.00,0.00,0.00
7783.00,4357.80,1.20,0.00
7784.00,4597.40,147.60,0.00
7785.00,4496.20,841.80,0.00
7786.00,4135.80,2104.20,0.00
7787.00,3703.60,2858.40,0.00
7788.00,3590.20,3127.80,0.00
7789.00,3626.20,3136.80,0.00
7790.00,3289.80,3007.20,0.00
7791.00,3883.80,2605.20,0.00
7792.00,4906.20,1735.80,0.00
7793.00,5939.60,653.40,0.00
7794.00,6572.80,103.20,0.00
7795.00,7170.80,1.20,0.00
7796.00,7247.00,0.00,0.00
7797.00,7112.00,0.00,0.00
7798.00,6844.00,0.00,0.00
7799.00,6533.00,0.00,0.00
7800.00,6069.00,0.00,0.00
7801.00,5273.00,0.00,0.00
7802.00,4846.00,0.00,0.00
7803.00,4504.00,0.00,0.00
7804.00,4359.00,0.00,0.00
7805.00,4300.00,0.00,0.00
7806.00,4254.00,0.00,0.00
7807.00,4323.40,0.60,0.00
7808.00,4611.00,141.00,0.00
7809.00,4551.40,774.60,0.00
7810.00,4186.40,2037.60,0.00
7811.00,3551.00,2904.00,0.00
7812.00,3299.60,3287.40,0.00
7813.00,3337.40,3327.60,0.00
7814.00,2938.80,3208.20,0.00
7815.00,3464.20,2860.80,0.00
7816.00,4455.00,2040.00,0.00
7817.00,5646.60,824.40,0.00
7818.00,6387.60,122.40,0.00
7819.00,7062.20,1.80,0.00
7820.00,7177.00,0.00,0.00
7821.00,7100.00,0.00,0.00
7822.00,6804.00,0.00,0.00
7823.00,6523.00,0.00,0.00
7824.00,6159.00,0.00,0.00
7825.00,5388.00,0.00,0.00
7826.00,4821.00,0.00,0.00
7827.00,4567.00,0.00,0.00
7828.00,4370.00,0.00,0.00
7829.00,4312.00,0.00,0.00
7830.00,4292.00,0.00,0.00
7831.00,4390.80,1.20,0.00
7832.00,4610.20,187.80,0.00
7833.00,4333.80,1021.20,0.00
7834.00,3809.20,2419.80,0.00
7835.00,3402.60,3179.40,0.00
7836.00,3194.20,3442.80,0.00
7837.00,3122.60,3563.40,0.00
7838.00,2744.00,3441.00,0.00
7839.00,3321.80,3058.20,0.00
7840.00,4317.60,2147.40,0.00
7841.00,5571.60,836.40,0.00
7842.00,6368.20,118.80,0.00
7843.00,7004.20,1.80,0.00
7844.00,7162.00,0.00,0.00
7845.00,7081.00,0.00,0.00
7846.00,6742.00,0.00,0.00
7847.00,6473.00,0.00,0.00
7848.00,6153.00,0.00,0.00
7849.00,5463.00,0.00,0.00
7850.00,4968.00,0.00,0.00
7851.00,4629.00,0.00,0.00
7852.00,4408.00,0.00,0.00
7853.00,4263.00,0.00,0.00
7854.00,4186.00,0.00,0.00
7855.00,4175.40,0.60,0.00
7856.00,4249.00,120.00,0.00
7857.00,3641.60,665.40,0.00
7858.00,3163.60,1805.40,0.00
7859.00,2846.00,2532.00,0.00
7860.00,2540.60,2909.40,0.00
7861.00,2543.60,2975.40,0.00
7862.00,2594.60,2822.40,0.00
7863.00,2887.20,2413.80,0.00
7864.00,3554.40,1698.60,0.00
7865.00,4489.00,693.00,0.00
7866.00,5183.80,112.20,0.00
7867.00,6269.20,1.80,0.00
7868.00,6552.00,0.00,0.00
7869.00,6559.00,0.00,0.00
7870.00,6406.00,0.00,0.00
7871.00,6041.00,0.00,0.00
7872.00,5723.00,0.00,0.00
7873.00,5203.00,0.00,0.00
7874.00,4653.00,0.00,0.00
7875.00,4312.00,0.00,0.00
7876.00,4089.00,0.00,0.00
7877.00,3986.00,0.00,0.00
7878.00,3886.00,0.00,0.00
7879.00,3946.40,0.60,0.00
7880.00,3785.00,150.00,0.00
7881.00,2870.20,874.80,0.00
7882.00,1918.20,2242.80,0.00
7883.00,1671.40,2964.60,0.00
7884.00,1773.60,3152.40,0.00
7885.00,2016.20,3100.80,0.00
7886.00,2250.00,2871.00,0.00
7887.00,2478.00,2388.00,0.00
7888.00,3026.80,1744.20,0.00
7889.00,3953.40,699.60,0.00
7890.00,4665.00,117.00,0.00
7891.00,5804.20,1.80,0.00
7892.00,6085.00,0.00,0.00
7893.00,6218.00,0.00,0.00
7894.00,6211.00,0.00,0.00
7895.00,6016.00,0.00,0.00
7896.00,5614.00,0.00,0.00
7897.00,4982.00,0.00,0.00
7898.00,4559.00,0.00,0.00
7899.00,4206.00,0.00,0.00
7900.00,4106.00,0.00,0.00
7901.00,4049.00,0.00,0.00
7902.00,4035.00,0.00,0.00
7903.00,4188.40,0.60,0.00
7904.00,4496.80,163.20,0.00
7905.00,4250.60,980.40,0.00
7906.00,3764.00,2457.00,0.00
7907.00,3421.80,3175.20,0.00
7908.00,3225.20,3418.80,0.00
7909.00,3351.00,3396.00,0.00
7910.00,3156.80,3157.20,0.00
7911.00,3699.80,2767.20,0.00
7912.00,4674.60,1907.40,0.00
7913.00,5813.40,768.60,0.00
7914.00,6496.80,112.20,0.00
7915.00,7248.20,1.80,0.00
7916.00,7356.00,0.00,0.00
7917.00,7293.00,0.00,0.00
7918.00,7053.00,0.00,0.00
7919.00,6745.00,0.00,0.00
7920.00,6307.00,0.00,0.00
7921.00,5477.00,0.00,0.00
7922.00,4945.00,0.00,0.00
7923.00,4664.00,0.00,0.00
7924.00,4490.00,0.00,0.00
7925.00,4433.00,0.00,0.00
7926.00,4392.00,0.00,0.00
7927.00,4466.00,0.00,0.00
7928.00,4717.60,170.40,0.00
7929.00,4449.80,1015.20,0.00
7930.00,3826.80,2509.20,0.00
7931.00,3392.00,3258.00,0.00
7932.00,3125.60,3521.40,0.00
7933.00,3178.40,3567.60,0.00
7934.00,2949.40,3333.60,0.00
7935.00,3515.20,2935.80,0.00
7936.00,4448.80,2101.20,0.00
7937.00,5684.40,840.60,0.00
7938.00,6514.40,117.60,0.00
7939.00,7272.20,1.80,0.00
7940.00,7406.00,0.00,0.00
7941.00,7328.00,0.00,0.00
7942.00,7122.00,0.00,0.00
7943.00,6748.00,0.00,0.00
7944.00,6356.00,0.00,0.00
7945.00,5512.00,0.00,0.00
7946.00,5021.00,0.00,0.00
7947.00,4685.00,0.00,0.00
7948.00,4482.00,0.00,0.00
7949.00,4426.00,0.00,0.00
7950.00,4433.00,0.00,0.00
7951.00,4518.40,0.60,0.00
7952.00,4740.00,186.00,0.00
7953.00,4395.60,1100.40,0.00
7954.00,3708.40,2652.60,0.00
7955.00,3223.40,3444.60,0.00
7956.00,2984.00,3744.00,0.00
7957.00,2947.20,3775.80,0.00
7958.00,2643.60,3620.40,0.00
7959.00,3208.80,3202.20,0.00
7960.00,4337.20,2257.80,0.00
7961.00,5646.40,885.60,0.00
7962.00,6566.80,121.20,0.00
7963.00,7325.20,1.80,0.00
7964.00,7458.00,0.00,0.00
7965.00,7381.00,0.00,0.00
7966.00,7111.00,0.00,0.00
7967.00,6846.00,0.00,0.00
7968.00,6447.00,0.00,0.00
7969.00,5619.00,0.00,0.00
7970.00,5039.00,0.00,0.00
7971.00,4723.00,0.00,0.00
7972.00,4503.00,0.00,0.00
7973.00,4464.00,0.00,0.00
7974.00,4456.00,0.00,0.00
7975.00,4532.40,0.60,0.00
7976.00,4790.20,187.80,0.00
7977.00,4435.60,1097.40,0.00
7978.00,3733.00,2667.00,0.00
7979.00,3291.60,3449.40,0.00
7980.00,2996.20,3769.80,0.00
7981.00,3011.00,3798.00,0.00
7982.00,2698.80,3655.20,0.00
7983.00,3225.40,3267.60,0.00
7984.00,4262.40,2319.60,0.00
7985.00,5759.80,853.20,0.00
7986.00,6566.20,109.80,0.00
7987.00,7363.20,1.80,0.00
7988.00,7490.00,0.00,0.00
7989.00,7464.00,0.00,0.00
7990.00,7243.00,0.00,0.00
7991.00,6933.00,0.00,0.00
7992.00,6484.00,0.00,0.00
7993.00,5711.00,0.00,0.00
7994.00,5085.00,0.00,0.00
7995.00,4712.00,0.00,0.00
7996.00,4562.00,0.00,0.00
7997.00,4490.00,0.00,0.00
7998.00,4440.00,0.00,0.00
7999.00,4561.00,0.00,0.00
8000.00,4767.80,172.20,0.00
8001.00,4456.20,1054.80,0.00
8002.00,3837.00,2577.00,0.00
8003.00,3318.20,3394.80,0.00
8004.00,3012.60,3698.40,0.00
8005.00,2987.60,3743.40,0.00
8006.00,2747.40,3573.60,0.00
8007.00,3376.00,3087.00,0.00
8008.00,4517.40,2064.60,0.00
8009.00,5710.60,812.40,0.00
8010.00,6530.60,110.40,0.00
8011.00,7241.20,1.80,0.00
8012.00,7355.00,0.00,0.00
8013.00,7292.00,0.00,0.00
8014.00,7057.00,0.00,0.00
8015.00,6751.00,0.00,0.00
8016.00,6409.00,0.00,0.00
8017.00,4921.00,0.00,0.00
8018.00,4480.00,0.00,0.00
8019.00,4147.00,0.00,0.00
8020.00,3987.00,0.00,0.00
8021.00,3935.00,0.00,0.00
8022.00,3900.00,0.00,0.00
8023.00,3856.00,0.00,0.00
8024.00,3798.40,201.60,0.00
8025.00,2912.00,1149.00,0.00
8026.00,1988.60,2633.40,0.00
8027.00,1725.20,3421.80,0.00
8028.00,1557.80,3733.20,0.00
8029.00,1642.40,3798.60,0.00
8030.00,1636.60,3662.40,0.00
8031.00,1822.00,3243.00,0.00
8032.00,2803.20,2281.80,0.00
8033.00,4123.60,887.40,0.00
8034.00,4918.60,119.40,0.00
8035.00,5852.20,1.80,0.00
8036.00,6079.00,0.00,0.00
8037.00,5969.00,0.00,0.00
8038.00,5787.00,0.00,0.00
8039.00,5455.00,0.00,0.00
8040.00,5198.00,0.00,0.00
8041.00,4735.00,0.00,0.00
8042.00,4282.00,0.00,0.00
8043.00,3953.00,0.00,0.00
8044.00,3807.00,0.00,0.00
8045.00,3635.00,0.00,0.00
8046.00,3682.00,0.00,0.00
8047.00,3692.00,0.00,0.00
8048.00,3519.60,215.40,0.00
8049.00,2460.40,1149.60,0.00
8050.00,1318.80,2551.20,0.00
8051.00,967.20,3352.80,0.00
8052.00,955.40,3639.60,0.00
8053.00,1066.20,3736.80,0.00
8054.00,1129.00,3642.00,0.00
8055.00,1296.80,3295.20,0.00
8056.00,2280.40,2337.60,0.00
8057.00,3622.60,896.40,0.00
8058.00,4547.40,117.60,0.00
8059.00,5405.20,1.80,0.00
8060.00,5684.00,0.00,0.00
8061.00,5755.00,0.00,0.00
8062.00,5629.00,0.00,0.00
8063.00,5462.00,0.00,0.00
8064.00,5127.00,0.00,0.00
8065.00,4629.00,0.00,0.00
8066.00,4181.00,0.00,0.00
8067.00,3870.00,0.00,0.00
8068.00,3783.00,0.00,0.00
8069.00,3770.00,0.00,0.00
8070.00,3794.00,0.00,0.00
8071.00,3933.00,0.00,0.00
8072.00,4217.60,176.40,0.00
8073.00,3989.00,1080.00,0.00
8074.00,3383.40,2538.60,0.00
8075.00,2967.00,3366.00,0.00
8076.00,2784.40,3702.60,0.00
8077.00,2902.00,3777.00,0.00
8078.00,2559.40,3690.60,0.00
8079.00,3094.60,3347.40,0.00
8080.00,4267.00,2388.00,0.00
8081.00,5716.00,921.00,0.00
8082.00,6653.20,121.80,0.00
8083.00,7049.20,1.80,0.00
8084.00,7011.00,0.00,0.00
8085.00,6876.00,0.00,0.00
8086.00,6586.00,0.00,0.00
8087.00,6292.00,0.00,0.00
8088.00,5945.00,0.00,0.00
8089.00,5177.00,0.00,0.00
8090.00,4760.00,0.00,0.00
8091.00,4428.00,0.00,0.00
8092.00,4253.00,0.00,0.00
8093.00,4166.00,0.00,0.00
8094.00,4196.00,0.00,0.00
8095.00,4257.00,0.00,0.00
8096.00,4385.60,170.40,0.00
8097.00,4141.40,1068.60,0.00
8098.00,3471.60,2546.40,0.00
8099.00,3004.20,3364.80,0.00
8100.00,2774.80,3706.20,0.00
8101.00,2765.80,3805.20,0.00
8102.00,2396.20,3727.80,0.00
8103.00,2942.80,3376.20,0.00
8104.00,4011.00,2406.00,0.00
8105.00,5441.00,915.00,0.00
8106.00,6299.40,117.60,0.00
8107.00,6930.20,1.80,0.00
8108.00,6993.00,0.00,0.00
8109.00,6905.00,0.00,0.00
8110.00,6644.00,0.00,0.00
8111.00,6353.00,0.00,0.00
8112.00,5951.00,0.00,0.00
8113.00,5181.00,0.00,0.00
8114.00,4688.00,0.00,0.00
8115.00,4403.00,0.00,0.00
8116.00,4257.00,0.00,0.00
8117.00,4208.00,0.00,0.00
8118.00,4196.00,0.00,0.00
8119.00,4279.00,0.00,0.00
8120.00,4532.20,160.80,0.00
8121.00,4238.60,1034.40,0.00
8122.00,3678.00,2481.00,0.00
8123.00,3124.20,3319.80,0.00
8124.00,2807.60,3683.40,0.00
8125.00,2748.00,3804.00,0.00
8126.00,2336.20,3721.80,0.00
8127.00,2926.00,3366.00,0.00
8128.00,3971.20,2410.80,0.00
8129.00,5390.60,950.40,0.00
8130.00,6262.40,120.60,0.00
8131.00,7010.20,1.80,0.00
8132.00,7104.00,0.00,0.00
8133.00,6963.00,0.00,0.00
8134.00,6704.00,0.00,0.00
8135.00,6410.00,0.00,0.00
8136.00,5972.00,0.00,0.00
8137.00,5257.00,0.00,0.00
8138.00,4695.00,0.00,0.00
8139.00,4444.00,0.00,0.00
8140.00,4298.00,0.00,0.00
8141.00,4229.00,0.00,0.00
8142.00,4247.00,0.00,0.00
8143.00,4330.00,0.00,0.00
8144.00,4573.20,151.80,0.00
8145.00,4337.20,1012.80,0.00
8146.00,3689.40,2457.60,0.00
8147.00,3146.60,3308.40,0.00
8148.00,2863.80,3664.20,0.00
8149.00,2808.00,3777.00,0.00
8150.00,2367.40,3708.60,0.00
8151.00,2914.20,3361.80,0.00
8152.00,3917.20,2398.80,0.00
8153.00,5362.80,919.20,0.00
8154.00,6165.20,118.80,0.00
8155.00,6959.20,1.80,0.00
8156.00,6929.00,0.00,0.00
8157.00,6736.00,0.00,0.00
8158.00,6486.00,0.00,0.00
8159.00,6219.00,0.00,0.00
8160.00,5925.00,0.00,0.00
8161.00,5143.00,0.00,0.00
8162.00,4747.00,0.00,0.00
8163.00,4412.00,0.00,0.00
8164.00,4210.00,0.00,0.00
8165.00,4132.00,0.00,0.00
8166.00,4061.00,0.00,0.00
8167.00,4069.00,0.00,0.00
8168.00,3971.40,147.60,0.00
8169.00,3105.80,1012.20,0.00
8170.00,2025.80,2491.20,0.00
8171.00,1551.80,3319.20,0.00
8172.00,1384.20,3655.80,0.00
8173.00,1473.80,3736.20,0.00
8174.00,1548.80,3631.20,0.00
8175.00,1802.80,3271.20,0.00
8176.00,2677.80,2323.20,0.00
8177.00,4004.00,897.00,0.00
8178.00,4947.60,116.40,0.00
8179.00,5949.20,1.80,0.00
8180.00,6144.00,0.00,0.00
8181.00,6114.00,0.00,0.00
8182.00,5853.00,0.00,0.00
8183.00,5607.00,0.00,0.00
8184.00,5436.00,0.00,0.00
8185.00,4933.00,0.00,0.00
8186.00,4496.00,0.00,0.00
8187.00,4217.00,0.00,0.00
8188.00,3987.00,0.00,0.00
8189.00,3831.00,0.00,0.00
8190.00,3799.00,0.00,0.00
8191.00,3864.00,0.00,0.00
8192.00,3894.80,133.20,0.00
8193.00,3159.40,963.60,0.00
8194.00,2094.60,2417.40,0.00
8195.00,1664.00,3288.00,0.00
8196.00,1482.60,3656.40,0.00
8197.00,1474.80,3766.20,0.00
8198.00,1586.60,3689.40,0.00
8199.00,1753.00,3342.00,0.00
8200.00,2692.60,2390.40,0.00
