Production per timestep in MWh, Photovoltaics_Mid,Gas_plant_Mid,Photovoltaics_South,Gas_plant_South,Photovoltaics_North,Gas_plant_North
2019-11-06 07:00:00,0.00,66961.63,8.59,4059.59,0.00,14090.59
2019-11-06 08:00:00,86.72,68433.36,384.69,3979.35,14.78,14204.85
2019-11-06 09:00:00,1269.65,67386.88,1578.49,3325.64,63.05,14141.57
2019-11-06 10:00:00,3358.71,66755.38,2931.16,2864.20,259.09,13910.27
2019-11-06 11:00:00,5046.19,66368.85,3561.54,2523.23,430.51,13724.60
2019-11-06 12:00:00,5766.63,65237.18,3809.66,2328.57,534.94,13543.65
2019-11-06 13:00:00,6196.99,64400.40,3897.54,2269.25,624.58,13414.24
2019-11-06 14:00:00,5925.17,64173.55,3801.57,1993.80,563.51,13572.85
2019-11-06 15:00:00,4223.32,65229.72,3434.15,2587.03,438.39,13992.80
2019-11-06 16:00:00,2063.05,67144.03,2571.78,3610.69,307.37,14646.72
2019-11-06 17:00:00,0.00,72690.05,1067.04,4998.37,0.00,15305.19
2019-11-06 18:00:00,0.00,72803.43,154.57,5914.53,0.00,15065.87
2019-11-06 19:00:00,0.00,70618.52,2.80,6501.32,0.00,14769.53
2019-11-06 20:00:00,0.00,66882.84,0.00,6632.23,0.00,14383.92
2019-11-06 21:00:00,0.00,63620.85,0.00,6481.08,0.00,13755.24
2019-11-06 22:00:00,0.00,61073.71,0.00,6117.95,0.00,12966.01
2019-11-06 23:00:00,0.00,56595.32,0.00,5862.65,0.00,12147.52
2019-11-07 00:00:00,0.00,52428.23,0.00,5467.26,0.00,11647.13
2019-11-07 01:00:00,0.00,49899.35,0.00,4846.98,0.00,11501.59
2019-11-07 02:00:00,0.00,49137.41,0.00,4402.75,0.00,11452.07
2019-11-07 03:00:00,0.00,49992.55,0.00,4093.07,0.00,11527.84
2019-11-07 04:00:00,0.00,51965.11,0.00,3996.30,0.00,11668.14
2019-11-07 05:00:00,0.00,55492.29,0.00,4021.18,0.00,12290.07
2019-11-07 06:00:00,0.00,63379.69,0.00,4022.10,0.00,13762.74
2019-11-07 07:00:00,0.00,69323.33,7.90,4062.13,0.00,15011.11
2019-11-07 08:00:00,138.23,71742.81,372.22,4039.74,0.98,15100.90
2019-11-07 09:00:00,1154.06,71542.72,1529.97,3451.57,33.49,14997.12
2019-11-07 10:00:00,2158.78,71644.87,2889.60,2978.58,207.87,14843.00
2019-11-07 11:00:00,2862.12,71788.97,3531.81,2576.92,379.28,14532.79
2019-11-07 12:00:00,3157.75,71048.49,3790.75,2405.54,491.59,14240.43
2019-11-07 13:00:00,3586.86,70350.34,3894.09,2394.36,711.28,13924.72
2019-11-07 14:00:00,2801.96,70646.18,3825.40,2001.30,474.84,14194.16
2019-11-07 15:00:00,2049.06,70844.68,3486.43,2559.63,291.60,14712.00
2019-11-07 16:00:00,1084.48,72106.16,2621.13,3565.94,238.41,15181.57
2019-11-07 17:00:00,0.00,75306.37,1114.22,5010.18,0.00,15771.08
2019-11-07 18:00:00,0.00,74570.38,166.90,6012.80,0.00,15483.74
2019-11-07 19:00:00,0.00,72522.87,2.77,6602.73,0.00,15181.41
2019-11-07 20:00:00,0.00,68701.68,0.00,6681.08,0.00,14777.04
2019-11-07 21:00:00,0.00,65498.30,0.00,6467.26,0.00,14150.61
2019-11-07 22:00:00,0.00,62886.78,0.00,6175.09,0.00,13234.59
2019-11-07 23:00:00,0.00,57856.88,0.00,5888.46,0.00,12456.61
2019-11-08 00:00:00,0.00,53192.08,0.00,5456.20,0.00,11943.47
2019-11-08 01:00:00,0.00,50699.71,0.00,4825.79,0.00,11705.65
2019-11-08 02:00:00,0.00,49295.95,0.00,4468.19,0.00,11590.86
2019-11-08 03:00:00,0.00,49448.72,0.00,4214.73,0.00,11731.90
2019-11-08 04:00:00,0.00,50699.71,0.00,4100.44,0.00,11917.21
2019-11-08 05:00:00,0.00,53562.00,0.00,3991.69,0.00,12581.90
2019-11-08 06:00:00,0.00,60840.23,0.00,3971.41,0.00,14032.82
2019-11-08 07:00:00,0.00,66339.98,7.17,4070.24,0.00,15299.94
2019-11-08 08:00:00,25.07,67638.93,363.44,4057.74,0.98,15336.47
2019-11-08 09:00:00,1118.67,66342.59,1506.71,3437.97,11.82,15248.36
2019-11-08 10:00:00,2585.15,65779.28,2875.44,2933.76,72.90,15152.77
2019-11-08 11:00:00,4035.30,65798.23,3519.85,2575.98,146.79,15004.61
2019-11-08 12:00:00,4804.09,64592.26,3779.04,2377.62,180.28,14857.08
2019-11-08 13:00:00,5797.86,63576.40,3879.58,2331.45,221.66,14727.93
2019-11-08 14:00:00,4561.44,64579.33,3813.46,1986.52,92.60,14851.73
2019-11-08 15:00:00,2807.18,66470.03,3476.84,2510.24,24.63,15221.30
2019-11-08 16:00:00,1878.74,68299.73,2607.85,3571.85,57.14,15583.40
2019-11-08 17:00:00,0.00,73041.71,1095.65,4964.24,0.00,15735.82
2019-11-08 18:00:00,0.00,72658.35,163.02,5897.78,0.00,15314.94
2019-11-08 19:00:00,0.00,70876.98,2.67,6549.37,0.00,14987.10
2019-11-08 20:00:00,0.00,66860.74,0.00,6639.61,0.00,14471.70
2019-11-08 21:00:00,0.00,64231.93,0.00,6501.36,0.00,13755.24
2019-11-08 22:00:00,0.00,61558.93,0.00,6164.03,0.00,12737.95
2019-11-08 23:00:00,0.00,56232.13,0.00,5881.08,0.00,11968.97
2019-11-09 00:00:00,0.00,51686.48,0.00,5488.46,0.00,11422.06
2019-11-09 01:00:00,0.00,49672.59,0.00,4816.57,0.00,11157.99
2019-11-09 02:00:00,0.00,49182.57,0.00,4418.42,0.00,11037.20
2019-11-09 03:00:00,0.00,50091.51,0.00,4216.57,0.00,11067.96
2019-11-09 04:00:00,0.00,51703.77,0.00,4093.07,0.00,11229.26
2019-11-09 05:00:00,0.00,54581.43,0.00,4048.83,0.00,11847.44
2019-11-09 06:00:00,0.00,61926.92,0.00,4007.36,0.00,13288.60
2019-11-09 07:00:00,0.00,67622.68,6.46,4154.82,0.00,14560.22
2019-11-09 08:00:00,19.37,69931.38,341.97,4185.20,0.00,14724.52
2019-11-09 09:00:00,982.10,69855.49,1450.53,3588.16,33.49,14807.31
2019-11-09 10:00:00,2355.90,69712.50,2839.08,3029.10,127.08,14890.77
2019-11-09 11:00:00,3421.70,69706.48,3483.13,2673.52,262.05,14662.78
2019-11-09 12:00:00,3961.01,68768.44,3752.21,2513.21,354.65,14499.66
2019-11-09 13:00:00,5208.83,66383.96,3825.89,2470.86,535.92,14129.33
2019-11-09 14:00:00,4410.42,66110.10,3718.72,2166.97,419.67,14107.54
2019-11-09 15:00:00,3018.65,66611.18,3329.84,2733.73,362.53,14300.47
2019-11-09 16:00:00,1702.75,68528.56,2376.92,3779.74,201.96,14883.42
2019-11-09 17:00:00,0.00,73186.80,968.94,5072.51,0.00,15289.44
2019-11-09 18:00:00,0.00,72727.52,148.47,5906.81,0.00,14900.07
2019-11-09 19:00:00,0.00,70302.41,2.47,6514.56,0.00,14372.67
2019-11-09 20:00:00,0.00,66486.98,0.00,6587.99,0.00,13846.02
2019-11-09 21:00:00,0.00,63734.23,0.00,6439.61,0.00,13228.59
2019-11-09 22:00:00,0.00,62130.62,0.00,6114.26,0.00,12679.43
2019-11-09 23:00:00,0.00,58396.86,0.00,5805.51,0.00,12144.52
2019-11-10 00:00:00,0.00,54570.86,0.00,5442.38,0.00,11673.39
2019-11-10 01:00:00,0.00,52728.01,0.00,4870.95,0.00,11420.56
2019-11-10 02:00:00,0.00,51273.32,0.00,4444.22,0.00,11317.03
2019-11-10 03:00:00,0.00,50571.92,0.00,4207.36,0.00,11290.03
2019-11-10 04:00:00,0.00,50255.81,0.00,4083.85,0.00,11341.04
2019-11-10 05:00:00,0.00,48524.41,0.00,3981.55,0.00,11535.35
2019-11-10 06:00:00,0.00,48033.43,0.00,3961.27,0.00,12090.51
2019-11-10 07:00:00,0.00,51068.67,5.92,3936.92,0.00,12497.88
2019-11-10 08:00:00,32.34,54772.00,345.29,3705.39,0.00,12957.76
2019-11-10 09:00:00,798.63,57528.09,1430.37,2670.08,55.17,13327.21
2019-11-10 10:00:00,1682.94,58350.20,2823.62,1801.25,234.47,13324.22
2019-11-10 11:00:00,2386.97,58523.40,3485.02,1512.20,386.18,13204.01
2019-11-10 12:00:00,2741.67,57040.70,3757.57,1325.36,469.92,12959.73
2019-11-10 13:00:00,2849.86,55683.44,3860.69,1295.97,517.20,12778.90
2019-11-10 14:00:00,2493.53,54567.79,3789.91,1303.15,437.41,12850.45
2019-11-10 15:00:00,1965.90,54509.31,3427.41,1540.32,316.23,13300.22
2019-11-10 16:00:00,1487.66,56048.30,2517.90,2400.05,196.04,14271.15
2019-11-10 17:00:00,0.00,61845.25,1024.76,3807.48,0.00,14826.55
2019-11-10 18:00:00,0.00,61725.15,139.08,4719.88,0.00,14614.24
2019-11-10 19:00:00,0.00,59205.87,2.28,5719.36,0.00,14115.34
2019-11-10 20:00:00,0.00,55713.28,0.00,5955.74,0.00,13713.23
2019-11-10 21:00:00,0.00,53978.04,0.00,5799.98,0.00,13275.85
2019-11-10 22:00:00,0.00,53654.24,0.00,5582.47,0.00,12876.74
2019-11-10 23:00:00,0.00,50566.16,0.00,5205.51,0.00,12414.60
2019-11-11 00:00:00,0.00,46883.33,0.00,5041.45,0.00,12065.00
2019-11-11 01:00:00,0.00,44346.76,0.00,4559.43,0.00,11835.43
2019-11-11 02:00:00,0.00,43022.74,0.00,4184.31,0.00,11737.15
2019-11-11 03:00:00,0.00,42263.69,0.00,3887.54,0.00,11710.90
2019-11-11 04:00:00,0.00,42093.63,0.00,3689.39,0.00,11698.89
2019-11-11 05:00:00,0.00,41331.69,0.00,3644.22,0.00,11886.45
2019-11-11 06:00:00,0.00,40384.32,0.00,3625.79,0.00,12242.80
2019-11-11 07:00:00,0.00,42030.21,4.70,3638.60,0.00,12463.37
2019-11-11 08:00:00,0.00,45982.08,301.52,3318.74,0.00,12742.45
2019-11-11 09:00:00,517.20,48926.72,1359.45,2162.20,43.35,13065.96
2019-11-11 10:00:00,1315.45,51160.82,2769.22,1124.78,230.53,13151.86
2019-11-11 11:00:00,2088.63,53258.58,3471.32,714.84,391.10,13127.82
2019-11-11 12:00:00,2585.80,51942.79,3758.17,730.29,482.72,12975.43
2019-11-11 13:00:00,2723.56,49559.58,3852.56,848.81,578.28,12727.58
2019-11-11 14:00:00,2316.60,48370.63,3751.27,963.92,456.12,12887.25
2019-11-11 15:00:00,1612.65,48573.02,3328.96,1124.48,374.36,13320.87
2019-11-11 16:00:00,885.50,50613.61,2338.83,2048.25,105.41,14304.77
2019-11-11 17:00:00,0.00,56468.49,907.83,3377.87,0.00,14688.51
2019-11-11 18:00:00,0.00,57205.44,125.37,4220.24,0.00,14659.25
2019-11-11 19:00:00,0.00,56193.69,2.17,5195.05,0.00,14452.94
2019-11-11 20:00:00,0.00,54476.71,0.00,5431.31,0.00,14164.86
2019-11-11 21:00:00,0.00,53659.04,0.00,5442.38,0.00,13611.95
2019-11-11 22:00:00,0.00,54440.19,0.00,5388.92,0.00,12914.25
2019-11-11 23:00:00,0.00,51197.42,0.00,5215.65,0.00,12386.84
2019-11-12 00:00:00,0.00,48392.78,0.00,4892.15,0.00,11989.98
2019-11-12 01:00:00,0.00,46794.93,0.00,4388.92,0.00,11848.19
2019-11-12 02:00:00,0.00,46673.87,0.00,4030.40,0.00,11778.42
2019-11-12 03:00:00,0.00,47511.70,0.00,3859.89,0.00,11902.95
2019-11-12 04:00:00,0.00,48876.07,0.00,3744.68,0.00,12120.52
2019-11-12 05:00:00,0.00,52668.44,0.00,3691.23,0.00,12734.19
2019-11-12 06:00:00,0.00,60495.30,0.00,3687.54,0.00,14390.67
2019-11-12 07:00:00,0.00,66006.57,4.13,3820.74,0.00,15803.34
2019-11-12 08:00:00,58.54,67569.90,260.73,4026.81,0.00,15959.38
2019-11-12 09:00:00,1840.12,65962.23,1152.03,3632.29,23.64,15817.20
2019-11-12 10:00:00,4382.38,64560.47,2542.70,3185.39,192.10,15714.01
2019-11-12 11:00:00,6430.83,63364.27,3293.35,2786.81,344.80,15415.77
2019-11-12 12:00:00,7836.23,61223.83,3600.08,2596.20,457.11,15130.91
2019-11-12 13:00:00,8750.87,60106.46,3654.23,2572.47,587.15,14941.61
2019-11-12 14:00:00,7648.87,60655.03,3519.16,2314.91,513.26,14998.99
2019-11-12 15:00:00,5934.94,61475.40,3027.84,2983.19,422.63,15469.23
2019-11-12 16:00:00,4144.99,63929.28,2090.95,4065.71,112.31,16234.19
2019-11-12 17:00:00,0.00,71467.89,800.19,5326.06,0.00,16508.54
2019-11-12 18:00:00,0.00,70973.06,127.49,6096.45,0.00,16215.96
2019-11-12 19:00:00,0.00,69006.26,2.36,6691.62,0.00,15852.10
2019-11-12 20:00:00,0.00,65509.83,0.00,6752.05,0.00,15389.22
2019-11-12 21:00:00,0.00,62383.31,0.00,6600.90,0.00,14667.51
2019-11-12 22:00:00,0.00,60494.33,0.00,6272.79,0.00,13770.24
2019-11-12 23:00:00,0.00,55498.06,0.00,5994.45,0.00,12902.24
2019-11-13 00:00:00,0.00,52280.26,0.00,5540.07,0.00,12420.60
2019-11-13 01:00:00,0.00,50371.11,0.00,4926.25,0.00,12205.29
2019-11-13 02:00:00,0.00,49833.05,0.00,4516.11,0.00,12161.78
2019-11-13 03:00:00,0.00,50137.63,0.00,4247.91,0.00,12181.28
2019-11-13 04:00:00,0.00,50986.04,0.00,4141.00,0.00,12389.09
2019-11-13 05:00:00,0.00,53468.80,0.00,4101.37,0.00,12944.25
2019-11-13 06:00:00,0.00,60207.05,0.00,4080.17,0.00,14409.43
2019-11-13 07:00:00,0.00,66028.67,3.07,4129.63,0.00,15795.83
2019-11-13 08:00:00,45.56,67320.57,233.67,4322.07,0.00,15886.61
2019-11-13 09:00:00,1225.32,66335.87,1028.46,4059.99,13.79,15834.56
2019-11-13 10:00:00,2601.48,65809.07,2355.98,3596.99,199.00,15728.87
2019-11-13 11:00:00,3735.65,65504.09,3111.10,3090.71,463.02,15410.84
2019-11-13 12:00:00,4346.19,64605.30,3399.13,2866.28,635.42,15161.16
2019-11-13 13:00:00,5639.52,63407.10,3482.71,2842.61,695.52,15071.81
2019-11-13 14:00:00,4008.17,64713.68,3317.52,2597.67,538.88,15213.44
2019-11-13 15:00:00,2245.03,66277.94,2914.47,3180.43,438.39,15584.76
2019-11-13 16:00:00,1608.91,67307.99,2004.32,4263.86,129.06,16282.71
2019-11-13 17:00:00,0.00,71545.71,803.10,5395.96,0.00,16618.82
2019-11-13 18:00:00,0.00,70685.78,117.83,6147.58,0.00,16293.98
2019-11-13 19:00:00,0.00,68502.79,2.10,6712.15,0.00,15896.36
2019-11-13 20:00:00,0.00,64728.68,0.00,6776.93,0.00,15476.99
2019-11-13 21:00:00,0.00,61612.73,0.00,6669.10,0.00,14822.05
2019-11-13 22:00:00,0.00,59387.47,0.00,6389.84,0.00,13925.54
2019-11-13 23:00:00,0.00,54603.53,0.00,6104.12,0.00,13128.81
2019-11-14 00:00:00,0.00,51061.94,0.00,5669.10,0.00,12598.40
2019-11-14 01:00:00,0.00,49231.58,0.00,5027.63,0.00,12377.09
2019-11-14 02:00:00,0.00,48877.99,0.00,4569.57,0.00,12311.07
2019-11-14 03:00:00,0.00,49349.76,0.00,4295.84,0.00,12323.07
2019-11-14 04:00:00,0.00,50478.72,0.00,4181.55,0.00,12560.89
2019-11-14 05:00:00,0.00,52557.94,0.00,4126.25,0.00,13230.09
2019-11-14 06:00:00,0.00,59497.00,0.00,4083.85,0.00,14776.29
2019-11-14 07:00:00,0.00,65718.33,3.48,4154.11,0.00,16103.42
2019-11-14 08:00:00,0.00,67417.06,277.99,4210.47,0.00,16167.94
2019-11-14 09:00:00,854.15,66952.04,1276.35,3827.78,10.84,16163.86
2019-11-14 10:00:00,2222.27,66380.45,2743.98,3233.88,209.84,15970.86
2019-11-14 11:00:00,3535.09,65982.32,3457.45,2779.39,495.53,15606.39
2019-11-14 12:00:00,4323.25,64506.22,3751.30,2574.02,670.89,15317.75
2019-11-14 13:00:00,4430.79,64072.96,3838.84,2520.59,705.37,15254.01
2019-11-14 14:00:00,3894.46,63873.30,3739.78,2211.34,598.97,15460.94
2019-11-14 15:00:00,2706.03,64540.96,3349.43,2788.79,465.98,15891.77
2019-11-14 16:00:00,2126.50,65913.18,2424.01,3850.62,101.47,16768.67
2019-11-14 17:00:00,0.00,71300.70,980.92,5247.63,0.00,17038.19
2019-11-14 18:00:00,0.00,70855.84,135.87,6107.42,0.00,16708.10
2019-11-14 19:00:00,0.00,68573.89,2.09,6793.28,0.00,16375.75
2019-11-14 20:00:00,0.00,64924.69,0.00,6898.59,0.00,15863.35
2019-11-14 21:00:00,0.00,62197.87,0.00,6746.52,0.00,15293.19
2019-11-14 22:00:00,0.00,60232.99,0.00,6468.18,0.00,14453.69
2019-11-14 23:00:00,0.00,55943.88,0.00,6148.36,0.00,13509.17
2019-11-15 00:00:00,0.00,52245.67,0.00,5680.16,0.00,12942.00
2019-11-15 01:00:00,0.00,50198.16,0.00,5064.50,0.00,12767.20
2019-11-15 02:00:00,0.00,49356.48,0.00,4628.55,0.00,12649.42
2019-11-15 03:00:00,0.00,49504.45,0.00,4358.51,0.00,12722.94
2019-11-15 04:00:00,0.00,50397.05,0.00,4198.14,0.00,12857.98
2019-11-15 05:00:00,0.00,52815.44,0.00,4152.98,0.00,13491.16
2019-11-15 06:00:00,0.00,59246.23,0.00,4165.88,0.00,15092.13
2019-11-15 07:00:00,0.00,64690.25,3.20,4220.75,0.00,16402.01
2019-11-15 08:00:00,6.83,65215.71,283.68,4383.59,0.00,16484.53
2019-11-15 09:00:00,1230.27,64504.39,1299.23,3839.00,35.47,16329.78
2019-11-15 10:00:00,3349.05,62937.12,2704.20,3246.93,217.72,15986.23
2019-11-15 11:00:00,5204.72,62148.92,3396.81,2844.64,344.80,15711.36
2019-11-15 12:00:00,6773.02,60070.43,3722.17,2613.28,462.03,15431.33
2019-11-15 13:00:00,7721.33,58665.73,3847.07,2548.30,420.66,15564.98
2019-11-15 14:00:00,6724.00,59716.86,3770.97,2138.68,324.11,15777.06
2019-11-15 15:00:00,4889.88,61502.94,3405.14,2708.20,332.00,16241.06
2019-11-15 16:00:00,3994.47,62651.05,2480.91,3787.27,85.71,16790.44
2019-11-15 17:00:00,0.00,70435.96,1001.91,5200.83,0.00,16942.17
2019-11-15 18:00:00,0.00,69993.99,137.82,6091.65,0.00,16704.35
2019-11-15 19:00:00,0.00,68382.69,1.99,6790.61,0.00,16261.72
2019-11-15 20:00:00,0.00,64852.62,0.00,6899.51,0.00,15777.83
2019-11-15 21:00:00,0.00,62359.29,0.00,6756.66,0.00,15116.89
2019-11-15 22:00:00,0.00,60410.74,0.00,6452.51,0.00,14267.64
2019-11-15 23:00:00,0.00,56278.25,0.00,6182.46,0.00,13369.63
2019-11-16 00:00:00,0.00,53162.30,0.00,5717.03,0.00,12809.97
2019-11-16 01:00:00,0.00,51287.74,0.00,5075.56,0.00,12556.39
2019-11-16 02:00:00,0.00,50417.23,0.00,4667.26,0.00,12457.36
2019-11-16 03:00:00,0.00,50636.30,0.00,4360.35,0.00,12524.13
2019-11-16 04:00:00,0.00,51701.85,0.00,4245.14,0.00,12733.44
2019-11-16 05:00:00,0.00,53977.08,0.00,4179.71,0.00,13338.87
2019-11-16 06:00:00,0.00,60218.58,0.00,4167.72,0.00,14882.07
2019-11-16 07:00:00,0.00,65811.53,2.72,4267.31,0.00,16235.46
2019-11-16 08:00:00,71.44,67122.71,265.95,4355.23,0.00,16200.20
2019-11-16 09:00:00,2792.02,64644.26,1177.42,3981.08,15.76,16127.42
2019-11-16 10:00:00,6630.83,61205.15,2515.72,3559.84,156.64,15931.78
2019-11-16 11:00:00,9199.80,59237.65,3425.64,2872.04,257.12,15596.48
2019-11-16 12:00:00,10239.56,57353.33,3728.47,2665.05,286.68,15316.35
2019-11-16 13:00:00,11308.54,55055.46,3821.24,2599.93,308.35,15083.86
2019-11-16 14:00:00,9790.67,55334.83,3699.44,2355.84,228.56,15032.37
2019-11-16 15:00:00,7375.81,57436.46,3272.61,2908.01,206.88,15228.85
2019-11-16 16:00:00,6457.13,59968.36,2304.11,4022.13,122.16,15708.18
2019-11-16 17:00:00,0.00,70371.59,906.20,5332.49,0.00,15828.84
2019-11-16 18:00:00,0.00,69346.39,131.95,6136.23,0.00,15479.24
2019-11-16 19:00:00,0.00,67138.42,2.01,6879.07,0.00,14990.85
2019-11-16 20:00:00,0.00,63333.57,0.00,6862.64,0.00,14326.91
2019-11-16 21:00:00,0.00,60535.65,0.00,6754.81,0.00,13716.23
2019-11-16 22:00:00,0.00,59492.20,0.00,6448.82,0.00,13185.07
2019-11-16 23:00:00,0.00,56010.18,0.00,6178.78,0.00,12593.15
2019-11-17 00:00:00,0.00,52598.30,0.00,5756.66,0.00,12098.01
2019-11-17 01:00:00,0.00,50251.01,0.00,5142.84,0.00,11806.17
2019-11-17 02:00:00,0.00,48767.50,0.00,4649.75,0.00,11534.60
2019-11-17 03:00:00,0.00,48271.71,0.00,4355.74,0.00,11484.33
2019-11-17 04:00:00,0.00,47967.13,0.00,4246.99,0.00,11560.10
2019-11-17 05:00:00,0.00,47577.04,0.00,4160.35,0.00,11654.63
2019-11-17 06:00:00,0.00,47306.09,0.00,4053.44,0.00,12141.52
2019-11-17 07:00:00,0.00,51022.55,2.26,4072.38,0.00,12569.15
2019-11-17 08:00:00,87.14,54419.35,222.28,3934.38,0.00,12963.76
2019-11-17 09:00:00,1921.10,55544.72,1104.75,3108.14,4.93,13416.47
2019-11-17 10:00:00,4039.05,54827.65,2572.24,2212.08,147.77,13513.69
2019-11-17 11:00:00,5638.66,53924.64,3333.73,1877.30,320.17,13372.80
2019-11-17 12:00:00,6635.37,52165.04,3648.49,1658.40,476.81,13037.61
2019-11-17 13:00:00,7988.62,48914.16,3708.45,1677.70,449.23,12904.65
2019-11-17 14:00:00,6195.37,49491.01,3578.58,1704.35,401.94,12941.43
2019-11-17 15:00:00,4072.44,51527.47,3167.34,1990.24,422.63,13272.59
2019-11-17 16:00:00,3483.22,54093.10,2247.69,2893.30,21.67,14472.53
2019-11-17 17:00:00,0.00,61680.95,904.43,4178.50,0.00,14642.75
2019-11-17 18:00:00,0.00,61013.18,125.49,5004.44,0.00,14335.16
2019-11-17 19:00:00,0.00,58546.75,1.98,6106.75,0.00,13834.76
2019-11-17 20:00:00,0.00,55013.81,0.00,6297.67,0.00,13338.87
2019-11-17 21:00:00,0.00,53219.95,0.00,6236.84,0.00,12869.23
2019-11-17 22:00:00,0.00,53457.27,0.00,6077.40,0.00,12367.34
2019-11-17 23:00:00,0.00,50642.06,0.00,5836.84,0.00,11851.19
2019-11-18 00:00:00,0.00,47399.29,0.00,5478.32,0.00,11430.32
2019-11-18 01:00:00,0.00,44796.42,0.00,4897.68,0.00,11143.73
2019-11-18 02:00:00,0.00,43647.28,0.00,4419.34,0.00,10923.92
2019-11-18 03:00:00,0.00,43310.03,0.00,4056.21,0.00,10839.90
2019-11-18 04:00:00,0.00,43103.45,0.00,3922.57,0.00,10847.40
2019-11-18 05:00:00,0.00,41912.03,0.00,3785.24,0.00,10983.94
2019-11-18 06:00:00,0.00,39861.64,0.00,3768.65,0.00,11302.03
2019-11-18 07:00:00,0.00,41250.03,1.98,3748.24,0.00,11609.62
2019-11-18 08:00:00,33.03,44308.92,214.91,3639.45,0.00,11836.18
2019-11-18 09:00:00,2373.34,45818.62,1069.78,2563.39,9.85,12344.73
2019-11-18 10:00:00,5891.37,45030.29,2554.56,1473.07,70.93,12732.28
2019-11-18 11:00:00,8826.60,44521.14,3353.55,1102.66,179.30,12895.50
2019-11-18 12:00:00,10526.94,41693.75,3684.18,1057.73,201.96,12875.09
2019-11-18 13:00:00,10809.17,39230.46,3765.72,1208.46,248.26,12753.76
2019-11-18 14:00:00,9493.82,39030.59,3574.10,1324.50,183.24,12902.81
2019-11-18 15:00:00,7634.31,40834.37,3071.88,1625.80,221.66,13241.00
2019-11-18 16:00:00,6957.33,44035.43,1976.58,2592.99,4.93,13938.62
2019-11-18 17:00:00,0.00,56360.88,612.08,3807.26,0.00,14105.59
2019-11-18 18:00:00,0.00,57338.03,78.28,4533.69,0.00,14078.59
2019-11-18 19:00:00,0.00,55930.43,1.33,5532.29,0.00,13861.02
2019-11-18 20:00:00,0.00,54031.84,0.00,5932.69,0.00,13449.90
2019-11-18 21:00:00,0.00,53308.35,0.00,5992.60,0.00,12885.74
2019-11-18 22:00:00,0.00,54570.86,0.00,5906.89,0.00,12233.05
2019-11-18 23:00:00,0.00,51394.39,0.00,5751.13,0.00,11653.88
2019-11-19 00:00:00,0.00,48639.71,0.00,5353.90,0.00,11245.01
2019-11-19 01:00:00,0.00,46996.70,0.00,4836.85,0.00,11163.99
2019-11-19 02:00:00,0.00,46664.26,0.00,4393.53,0.00,11121.98
2019-11-19 03:00:00,0.00,47019.76,0.00,4091.23,0.00,11221.76
2019-11-19 04:00:00,0.00,48601.28,0.00,3987.08,0.00,11410.81
2019-11-19 05:00:00,0.00,51978.57,0.00,3908.74,0.00,12008.73
2019-11-19 06:00:00,0.00,60045.63,0.00,3870.03,0.00,13555.68
2019-11-19 07:00:00,0.00,66339.02,1.28,4033.72,0.00,15134.14
2019-11-19 08:00:00,96.20,67968.45,202.88,4325.21,0.00,15196.41
2019-11-19 09:00:00,4534.90,64005.36,1092.48,4068.79,0.00,15202.41
2019-11-19 10:00:00,8932.69,60266.70,2620.95,3479.48,61.08,15206.60
2019-11-19 11:00:00,11907.87,58457.00,3399.12,3185.19,187.18,14995.73
2019-11-19 12:00:00,13710.76,56239.99,3729.67,3078.59,313.28,14829.87
2019-11-19 13:00:00,12247.59,57291.92,3831.15,3104.31,379.28,14730.85
2019-11-19 14:00:00,10699.56,57983.86,3747.16,2874.01,340.86,14877.30
2019-11-19 15:00:00,8437.56,60024.87,3390.81,3443.27,313.28,15280.75
2019-11-19 16:00:00,6817.02,62635.06,2428.93,4662.29,0.00,16037.40
2019-11-19 17:00:00,0.00,71595.68,955.50,6028.80,0.00,16144.68
2019-11-19 18:00:00,0.00,70308.18,128.36,6822.77,0.00,15809.34
2019-11-19 19:00:00,0.00,68682.46,1.83,7228.55,0.00,15522.00
2019-11-19 20:00:00,0.00,65142.79,0.00,7245.13,0.00,15026.86
2019-11-19 21:00:00,0.00,62640.81,0.00,7109.65,0.00,14347.16
2019-11-19 22:00:00,0.00,60568.32,0.00,6815.64,0.00,13469.41
2019-11-19 23:00:00,0.00,55708.48,0.00,6481.08,0.00,12596.90
2019-11-20 00:00:00,0.00,52645.38,0.00,6004.58,0.00,12073.25
2019-11-20 01:00:00,0.00,50938.96,0.00,5358.50,0.00,11886.45
2019-11-20 02:00:00,0.00,49954.11,0.00,4846.98,0.00,11797.92
2019-11-20 03:00:00,0.00,50083.82,0.00,4541.00,0.00,11826.43
2019-11-20 04:00:00,0.00,51186.85,0.00,4368.65,0.00,11965.97
2019-11-20 05:00:00,0.00,53759.93,0.00,4317.96,0.00,12602.91
2019-11-20 06:00:00,0.00,60522.20,0.00,4324.41,0.00,14248.88
2019-11-20 07:00:00,0.00,66537.91,1.65,4316.31,0.00,15645.04
2019-11-20 08:00:00,62.65,67883.82,222.77,4473.06,0.00,15690.05
2019-11-20 09:00:00,2876.14,65691.02,1131.55,4226.95,3.94,15644.10
2019-11-20 10:00:00,6179.05,62841.62,2596.73,3617.07,97.53,15585.02
2019-11-20 11:00:00,8568.00,61086.82,3337.50,3294.73,242.35,15425.95
2019-11-20 12:00:00,9635.13,59294.26,3673.30,3119.30,340.86,15266.67
