", South, South, Mid, Mid, Noorth, North"
"Timestep, Gas, PV, Gas, PV, Gas, PV "
8232.00,5434.00,0.00,46691.00,0.00,11706.00,0.00
8233.00,4857.00,0.00,44921.00,0.00,11493.00,0.00
8234.00,4364.00,0.00,44507.00,0.00,11448.00,0.00
8235.00,4046.00,0.00,44985.00,0.00,11472.00,0.00
8236.00,3959.00,0.00,46579.00,0.00,11664.00,0.00
8237.00,3924.00,0.00,49921.00,0.00,12277.00,0.00
8238.00,3912.00,0.00,58446.00,0.00,13937.00,0.00
8239.00,4069.00,0.00,66174.00,0.00,15491.00,0.00
8240.00,4421.20,112.80,68339.00,25.00,15929.00,0.00
8241.00,4296.60,869.40,67177.00,870.00,15742.00,0.00
8242.00,3787.40,2286.60,66388.00,2495.00,15821.00,8.00
8243.00,3200.00,3228.00,66593.00,3435.00,15794.60,36.40
8244.00,3033.60,3623.40,65856.00,3755.00,15640.40,87.60
8245.00,3012.80,3745.20,65300.00,3940.00,15685.40,99.60
8246.00,2644.00,3678.00,65846.00,3130.00,15854.00,74.00
8247.00,3146.00,3354.00,67279.00,1715.00,16396.40,17.60
8248.00,4220.40,2415.60,70488.00,235.00,16442.00,0.00
8249.00,5636.00,975.00,72178.00,0.00,16425.00,0.00
8250.00,6581.00,126.00,71131.00,0.00,16109.00,0.00
8251.00,7113.20,1.80,69117.00,0.00,15729.00,0.00
8252.00,7138.00,0.00,65349.00,0.00,15247.00,0.00
8253.00,7014.00,0.00,62595.00,0.00,14547.00,0.00
8254.00,6742.00,0.00,60138.00,0.00,13631.00,0.00
8255.00,6444.00,0.00,55065.00,0.00,12741.00,0.00
8256.00,6108.00,0.00,50800.00,0.00,12111.00,0.00
8257.00,5441.00,0.00,48866.00,0.00,11822.00,0.00
8258.00,4881.00,0.00,47642.00,0.00,11704.00,0.00
8259.00,4537.00,0.00,48167.00,0.00,11676.00,0.00
8260.00,4318.00,0.00,49693.00,0.00,11877.00,0.00
8261.00,4239.00,0.00,52314.00,0.00,12550.00,0.00
8262.00,4213.00,0.00,59484.00,0.00,14064.00,0.00
8263.00,4347.00,0.00,66867.00,0.00,15661.00,0.00
8264.00,4595.60,116.40,68875.00,0.00,16055.00,0.00
8265.00,4534.20,904.80,68751.00,195.00,15887.00,0.00
8266.00,3844.20,2386.80,68589.00,1000.00,15916.60,28.40
8267.00,3283.80,3304.20,68646.00,1685.00,15788.60,170.40
8268.00,3115.00,3672.00,67676.00,2065.00,15631.20,268.80
8269.00,3103.00,3789.00,67103.00,2320.00,15578.80,305.20
8270.00,2751.80,3709.20,67117.00,1845.00,15840.40,219.60
8271.00,3258.80,3364.20,68259.00,905.00,16560.00,54.00
8272.00,4504.20,2371.80,70562.00,75.00,16756.00,0.00
8273.00,5997.40,885.60,72056.00,0.00,16813.00,0.00
8274.00,6777.40,129.60,71434.00,0.00,16500.00,0.00
8275.00,7299.60,2.40,69618.00,0.00,16196.00,0.00
8276.00,7294.00,0.00,65988.00,0.00,15723.00,0.00
8277.00,7191.00,0.00,63182.00,0.00,15034.00,0.00
8278.00,6907.00,0.00,60779.00,0.00,14158.00,0.00
8279.00,6629.00,0.00,55964.00,0.00,13191.00,0.00
8280.00,6242.00,0.00,51819.00,0.00,12661.00,0.00
8281.00,5461.00,0.00,49896.00,0.00,12410.00,0.00
8282.00,4853.00,0.00,48935.00,0.00,12332.00,0.00
8283.00,4505.00,0.00,49507.00,0.00,12433.00,0.00
8284.00,4385.00,0.00,50679.00,0.00,12679.00,0.00
8285.00,4329.00,0.00,53190.00,0.00,13361.00,0.00
8286.00,4310.00,0.00,60058.00,0.00,15058.00,0.00
8287.00,4407.00,0.00,66656.00,0.00,16719.00,0.00
8288.00,4689.60,113.40,68812.00,20.00,17002.00,0.00
8289.00,4542.40,921.60,68275.00,195.00,16749.00,0.00
8290.00,3993.20,2317.80,68041.00,1145.00,16764.00,54.00
8291.00,3353.00,3225.00,67893.00,2095.00,16639.20,214.80
8292.00,3078.00,3618.00,66989.00,2505.00,16369.80,319.20
8293.00,3036.40,3720.60,66210.00,3130.00,16281.80,395.20
8294.00,2726.60,3578.40,66820.00,2160.00,16521.20,272.80
8295.00,3300.00,3189.00,67932.00,1065.00,17284.40,87.60
8296.00,4508.60,2102.40,70339.00,130.00,17695.00,0.00
8297.00,5836.20,751.80,71765.00,0.00,17687.00,0.00
8298.00,6624.40,96.60,70875.00,0.00,17354.00,0.00
8299.00,7251.80,1.20,68988.00,0.00,16972.00,0.00
8300.00,7302.00,0.00,65801.00,0.00,16480.00,0.00
8301.00,7076.00,0.00,63182.00,0.00,15851.00,0.00
8302.00,6857.00,0.00,61117.00,0.00,14950.00,0.00
8303.00,6585.00,0.00,56075.00,0.00,14001.00,0.00
8304.00,6250.00,0.00,52093.00,0.00,13405.00,0.00
8305.00,5501.00,0.00,49780.00,0.00,13218.00,0.00
8306.00,4908.00,0.00,48735.00,0.00,13030.00,0.00
8307.00,4563.00,0.00,48878.00,0.00,13055.00,0.00
8308.00,4403.00,0.00,50183.00,0.00,13283.00,0.00
8309.00,4311.00,0.00,52577.00,0.00,14001.00,0.00
8310.00,4308.00,0.00,59511.00,0.00,15679.00,0.00
8311.00,4383.00,0.00,66223.00,0.00,17108.00,0.00
8312.00,4651.00,93.00,67823.00,0.00,17232.00,0.00
8313.00,4844.00,741.00,67098.00,460.00,16965.00,0.00
8314.00,4541.00,1830.00,65907.00,2450.00,17026.60,52.40
8315.00,4184.20,2572.80,64457.00,4240.00,16906.00,188.00
8316.00,3994.40,2940.60,62967.00,5225.00,16689.00,272.00
8317.00,3919.00,3087.00,60950.00,6960.00,16615.40,349.60
8318.00,3557.80,3004.20,61611.00,5655.00,16787.00,274.00
8319.00,4049.20,2734.80,64158.00,3200.00,17374.00,66.00
8320.00,5122.00,1848.00,68630.00,465.00,17463.00,0.00
8321.00,6274.60,674.40,71058.00,0.00,17421.00,0.00
8322.00,6877.60,95.40,70123.00,0.00,17075.00,0.00
8323.00,7217.20,1.80,69047.00,0.00,16730.00,0.00
8324.00,7188.00,0.00,65328.00,0.00,16183.00,0.00
8325.00,7042.00,0.00,62461.00,0.00,15627.00,0.00
8326.00,6804.00,0.00,60545.00,0.00,14794.00,0.00
8327.00,6476.00,0.00,56222.00,0.00,13841.00,0.00
8328.00,6147.00,0.00,52537.00,0.00,13184.00,0.00
8329.00,5484.00,0.00,50151.00,0.00,12904.00,0.00
8330.00,4874.00,0.00,48966.00,0.00,12755.00,0.00
8331.00,4417.00,0.00,49352.00,0.00,12796.00,0.00
8332.00,4217.00,0.00,50449.00,0.00,12968.00,0.00
8333.00,4099.00,0.00,52740.00,0.00,13638.00,0.00
8334.00,4030.00,0.00,59537.00,0.00,15252.00,0.00
8335.00,4022.00,0.00,66242.00,0.00,16754.00,0.00
8336.00,4013.00,99.00,68091.00,110.00,17128.00,0.00
8337.00,3300.00,783.00,66995.00,1170.00,16998.00,0.00
8338.00,2416.20,2005.80,64495.00,4245.00,17027.40,33.60
8339.00,1987.80,2830.20,62697.00,6640.00,16713.60,160.40
8340.00,1997.40,3156.60,61255.00,7465.00,16393.40,231.60
8341.00,2107.80,3238.20,60169.00,7545.00,16161.80,305.20
8342.00,2251.00,3069.00,61091.00,5525.00,16218.00,196.00
8343.00,2528.40,2658.60,62868.00,3480.00,16736.40,29.60
8344.00,3484.00,1662.00,67108.00,1135.00,16923.00,0.00
8345.00,4540.20,523.80,70085.00,0.00,16872.00,0.00
8346.00,5161.40,48.60,68606.00,0.00,16392.00,0.00
8347.00,6006.40,0.60,66401.00,0.00,15936.00,0.00
8348.00,6250.00,0.00,62804.00,0.00,15323.00,0.00
8349.00,6292.00,0.00,60593.00,0.00,14743.00,0.00
8350.00,6190.00,0.00,59462.00,0.00,14107.00,0.00
8351.00,5881.00,0.00,55719.00,0.00,13424.00,0.00
8352.00,5606.00,0.00,52601.00,0.00,12865.00,0.00
8353.00,5182.00,0.00,50263.00,0.00,12643.00,0.00
8354.00,4701.00,0.00,48680.00,0.00,12441.00,0.00
8355.00,4291.00,0.00,47982.00,0.00,12410.00,0.00
8356.00,4070.00,0.00,47645.00,0.00,12539.00,0.00
8357.00,3929.00,0.00,46758.00,0.00,12754.00,0.00
8358.00,3905.00,0.00,46292.00,0.00,13191.00,0.00
8359.00,3971.00,0.00,49846.00,0.00,13790.00,0.00
8360.00,4063.80,79.20,53288.00,20.00,14466.00,0.00
8361.00,3375.00,720.00,54542.00,1260.00,14881.00,0.00
8362.00,2654.40,1947.60,51474.00,5510.00,15107.80,47.20
8363.00,2207.40,2904.60,48628.00,8890.00,14919.40,237.60
8364.00,1937.00,3363.00,46217.00,10455.00,14722.00,388.00
8365.00,1890.40,3552.60,44561.00,10845.00,14520.00,398.00
8366.00,1888.80,3529.20,45665.00,8700.00,14755.80,239.20
8367.00,2095.80,3211.20,49192.00,5540.00,15501.60,28.40
8368.00,2940.60,2330.40,56786.00,1180.00,16095.00,0.00
8369.00,4324.80,922.20,61663.00,0.00,16015.00,0.00
8370.00,5196.20,130.80,61208.00,0.00,15708.00,0.00
8371.00,6244.60,2.40,59010.00,0.00,15292.00,0.00
8372.00,6617.00,0.00,56077.00,0.00,14754.00,0.00
8373.00,6627.00,0.00,54428.00,0.00,14244.00,0.00
8374.00,6455.00,0.00,54487.00,0.00,13712.00,0.00
8375.00,6079.00,0.00,51660.00,0.00,13154.00,0.00
8376.00,5870.00,0.00,49062.00,0.00,12766.00,0.00
8377.00,5371.00,0.00,46662.00,0.00,12517.00,0.00
8378.00,4829.00,0.00,45353.00,0.00,12349.00,0.00
8379.00,4366.00,0.00,44610.00,0.00,12335.00,0.00
8380.00,4103.00,0.00,44133.00,0.00,12333.00,0.00
8381.00,3989.00,0.00,42734.00,0.00,12506.00,0.00
8382.00,3947.00,0.00,40402.00,0.00,12891.00,0.00
8383.00,3945.00,0.00,41974.00,0.00,13243.00,0.00
8384.00,3858.20,94.80,45104.00,20.00,13667.00,0.00
8385.00,2973.00,855.00,46677.00,1615.00,14055.00,0.00
8386.00,1889.60,2270.40,44872.00,6050.00,14418.00,60.00
8387.00,1391.40,3234.60,44256.00,9310.00,14680.00,198.00
8388.00,1294.00,3648.00,42111.00,11005.00,14684.00,278.00
8389.00,1368.80,3787.20,39204.00,11860.00,14567.80,329.20
8390.00,1363.80,3733.20,40266.00,9480.00,14755.20,204.80
8391.00,1490.00,3411.00,44095.00,5720.00,15329.80,49.20
8392.00,2353.40,2466.60,51513.00,1285.00,15804.00,0.00
8393.00,3706.60,1010.40,56572.00,0.00,15857.00,0.00
8394.00,4754.60,149.40,57788.00,0.00,15707.00,0.00
8395.00,5981.60,2.40,56835.00,0.00,15547.00,0.00
8396.00,6367.00,0.00,55304.00,0.00,15184.00,0.00
8397.00,6506.00,0.00,54434.00,0.00,14646.00,0.00
8398.00,6466.00,0.00,55536.00,0.00,14024.00,0.00
8399.00,6235.00,0.00,52288.00,0.00,13291.00,0.00
8400.00,5829.00,0.00,49642.00,0.00,12841.00,0.00
8401.00,5192.00,0.00,47530.00,0.00,12689.00,0.00
8402.00,4610.00,0.00,46974.00,0.00,12622.00,0.00
8403.00,4300.00,0.00,46879.00,0.00,12661.00,0.00
8404.00,4158.00,0.00,47938.00,0.00,12907.00,0.00
8405.00,4077.00,0.00,50720.00,0.00,13571.00,0.00
8406.00,4095.00,0.00,58135.00,0.00,15218.00,0.00
8407.00,4200.00,0.00,65545.00,0.00,16776.00,0.00
8408.00,4591.40,87.60,67480.00,20.00,17108.00,0.00
8409.00,4632.40,843.60,66325.00,1000.00,17024.00,0.00
8410.00,4104.80,2308.20,63332.00,4370.00,17002.20,72.80
8411.00,3579.80,3286.20,61092.00,7105.00,16688.20,268.80
8412.00,3334.60,3671.40,59194.00,8595.00,16419.80,389.20
8413.00,3293.00,3798.00,56966.00,10140.00,16426.60,374.40
8414.00,2853.80,3706.20,57997.00,8330.00,16657.60,232.40
8415.00,3398.60,3371.40,61525.00,5200.00,17360.80,57.20
8416.00,4438.20,2452.80,67340.00,1145.00,17557.00,0.00
8417.00,5795.00,1011.00,71123.00,0.00,17592.00,0.00
8418.00,6867.00,150.00,70264.00,0.00,17308.00,0.00
8419.00,7632.00,3.00,68606.00,0.00,16956.00,0.00
8420.00,7770.00,0.00,65505.00,0.00,16530.00,0.00
8421.00,7770.00,0.00,63412.00,0.00,15752.00,0.00
8422.00,7588.00,0.00,61663.00,0.00,14890.00,0.00
8423.00,7237.00,0.00,57374.00,0.00,13898.00,0.00
8424.00,6878.00,0.00,54166.00,0.00,13336.00,0.00
8425.00,6008.00,0.00,52093.00,0.00,13088.00,0.00
8426.00,5330.00,0.00,50694.00,0.00,12995.00,0.00
8427.00,4880.00,0.00,50399.00,0.00,12936.00,0.00
8428.00,4607.00,0.00,50960.00,0.00,13075.00,0.00
8429.00,4490.00,0.00,53168.00,0.00,13693.00,0.00
8430.00,4457.00,0.00,59166.00,0.00,15231.00,0.00
8431.00,4517.00,0.00,65533.00,0.00,16821.00,0.00
8432.00,4890.60,86.40,67730.00,355.00,17123.00,0.00
8433.00,4923.80,805.20,64804.00,2725.00,16906.00,0.00
8434.00,4462.20,2233.80,59960.00,7770.00,16872.80,59.20
8435.00,3828.20,3205.80,57334.00,10700.00,16541.00,258.00
8436.00,3521.40,3588.60,55496.00,12015.00,16230.60,380.40
8437.00,3485.60,3662.40,52339.00,14735.00,16191.80,381.20
8438.00,3158.60,3488.40,54240.00,12425.00,16435.80,247.20
8439.00,3787.00,3024.00,58767.00,7960.00,17136.80,47.20
8440.00,4904.20,2053.80,67055.00,1640.00,17465.00,0.00
8441.00,6116.00,807.00,71044.00,0.00,17540.00,0.00
8442.00,6914.20,127.80,70227.00,0.00,17269.00,0.00
8443.00,7648.00,3.00,68689.00,0.00,17026.00,0.00
8444.00,7799.00,0.00,65855.00,0.00,16558.00,0.00
8445.00,7772.00,0.00,63301.00,0.00,15924.00,0.00
8446.00,7606.00,0.00,61578.00,0.00,15088.00,0.00
8447.00,7255.00,0.00,57540.00,0.00,14169.00,0.00
8448.00,6824.00,0.00,54480.00,0.00,13507.00,0.00
8449.00,5897.00,0.00,52089.00,0.00,13300.00,0.00
8450.00,5243.00,0.00,51100.00,0.00,13172.00,0.00
8451.00,4823.00,0.00,50835.00,0.00,13177.00,0.00
8452.00,4624.00,0.00,51431.00,0.00,13416.00,0.00
8453.00,4514.00,0.00,53478.00,0.00,14126.00,0.00
8454.00,4512.00,0.00,59359.00,0.00,15728.00,0.00
8455.00,4610.00,0.00,65726.00,0.00,17182.00,0.00
8456.00,4969.60,59.40,67200.00,25.00,17506.00,0.00
8457.00,5213.80,568.20,63756.00,3035.00,17285.00,0.00
8458.00,4990.20,1621.80,57546.00,9245.00,17184.20,78.80
8459.00,4404.80,2518.20,53577.00,13475.00,16881.00,270.00
8460.00,4046.40,2931.60,51178.00,15460.00,16604.40,351.60
8461.00,4018.60,2987.40,50409.00,15795.00,16616.20,344.80
8462.00,3709.00,2802.00,52034.00,13490.00,16853.60,234.40
8463.00,4405.20,2299.80,56809.00,8790.00,17490.80,43.20
8464.00,5400.80,1423.20,66199.00,1665.00,17676.00,0.00
8465.00,6237.00,552.00,70667.00,0.00,17578.00,0.00
8466.00,6853.00,102.00,69882.00,0.00,17238.00,0.00
8467.00,7583.60,2.40,68264.00,0.00,16942.00,0.00
8468.00,7779.00,0.00,65135.00,0.00,16346.00,0.00
8469.00,7760.00,0.00,63207.00,0.00,15744.00,0.00
8470.00,7564.00,0.00,62342.00,0.00,14780.00,0.00
8471.00,7292.00,0.00,58066.00,0.00,13813.00,0.00
8472.00,6858.00,0.00,54932.00,0.00,13061.00,0.00
8473.00,5978.00,0.00,52512.00,0.00,12744.00,0.00
8474.00,5311.00,0.00,51011.00,0.00,12640.00,0.00
8475.00,4898.00,0.00,50670.00,0.00,12631.00,0.00
8476.00,4682.00,0.00,50995.00,0.00,12899.00,0.00
8477.00,4585.00,0.00,52573.00,0.00,13577.00,0.00
8478.00,4535.00,0.00,57718.00,0.00,15074.00,0.00
8479.00,4647.00,0.00,64147.00,0.00,16498.00,0.00
8480.00,5016.60,56.40,66046.00,130.00,16813.00,0.00
8481.00,5199.40,600.60,62672.00,3440.00,16544.00,0.00
8482.00,4931.40,1749.60,56087.00,9865.00,16542.40,21.60
8483.00,4045.20,2932.80,52121.00,14080.00,16408.40,155.60
8484.00,3618.60,3398.40,49811.00,15985.00,16212.60,230.40
8485.00,3516.00,3537.00,49350.00,15825.00,16124.00,254.00
8486.00,3135.00,3420.00,51024.00,13415.00,16285.40,151.60
8487.00,3770.20,2974.80,55848.00,8650.00,16904.20,18.80
8488.00,4811.00,2079.00,64859.00,1635.00,17227.00,0.00
8489.00,5979.60,854.40,69078.00,0.00,17123.00,0.00
8490.00,6749.00,144.00,68067.00,0.00,16731.00,0.00
8491.00,7729.00,3.00,66459.00,0.00,16523.00,0.00
8492.00,7833.00,0.00,63646.00,0.00,16123.00,0.00
8493.00,7835.00,0.00,61786.00,0.00,15518.00,0.00
8494.00,7663.00,0.00,60748.00,0.00,14628.00,0.00
8495.00,7311.00,0.00,57055.00,0.00,13676.00,0.00
8496.00,6927.00,0.00,53989.00,0.00,13017.00,0.00
8497.00,6112.00,0.00,51956.00,0.00,12727.00,0.00
8498.00,5439.00,0.00,50484.00,0.00,12559.00,0.00
8499.00,4891.00,0.00,49786.00,0.00,12594.00,0.00
8500.00,4701.00,0.00,50031.00,0.00,12760.00,0.00
8501.00,4629.00,0.00,51490.00,0.00,13391.00,0.00
8502.00,4592.00,0.00,55596.00,0.00,14849.00,0.00
8503.00,4698.00,0.00,61494.00,0.00,16255.00,0.00
8504.00,5080.40,57.60,63595.00,0.00,16829.00,0.00
8505.00,5245.00,609.00,60199.00,3455.00,16692.00,0.00
8506.00,5042.00,1692.00,53350.00,9910.00,16581.40,27.60
8507.00,4275.00,2700.00,48691.00,14140.00,16312.60,162.40
8508.00,3884.80,3139.20,45764.00,16100.00,16012.80,239.20
8509.00,3895.80,3202.20,44285.00,15850.00,15791.60,234.40
8510.00,3606.60,2996.40,45810.00,13415.00,15746.20,146.80
8511.00,4141.80,2560.20,50987.00,8600.00,16281.40,19.60
8512.00,5007.20,1798.80,60742.00,1555.00,16530.00,0.00
8513.00,5960.00,786.00,65395.00,0.00,16419.00,0.00
8514.00,6713.40,144.60,64562.00,0.00,16138.00,0.00
8515.00,7590.00,3.00,62328.00,0.00,15673.00,0.00
8516.00,7782.00,0.00,59495.00,0.00,15093.00,0.00
8517.00,7705.00,0.00,57630.00,0.00,14509.00,0.00
8518.00,7420.00,0.00,57610.00,0.00,13778.00,0.00
8519.00,7100.00,0.00,54621.00,0.00,13043.00,0.00
8520.00,6791.00,0.00,51649.00,0.00,12536.00,0.00
8521.00,6036.00,0.00,49699.00,0.00,12237.00,0.00
8522.00,5417.00,0.00,48220.00,0.00,12031.00,0.00
8523.00,4899.00,0.00,46774.00,0.00,11976.00,0.00
8524.00,4603.00,0.00,45977.00,0.00,12039.00,0.00
8525.00,4488.00,0.00,45187.00,0.00,12175.00,0.00
8526.00,4429.00,0.00,43677.00,0.00,12612.00,0.00
8527.00,4417.00,0.00,47198.00,0.00,13312.00,0.00
8528.00,4484.00,63.00,50676.00,0.00,14055.00,0.00
8529.00,3974.60,674.40,49793.00,3655.00,14520.00,0.00
8530.00,3136.40,1983.60,44539.00,10090.00,14752.80,55.20
8531.00,2694.80,2926.20,41113.00,14190.00,14682.60,184.40
8532.00,2555.60,3221.40,39044.00,15995.00,14567.80,263.20
8533.00,2479.60,3290.40,37923.00,15780.00,14555.20,280.80
8534.00,2535.40,3156.60,39723.00,13260.00,14792.40,159.60
8535.00,2774.00,2766.00,45050.00,8380.00,15447.00,12.00
8536.00,3552.00,1998.00,55041.00,1400.00,15875.00,0.00
8537.00,4596.40,846.60,60309.00,0.00,15913.00,0.00
8538.00,5488.80,145.20,60113.00,0.00,15635.00,0.00
8539.00,6709.00,3.00,58255.00,0.00,15287.00,0.00
8540.00,7110.00,0.00,55150.00,0.00,14794.00,0.00
8541.00,7110.00,0.00,53820.00,0.00,14270.00,0.00
8542.00,6949.00,0.00,54562.00,0.00,13653.00,0.00
8543.00,6681.00,0.00,51441.00,0.00,13035.00,0.00
8544.00,6319.00,0.00,48512.00,0.00,12493.00,0.00
8545.00,5793.00,0.00,46586.00,0.00,12179.00,0.00
8546.00,5117.00,0.00,45024.00,0.00,12021.00,0.00
8547.00,4710.00,0.00,43744.00,0.00,11929.00,0.00
8548.00,4360.00,0.00,42827.00,0.00,11954.00,0.00
8549.00,4219.00,0.00,41397.00,0.00,12108.00,0.00
8550.00,4164.00,0.00,38955.00,0.00,12432.00,0.00
8551.00,4153.00,0.00,40620.00,0.00,12863.00,0.00
8552.00,4144.20,49.80,44026.00,0.00,13424.00,0.00
8553.00,3567.80,619.20,43782.00,3870.00,13901.00,0.00
8554.00,2644.40,1812.60,41725.00,8970.00,14412.00,12.00
8555.00,2048.20,2824.80,41588.00,11945.00,14555.60,108.40
8556.00,2033.00,3207.00,39910.00,13480.00,14453.20,202.80
8557.00,2090.40,3297.60,37541.00,13810.00,14300.40,297.60
8558.00,2208.80,3175.20,38867.00,11240.00,14503.40,165.60
8559.00,2334.80,2857.20,43754.00,6525.00,15043.40,31.60
8560.00,3052.60,2108.40,52062.00,1095.00,15388.00,0.00
8561.00,4145.00,915.00,56911.00,0.00,15293.00,0.00
8562.00,5166.00,159.00,57169.00,0.00,15078.00,0.00
8563.00,6260.40,3.60,55710.00,0.00,14697.00,0.00
8564.00,6588.00,0.00,53339.00,0.00,14217.00,0.00
8565.00,6727.00,0.00,52419.00,0.00,13666.00,0.00
8566.00,6733.00,0.00,52933.00,0.00,13129.00,0.00
8567.00,6568.00,0.00,49997.00,0.00,12457.00,0.00
8568.00,6217.00,0.00,46802.00,0.00,11883.00,0.00
8569.00,5547.00,0.00,44204.00,0.00,11460.00,0.00
8570.00,4966.00,0.00,42848.00,0.00,11232.00,0.00
8571.00,4526.00,0.00,41887.00,0.00,11087.00,0.00
8572.00,4329.00,0.00,41428.00,0.00,11094.00,0.00
8573.00,4264.00,0.00,40979.00,0.00,11285.00,0.00
8574.00,4264.00,0.00,40279.00,0.00,11714.00,0.00
8575.00,4400.00,0.00,43572.00,0.00,12172.00,0.00
8576.00,4775.60,65.40,47173.00,0.00,12723.00,0.00
8577.00,4745.00,732.00,47218.00,2675.00,13130.00,0.00
8578.00,4391.80,2089.20,43317.00,7425.00,13417.00,4.00
8579.00,3873.00,3123.00,40594.00,10630.00,13509.40,19.60
8580.00,3652.40,3477.60,39083.00,11970.00,13452.40,25.60
8581.00,3729.20,3487.80,36978.00,12635.00,13162.20,24.80
8582.00,3426.40,3330.60,37162.00,10745.00,12977.20,10.80
8583.00,3945.60,2930.40,40589.00,6695.00,13229.00,0.00
8584.00,4884.40,2139.60,48561.00,900.00,13205.00,0.00
8585.00,6010.20,940.80,52365.00,0.00,12991.00,0.00
8586.00,6930.60,158.40,50502.00,0.00,12727.00,0.00
8587.00,7811.40,3.60,47317.00,0.00,12522.00,0.00
8588.00,7898.00,0.00,45763.00,0.00,12366.00,0.00
8589.00,7862.00,0.00,46743.00,0.00,12142.00,0.00
8590.00,7669.00,0.00,48803.00,0.00,11928.00,0.00
8591.00,7383.00,0.00,47155.00,0.00,11634.00,0.00
8592.00,7017.00,0.00,44756.00,0.00,11195.00,0.00
8593.00,6110.00,0.00,42154.00,0.00,10875.00,0.00
8594.00,5370.00,0.00,40457.00,0.00,10694.00,0.00
8595.00,4977.00,0.00,39572.00,0.00,10614.00,0.00
8596.00,4740.00,0.00,39180.00,0.00,10637.00,0.00
8597.00,4664.00,0.00,38360.00,0.00,10841.00,0.00
8598.00,4626.00,0.00,36046.00,0.00,11194.00,0.00
8599.00,4698.00,0.00,37241.00,0.00,11523.00,0.00
8600.00,4961.40,66.60,40589.00,0.00,11863.00,0.00
8601.00,4874.00,807.00,40949.00,3645.00,12063.00,0.00
8602.00,4375.60,2318.40,38363.00,8895.00,12358.20,4.80
8603.00,3761.80,3304.20,37091.00,12250.00,12641.60,46.40
8604.00,3492.60,3683.40,33693.00,13890.00,12743.40,91.60
8605.00,3493.20,3775.80,29812.00,14425.00,12807.60,102.40
8606.00,3071.80,3676.20,31380.00,12140.00,13080.40,33.60
8607.00,3539.20,3328.80,35479.00,7810.00,13561.00,2.00
8608.00,4502.00,2445.00,44173.00,1605.00,13744.00,0.00
8609.00,5861.20,1030.80,49456.00,0.00,13663.00,0.00
8610.00,6922.40,162.60,50264.00,0.00,13458.00,0.00
8611.00,7917.40,3.60,49756.00,0.00,13231.00,0.00
8612.00,8111.00,0.00,48697.00,0.00,12914.00,0.00
8613.00,8100.00,0.00,48860.00,0.00,12507.00,0.00
8614.00,7879.00,0.00,49991.00,0.00,12172.00,0.00
8615.00,7578.00,0.00,47656.00,0.00,11717.00,0.00
8616.00,7074.00,0.00,44896.00,0.00,11388.00,0.00
8617.00,6169.00,0.00,42879.00,0.00,11118.00,0.00
8618.00,5479.00,0.00,41481.00,0.00,10956.00,0.00
8619.00,5013.00,0.00,40554.00,0.00,10929.00,0.00
8620.00,4798.00,0.00,39689.00,0.00,10986.00,0.00
8621.00,4631.00,0.00,38516.00,0.00,11173.00,0.00
8622.00,4618.00,0.00,36539.00,0.00,11565.00,0.00
8623.00,4717.00,0.00,37787.00,0.00,11909.00,0.00
8624.00,4990.60,65.40,40651.00,0.00,12316.00,0.00
8625.00,5007.20,724.80,41413.00,2505.00,12608.00,0.00
8626.00,4568.00,2118.00,40645.00,5640.00,13029.00,4.00
8627.00,3975.40,3147.60,40771.00,7915.00,13148.80,41.20
8628.00,3733.60,3524.40,39213.00,9060.00,13136.20,88.80
8629.00,3730.60,3566.40,35629.00,10420.00,13091.00,138.00
8630.00,3389.20,3427.80,36743.00,8270.00,13216.40,97.60
8631.00,3816.20,3142.80,39774.00,4860.00,13733.20,16.80
8632.00,4728.40,2358.60,46120.00,575.00,14061.00,0.00
8633.00,6007.80,1015.20,49933.00,0.00,13995.00,0.00
8634.00,7026.00,165.00,50895.00,0.00,13853.00,0.00
8635.00,8057.40,3.60,50318.00,0.00,13640.00,0.00
8636.00,8230.00,0.00,48635.00,0.00,13235.00,0.00
8637.00,8222.00,0.00,48591.00,0.00,12792.00,0.00
8638.00,7990.00,0.00,49722.00,0.00,12277.00,0.00
8639.00,7708.00,0.00,46781.00,0.00,11748.00,0.00
8640.00,7157.00,0.00,43843.00,0.00,11330.00,0.00
8641.00,6337.00,0.00,41481.00,0.00,11041.00,0.00
8642.00,5613.00,0.00,40373.00,0.00,10861.00,0.00
8643.00,5105.00,0.00,39932.00,0.00,10877.00,0.00
8644.00,4847.00,0.00,40299.00,0.00,10964.00,0.00
8645.00,4737.00,0.00,40988.00,0.00,11360.00,0.00
8646.00,4670.00,0.00,42369.00,0.00,12316.00,0.00
8647.00,4783.00,0.00,46715.00,0.00,13184.00,0.00
8648.00,5096.00,60.00,50827.00,0.00,13706.00,0.00
8649.00,5108.80,718.20,51396.00,2425.00,13957.00,0.00
8650.00,4664.00,2121.00,48714.00,6710.00,14210.00,0.00
8651.00,4066.00,3177.00,47226.00,9520.00,14338.00,6.00
8652.00,3773.80,3571.20,46440.00,10860.00,14313.00,10.00
8653.00,3671.80,3661.20,43512.00,12905.00,14329.00,10.00
8654.00,3339.20,3541.80,44934.00,10710.00,14536.20,4.80
8655.00,3776.00,3216.00,49675.00,6205.00,14944.00,0.00
8656.00,4698.60,2411.40,57957.00,635.00,15057.00,0.00
8657.00,6056.80,1024.20,61394.00,0.00,15032.00,0.00
8658.00,7048.20,163.80,61345.00,0.00,14778.00,0.00
