Production per timestep in MWh, Photovoltaics_South,converter_Pump_storage_South,Gas_plant_South,Pump_storage_South
2019-06-24 14:00:00,4058.82,0.00,228.72,0.00
2019-06-24 15:00:00,3960.85,0.00,246.51,0.00
2019-06-24 16:00:00,3713.82,0.00,425.34,0.00
2019-06-24 17:00:00,3204.74,0.00,878.19,0.00
2019-06-24 18:00:00,2118.38,0.00,1958.10,0.00
2019-06-24 19:00:00,583.66,0.00,3541.67,0.00
2019-06-24 20:00:00,56.12,0.00,4302.38,0.00
2019-06-24 21:00:00,0.00,0.00,4576.94,0.00
2019-06-24 22:00:00,0.00,0.00,5030.40,0.00
2019-06-24 23:00:00,0.00,0.00,4794.45,0.00
2019-06-25 00:00:00,0.00,0.00,4410.12,0.00
2019-06-25 01:00:00,0.00,0.00,4040.54,0.00
2019-06-25 02:00:00,0.00,0.00,3840.54,0.00
2019-06-25 03:00:00,0.00,0.00,3738.23,0.00
2019-06-25 04:00:00,0.00,0.00,3691.23,0.00
2019-06-25 05:00:00,0.00,0.00,3730.86,0.00
2019-06-25 06:00:00,53.16,0.00,3676.77,0.00
2019-06-25 07:00:00,479.31,0.00,3400.86,0.00
2019-06-25 08:00:00,1589.55,0.00,3022.41,0.00
2019-06-25 09:00:00,2760.51,0.00,2819.19,0.00
2019-06-25 10:00:00,3421.01,0.00,2514.45,0.00
2019-06-25 11:00:00,3759.12,0.00,2316.43,0.00
2019-06-25 12:00:00,3962.08,0.00,2220.38,0.00
2019-06-25 13:00:00,4054.68,0.00,1723.18,0.00
2019-06-25 14:00:00,4054.52,0.00,1880.94,0.00
2019-06-25 15:00:00,3967.45,0.00,2100.73,0.00
2019-06-25 16:00:00,3723.50,0.00,2293.06,0.00
2019-06-25 17:00:00,3238.89,0.00,2715.00,0.00
2019-06-25 18:00:00,2181.53,0.00,3658.07,0.00
2019-06-25 19:00:00,614.52,0.00,5012.19,0.00
2019-06-25 20:00:00,57.03,0.00,5535.58,0.00
2019-06-25 21:00:00,0.00,0.00,5535.46,0.00
2019-06-25 22:00:00,0.00,0.00,5866.34,0.00
2019-06-25 23:00:00,0.00,0.00,5522.56,0.00
2019-06-26 00:00:00,0.00,0.00,4940.07,0.00
2019-06-26 01:00:00,0.00,0.00,4524.41,0.00
2019-06-26 02:00:00,0.00,0.00,4245.14,0.00
2019-06-26 03:00:00,0.00,0.00,4070.95,0.00
2019-06-26 04:00:00,0.00,0.00,3978.79,0.00
2019-06-26 05:00:00,0.00,0.00,4010.12,0.00
2019-06-26 06:00:00,60.14,0.00,3934.31,0.00
2019-06-26 07:00:00,533.00,0.00,3484.50,0.00
2019-06-26 08:00:00,1728.13,0.00,2985.22,0.00
2019-06-26 09:00:00,2913.37,0.00,2762.19,0.00
2019-06-26 10:00:00,3555.40,0.00,2468.54,0.00
2019-06-26 11:00:00,3858.92,0.00,2297.74,0.00
2019-06-26 12:00:00,4012.56,0.00,2215.07,0.00
2019-06-26 13:00:00,4072.46,0.00,1741.34,0.00
2019-06-26 14:00:00,4064.00,0.00,1924.92,0.00
2019-06-26 15:00:00,3975.79,0.00,2120.04,0.00
2019-06-26 16:00:00,3753.99,0.00,2261.65,0.00
2019-06-26 17:00:00,3296.58,0.00,2671.14,0.00
2019-06-26 18:00:00,2275.08,0.00,3556.23,0.00
2019-06-26 19:00:00,662.07,0.00,5036.53,0.00
2019-06-26 20:00:00,61.06,0.00,5600.67,0.00
2019-06-26 21:00:00,0.00,0.00,5579.70,0.00
2019-06-26 22:00:00,0.00,0.00,5915.18,0.00
2019-06-26 23:00:00,0.00,0.00,5580.62,0.00
2019-06-27 00:00:00,0.00,0.00,4974.17,0.00
2019-06-27 01:00:00,0.00,0.00,4512.42,0.00
2019-06-27 02:00:00,0.00,0.00,4246.99,0.00
2019-06-27 03:00:00,0.00,0.00,4118.88,0.00
2019-06-27 04:00:00,0.00,0.00,4011.97,0.00
2019-06-27 05:00:00,0.00,0.00,4020.26,0.00
2019-06-27 06:00:00,58.31,0.00,3968.40,0.00
2019-06-27 07:00:00,527.86,0.00,3569.82,0.00
2019-06-27 08:00:00,1709.12,0.00,3070.58,0.00
2019-06-27 09:00:00,2889.31,0.00,2825.87,0.00
2019-06-27 10:00:00,3527.57,0.00,2532.32,0.00
2019-06-27 11:00:00,3846.91,0.00,2381.64,0.00
2019-06-27 12:00:00,4007.97,0.00,2348.69,0.00
2019-06-27 13:00:00,4068.82,0.00,1850.97,0.00
2019-06-27 14:00:00,4060.15,0.00,2044.89,0.00
2019-06-27 15:00:00,3965.41,0.00,2211.53,0.00
2019-06-27 16:00:00,3749.52,0.00,2368.43,0.00
2019-06-27 17:00:00,3297.88,0.00,2754.63,0.00
2019-06-27 18:00:00,2284.21,0.00,3650.33,0.00
2019-06-27 19:00:00,689.11,0.00,5116.40,0.00
2019-06-27 20:00:00,65.65,0.00,5665.20,0.00
2019-06-27 21:00:00,0.00,0.00,5611.96,0.00
2019-06-27 22:00:00,0.00,0.00,5969.56,0.00
2019-06-27 23:00:00,0.00,0.00,5561.27,0.00
2019-06-28 00:00:00,0.00,0.00,4987.08,0.00
2019-06-28 01:00:00,0.00,0.00,4528.09,0.00
2019-06-28 02:00:00,0.00,0.00,4261.73,0.00
2019-06-28 03:00:00,0.00,0.00,4093.07,0.00
2019-06-28 04:00:00,0.00,0.00,3965.88,0.00
2019-06-28 05:00:00,0.00,0.00,3964.96,0.00
2019-06-28 06:00:00,57.07,0.00,3960.42,0.00
2019-06-28 07:00:00,518.17,0.00,3613.61,0.00
2019-06-28 08:00:00,1661.37,0.00,3152.44,0.00
2019-06-28 09:00:00,2838.39,0.00,2953.29,0.00
2019-06-28 10:00:00,3499.29,0.00,2555.99,0.00
2019-06-28 11:00:00,3819.47,0.00,2384.19,0.00
2019-06-28 12:00:00,3982.79,0.00,2360.96,0.00
2019-06-28 13:00:00,4044.22,0.00,1895.85,0.00
2019-06-28 14:00:00,4041.50,0.00,2027.60,0.00
2019-06-28 15:00:00,3946.62,0.00,2186.07,0.00
2019-06-28 16:00:00,3728.68,0.00,2328.44,0.00
2019-06-28 17:00:00,3285.27,0.00,2719.32,0.00
2019-06-28 18:00:00,2293.83,0.00,3518.13,0.00
2019-06-28 19:00:00,706.26,0.00,4973.90,0.00
2019-06-28 20:00:00,67.80,0.00,5596.69,0.00
2019-06-28 21:00:00,0.00,0.00,5543.76,0.00
2019-06-28 22:00:00,0.00,0.00,5871.87,0.00
2019-06-28 23:00:00,0.00,0.00,5597.21,0.00
2019-06-29 00:00:00,0.00,0.00,5044.22,0.00
2019-06-29 01:00:00,0.00,0.00,4601.82,0.00
2019-06-29 02:00:00,0.00,0.00,4302.29,0.00
2019-06-29 03:00:00,0.00,0.00,4123.49,0.00
2019-06-29 04:00:00,0.00,0.00,4015.65,0.00
2019-06-29 05:00:00,0.00,0.00,4041.46,0.00
2019-06-29 06:00:00,52.75,0.00,4006.22,0.00
2019-06-29 07:00:00,504.52,0.00,3590.40,0.00
2019-06-29 08:00:00,1687.32,0.00,3088.70,0.00
2019-06-29 09:00:00,2830.58,0.00,2853.27,0.00
2019-06-29 10:00:00,3450.48,0.00,2537.52,0.00
2019-06-29 11:00:00,3764.82,0.00,2362.35,0.00
2019-06-29 12:00:00,3943.66,0.00,2202.86,0.00
2019-06-29 13:00:00,4025.34,0.00,1827.17,0.00
2019-06-29 14:00:00,4034.14,0.00,1974.13,0.00
2019-06-29 15:00:00,3940.33,0.00,2109.42,0.00
2019-06-29 16:00:00,3715.23,0.00,2281.98,0.00
2019-06-29 17:00:00,3271.20,0.00,2624.63,0.00
2019-06-29 18:00:00,2297.88,0.00,3463.39,0.00
2019-06-29 19:00:00,717.87,0.00,4973.35,0.00
2019-06-29 20:00:00,70.35,0.00,5514.88,0.00
2019-06-29 21:00:00,0.00,0.00,5556.66,0.00
2019-06-29 22:00:00,0.00,0.00,5803.66,0.00
2019-06-29 23:00:00,0.00,0.00,5448.83,0.00
2019-06-30 00:00:00,0.00,0.00,4931.78,0.00
2019-06-30 01:00:00,0.00,0.00,4541.00,0.00
2019-06-30 02:00:00,0.00,0.00,4290.31,0.00
2019-06-30 03:00:00,0.00,0.00,4129.94,0.00
2019-06-30 04:00:00,0.00,0.00,3997.22,0.00
2019-06-30 05:00:00,0.00,0.00,3931.78,0.00
2019-06-30 06:00:00,54.92,0.00,3778.24,0.00
2019-06-30 07:00:00,510.24,0.00,3164.39,0.00
2019-06-30 08:00:00,1650.88,0.00,2350.95,0.00
2019-06-30 09:00:00,2752.24,0.00,1757.42,0.00
2019-06-30 10:00:00,3350.03,0.00,1522.76,0.00
2019-06-30 11:00:00,3668.52,0.00,1389.53,0.00
2019-06-30 12:00:00,3865.42,0.00,1282.02,0.00
2019-06-30 13:00:00,3995.42,0.00,1100.41,0.00
2019-06-30 14:00:00,4008.82,0.00,910.05,0.00
2019-06-30 15:00:00,3934.64,0.00,945.52,0.00
2019-06-30 16:00:00,3728.14,0.00,1088.43,0.00
2019-06-30 17:00:00,3289.32,0.00,1462.73,0.00
2019-06-30 18:00:00,2306.77,0.00,2436.07,0.00
2019-06-30 19:00:00,708.97,0.00,4072.58,0.00
2019-06-30 20:00:00,69.42,0.00,4811.67,0.00
2019-06-30 21:00:00,0.00,0.00,5016.57,0.00
2019-06-30 22:00:00,0.00,0.00,5287.54,0.00
2019-06-30 23:00:00,0.00,0.00,4992.61,0.00
2019-07-01 00:00:00,0.00,0.00,4599.98,0.00
2019-07-01 01:00:00,0.00,0.00,4269.11,0.00
2019-07-01 02:00:00,0.00,0.00,3958.51,0.00
2019-07-01 03:00:00,0.00,0.00,3729.94,0.00
2019-07-01 04:00:00,0.00,0.00,3648.83,0.00
2019-07-01 05:00:00,0.00,0.00,3586.16,0.00
2019-07-01 06:00:00,50.73,0.00,3508.70,0.00
2019-07-01 07:00:00,478.44,0.00,2889.29,0.00
2019-07-01 08:00:00,1574.28,0.00,1928.93,0.00
2019-07-01 09:00:00,2737.73,0.00,1031.84,0.00
2019-07-01 10:00:00,3441.89,0.00,665.93,0.00
2019-07-01 11:00:00,3799.36,0.00,595.09,0.00
2019-07-01 12:00:00,3975.55,0.00,538.72,0.00
2019-07-01 13:00:00,4044.41,0.00,518.71,0.00
2019-07-01 14:00:00,4044.36,0.00,268.98,0.00
2019-07-01 15:00:00,3951.50,0.00,331.44,0.00
2019-07-01 16:00:00,3717.60,0.00,421.55,0.00
2019-07-01 17:00:00,3249.94,0.00,887.38,0.00
2019-07-01 18:00:00,2225.81,0.00,1944.68,0.00
2019-07-01 19:00:00,657.68,0.00,3624.33,0.00
2019-07-01 20:00:00,62.42,0.00,4300.69,0.00
2019-07-01 21:00:00,0.00,0.00,4573.25,0.00
2019-07-01 22:00:00,0.00,0.00,5033.16,0.00
2019-07-01 23:00:00,0.00,0.00,4837.77,0.00
2019-07-02 00:00:00,0.00,0.00,4495.83,0.00
2019-07-02 01:00:00,0.00,0.00,4122.56,0.00
2019-07-02 02:00:00,0.00,0.00,3925.33,0.00
2019-07-02 03:00:00,0.00,0.00,3738.23,0.00
2019-07-02 04:00:00,0.00,0.00,3697.68,0.00
2019-07-02 05:00:00,0.00,0.00,3693.07,0.00
2019-07-02 06:00:00,53.86,0.00,3738.75,0.00
2019-07-02 07:00:00,511.15,0.00,3402.20,0.00
2019-07-02 08:00:00,1659.28,0.00,2928.72,0.00
2019-07-02 09:00:00,2810.69,0.00,2734.91,0.00
2019-07-02 10:00:00,3490.51,0.00,2479.05,0.00
2019-07-02 11:00:00,3830.51,0.00,2344.58,0.00
2019-07-02 12:00:00,4005.77,0.00,2306.65,0.00
2019-07-02 13:00:00,4071.48,0.00,1843.70,0.00
2019-07-02 14:00:00,4056.39,0.00,2045.89,0.00
2019-07-02 15:00:00,3949.42,0.00,2245.94,0.00
2019-07-02 16:00:00,3707.52,0.00,2425.17,0.00
2019-07-02 17:00:00,3248.29,0.00,2802.38,0.00
2019-07-02 18:00:00,2250.41,0.00,3602.10,0.00
2019-07-02 19:00:00,673.08,0.00,5051.32,0.00
2019-07-02 20:00:00,63.80,0.00,5594.24,0.00
2019-07-02 21:00:00,0.00,0.00,5611.04,0.00
2019-07-02 22:00:00,0.00,0.00,5964.03,0.00
2019-07-02 23:00:00,0.00,0.00,5630.39,0.00
2019-07-03 00:00:00,0.00,0.00,5036.85,0.00
2019-07-03 01:00:00,0.00,0.00,4605.51,0.00
2019-07-03 02:00:00,0.00,0.00,4220.26,0.00
2019-07-03 03:00:00,0.00,0.00,4139.15,0.00
2019-07-03 04:00:00,0.00,0.00,4044.22,0.00
2019-07-03 05:00:00,0.00,0.00,4084.78,0.00
2019-07-03 06:00:00,52.28,0.00,4063.83,0.00
2019-07-03 07:00:00,497.40,0.00,3712.72,0.00
2019-07-03 08:00:00,1630.55,0.00,3246.85,0.00
2019-07-03 09:00:00,2777.00,0.00,3055.23,0.00
2019-07-03 10:00:00,3469.16,0.00,2695.79,0.00
2019-07-03 11:00:00,3803.42,0.00,2511.76,0.00
2019-07-03 12:00:00,3969.47,0.00,2496.86,0.00
2019-07-03 13:00:00,4044.41,0.00,2025.61,0.00
2019-07-03 14:00:00,4039.22,0.00,2214.21,0.00
2019-07-03 15:00:00,3936.34,0.00,2344.74,0.00
2019-07-03 16:00:00,3683.87,0.00,2554.82,0.00
2019-07-03 17:00:00,3210.14,0.00,2966.79,0.00
2019-07-03 18:00:00,2203.10,0.00,3737.89,0.00
2019-07-03 19:00:00,652.40,0.00,5238.82,0.00
2019-07-03 20:00:00,61.47,0.00,5730.21,0.00
2019-07-03 21:00:00,0.00,0.00,5781.54,0.00
2019-07-03 22:00:00,0.00,0.00,5976.94,0.00
2019-07-03 23:00:00,0.00,0.00,5649.75,0.00
2019-07-04 00:00:00,0.00,0.00,5021.18,0.00
2019-07-04 01:00:00,0.00,0.00,4610.12,0.00
2019-07-04 02:00:00,0.00,0.00,4295.84,0.00
2019-07-04 03:00:00,0.00,0.00,4152.98,0.00
2019-07-04 04:00:00,0.00,0.00,4040.54,0.00
2019-07-04 05:00:00,0.00,0.00,4035.01,0.00
2019-07-04 06:00:00,45.41,0.00,4032.91,0.00
2019-07-04 07:00:00,452.03,0.00,3752.56,0.00
2019-07-04 08:00:00,1509.09,0.00,3316.70,0.00
2019-07-04 09:00:00,2597.14,0.00,3202.84,0.00
2019-07-04 10:00:00,3301.11,0.00,2823.29,0.00
2019-07-04 11:00:00,3692.70,0.00,2650.14,0.00
2019-07-04 12:00:00,3932.59,0.00,2538.35,0.00
2019-07-04 13:00:00,4015.60,0.00,2020.33,0.00
2019-07-04 14:00:00,4001.12,0.00,2188.72,0.00
2019-07-04 15:00:00,3889.83,0.00,2418.90,0.00
2019-07-04 16:00:00,3611.43,0.00,2643.85,0.00
2019-07-04 17:00:00,3113.13,0.00,3060.12,0.00
2019-07-04 18:00:00,2076.57,0.00,3964.89,0.00
2019-07-04 19:00:00,592.02,0.00,5325.01,0.00
2019-07-04 20:00:00,57.48,0.00,5758.16,0.00
2019-07-04 21:00:00,0.00,0.00,5718.87,0.00
2019-07-04 22:00:00,0.00,0.00,6046.06,0.00
2019-07-04 23:00:00,0.00,0.00,5652.51,0.00
2019-07-05 00:00:00,0.00,0.00,5090.30,0.00
2019-07-05 01:00:00,0.00,0.00,4638.69,0.00
2019-07-05 02:00:00,0.00,0.00,4358.51,0.00
2019-07-05 03:00:00,0.00,0.00,4210.12,0.00
2019-07-05 04:00:00,0.00,0.00,4127.17,0.00
2019-07-05 05:00:00,0.00,0.00,4115.19,0.00
2019-07-05 06:00:00,42.52,0.00,4090.19,0.00
2019-07-05 07:00:00,431.00,0.00,3779.12,0.00
2019-07-05 08:00:00,1466.89,0.00,3424.34,0.00
2019-07-05 09:00:00,2548.06,0.00,3298.92,0.00
2019-07-05 10:00:00,3235.52,0.00,2969.98,0.00
2019-07-05 11:00:00,3644.20,0.00,2743.80,0.00
2019-07-05 12:00:00,3895.70,0.00,2658.19,0.00
2019-07-05 13:00:00,3964.03,0.00,2235.95,0.00
2019-07-05 14:00:00,3950.36,0.00,2421.97,0.00
2019-07-05 15:00:00,3808.60,0.00,2645.75,0.00
2019-07-05 16:00:00,3534.78,0.00,2895.61,0.00
2019-07-05 17:00:00,3029.54,0.00,3326.20,0.00
2019-07-05 18:00:00,2012.01,0.00,4158.48,0.00
2019-07-05 19:00:00,565.86,0.00,5427.66,0.00
2019-07-05 20:00:00,56.62,0.00,5853.04,0.00
2019-07-05 21:00:00,0.00,0.00,5799.98,0.00
2019-07-05 22:00:00,0.00,0.00,6161.27,0.00
2019-07-05 23:00:00,0.00,0.00,5839.61,0.00
2019-07-06 00:00:00,0.00,0.00,5175.09,0.00
2019-07-06 01:00:00,0.00,0.00,4705.97,0.00
2019-07-06 02:00:00,0.00,0.00,4341.92,0.00
2019-07-06 03:00:00,0.00,0.00,4145.61,0.00
2019-07-06 04:00:00,0.00,0.00,4028.55,0.00
2019-07-06 05:00:00,0.00,0.00,4061.73,0.00
2019-07-06 06:00:00,37.18,0.00,4045.75,0.00
2019-07-06 07:00:00,405.94,0.00,3736.90,0.00
2019-07-06 08:00:00,1482.28,0.00,3361.94,0.00
2019-07-06 09:00:00,2703.03,0.00,3083.12,0.00
2019-07-06 10:00:00,3454.19,0.00,2809.37,0.00
2019-07-06 11:00:00,3815.02,0.00,2757.30,0.00
2019-07-06 12:00:00,3994.85,0.00,2707.43,0.00
2019-07-06 13:00:00,4042.18,0.00,2367.93,0.00
2019-07-06 14:00:00,3988.73,0.00,2632.44,0.00
2019-07-06 15:00:00,3821.64,0.00,2791.24,0.00
2019-07-06 16:00:00,3533.18,0.00,3005.04,0.00
2019-07-06 17:00:00,3058.08,0.00,3358.48,0.00
2019-07-06 18:00:00,2039.08,0.00,4087.16,0.00
2019-07-06 19:00:00,576.02,0.00,5358.52,0.00
2019-07-06 20:00:00,55.74,0.00,5799.53,0.00
2019-07-06 21:00:00,0.00,0.00,5789.84,0.00
2019-07-06 22:00:00,0.00,0.00,6073.71,0.00
2019-07-06 23:00:00,0.00,0.00,5795.37,0.00
2019-07-07 00:00:00,0.00,0.00,5264.49,0.00
2019-07-07 01:00:00,0.00,0.00,4794.45,0.00
2019-07-07 02:00:00,0.00,0.00,4453.44,0.00
2019-07-07 03:00:00,0.00,0.00,4267.26,0.00
2019-07-07 04:00:00,0.00,0.00,4105.05,0.00
2019-07-07 05:00:00,0.00,0.00,4062.66,0.00
2019-07-07 06:00:00,34.56,0.00,4042.85,0.00
2019-07-07 07:00:00,387.77,0.00,3567.05,0.00
2019-07-07 08:00:00,1436.87,0.00,2820.25,0.00
2019-07-07 09:00:00,2660.26,0.00,1978.43,0.00
2019-07-07 10:00:00,3426.11,0.00,1640.23,0.00
2019-07-07 11:00:00,3809.56,0.00,1418.99,0.00
2019-07-07 12:00:00,3995.88,0.00,1347.88,0.00
2019-07-07 13:00:00,4056.15,0.00,1226.78,0.00
2019-07-07 14:00:00,4018.27,0.00,1132.86,0.00
2019-07-07 15:00:00,3874.76,0.00,1268.08,0.00
2019-07-07 16:00:00,3594.32,0.00,1481.23,0.00
2019-07-07 17:00:00,3010.80,0.00,1959.68,0.00
2019-07-07 18:00:00,1974.98,0.00,2970.62,0.00
2019-07-07 19:00:00,534.01,0.00,4463.20,0.00
2019-07-07 20:00:00,52.09,0.00,4963.56,0.00
2019-07-07 21:00:00,0.00,0.00,5066.34,0.00
2019-07-07 22:00:00,0.00,0.00,5364.03,0.00
2019-07-07 23:00:00,0.00,0.00,5012.88,0.00
2019-07-08 00:00:00,0.00,0.00,4764.04,0.00
2019-07-08 01:00:00,0.00,0.00,4387.08,0.00
2019-07-08 02:00:00,0.00,0.00,4010.12,0.00
2019-07-08 03:00:00,0.00,0.00,3885.70,0.00
2019-07-08 04:00:00,0.00,0.00,3788.92,0.00
2019-07-08 05:00:00,0.00,0.00,3746.53,0.00
2019-07-08 06:00:00,39.61,0.00,3595.40,0.00
2019-07-08 07:00:00,408.15,0.00,3058.19,0.00
2019-07-08 08:00:00,1452.93,0.00,2183.92,0.00
2019-07-08 09:00:00,2623.52,0.00,1280.61,0.00
2019-07-08 10:00:00,3409.97,0.00,877.57,0.00
2019-07-08 11:00:00,3792.25,0.00,722.01,0.00
2019-07-08 12:00:00,3977.03,0.00,674.56,0.00
2019-07-08 13:00:00,4027.34,0.00,625.18,0.00
2019-07-08 14:00:00,3983.11,0.00,512.72,0.00
2019-07-08 15:00:00,3836.73,0.00,513.48,0.00
2019-07-08 16:00:00,3519.59,0.00,734.77,0.00
2019-07-08 17:00:00,2981.51,0.00,1236.90,0.00
2019-07-08 18:00:00,1896.34,0.00,2336.82,0.00
2019-07-08 19:00:00,486.84,0.00,3893.78,0.00
2019-07-08 20:00:00,44.16,0.00,4460.89,0.00
2019-07-08 21:00:00,0.00,0.00,4653.44,0.00
2019-07-08 22:00:00,0.00,0.00,5181.55,0.00
2019-07-08 23:00:00,0.00,0.00,4944.68,0.00
2019-07-09 00:00:00,0.00,0.00,4492.15,0.00
2019-07-09 01:00:00,0.00,0.00,4172.33,0.00
2019-07-09 02:00:00,0.00,0.00,3866.34,0.00
2019-07-09 03:00:00,0.00,0.00,3785.24,0.00
2019-07-09 04:00:00,0.00,0.00,3726.25,0.00
2019-07-09 05:00:00,0.00,0.00,3744.68,0.00
2019-07-09 06:00:00,32.15,0.00,3728.20,0.00
2019-07-09 07:00:00,337.62,0.00,3548.08,0.00
2019-07-09 08:00:00,1263.23,0.00,3351.50,0.00
2019-07-09 09:00:00,2477.03,0.00,3120.18,0.00
2019-07-09 10:00:00,3253.31,0.00,2695.06,0.00
2019-07-09 11:00:00,3660.29,0.00,2506.51,0.00
2019-07-09 12:00:00,3821.42,0.00,2403.44,0.00
2019-07-09 13:00:00,3860.21,0.00,1953.59,0.00
2019-07-09 14:00:00,3757.02,0.00,2251.26,0.00
2019-07-09 15:00:00,3584.37,0.00,2559.38,0.00
2019-07-09 16:00:00,3216.98,0.00,2905.58,0.00
2019-07-09 17:00:00,2604.22,0.00,3451.06,0.00
2019-07-09 18:00:00,1509.80,0.00,4407.23,0.00
2019-07-09 19:00:00,360.00,0.00,5438.13,0.00
2019-07-09 20:00:00,34.60,0.00,5675.97,0.00
2019-07-09 21:00:00,0.00,0.00,5626.71,0.00
2019-07-09 22:00:00,0.00,0.00,5872.79,0.00
2019-07-09 23:00:00,0.00,0.00,5592.60,0.00
2019-07-10 00:00:00,0.00,0.00,4994.45,0.00
2019-07-10 01:00:00,0.00,0.00,4599.98,0.00
2019-07-10 02:00:00,0.00,0.00,4291.23,0.00
2019-07-10 03:00:00,0.00,0.00,4132.70,0.00
2019-07-10 04:00:00,0.00,0.00,4001.83,0.00
2019-07-10 05:00:00,0.00,0.00,3983.39,0.00
2019-07-10 06:00:00,34.87,0.00,4007.51,0.00
2019-07-10 07:00:00,383.77,0.00,3729.58,0.00
2019-07-10 08:00:00,1419.55,0.00,3403.48,0.00
2019-07-10 09:00:00,2571.32,0.00,3171.52,0.00
2019-07-10 10:00:00,3325.19,0.00,2794.60,0.00
2019-07-10 11:00:00,3698.01,0.00,2624.54,0.00
2019-07-10 12:00:00,3867.52,0.00,2562.86,0.00
2019-07-10 13:00:00,3923.27,0.00,2166.11,0.00
2019-07-10 14:00:00,3873.85,0.00,2374.97,0.00
2019-07-10 15:00:00,3683.49,0.00,2739.53,0.00
2019-07-10 16:00:00,3360.56,0.00,3005.32,0.00
2019-07-10 17:00:00,2761.02,0.00,3504.39,0.00
2019-07-10 18:00:00,1660.42,0.00,4456.61,0.00
2019-07-10 19:00:00,477.62,0.00,5509.45,0.00
2019-07-10 20:00:00,42.91,0.00,5874.11,0.00
2019-07-10 21:00:00,0.00,0.00,5775.09,0.00
2019-07-10 22:00:00,0.00,0.00,6094.91,0.00
2019-07-10 23:00:00,0.00,0.00,5757.58,0.00
2019-07-11 00:00:00,0.00,0.00,5147.45,0.00
2019-07-11 01:00:00,0.00,0.00,4701.36,0.00
2019-07-11 02:00:00,0.00,0.00,4407.36,0.00
2019-07-11 03:00:00,0.00,0.00,4223.02,0.00
2019-07-11 04:00:00,0.00,0.00,4121.64,0.00
2019-07-11 05:00:00,0.00,0.00,4122.56,0.00
2019-07-11 06:00:00,32.25,0.00,4120.73,0.00
2019-07-11 07:00:00,337.49,0.00,3856.96,0.00
2019-07-11 08:00:00,1261.09,0.00,3665.15,0.00
2019-07-11 09:00:00,2465.78,0.00,3440.19,0.00
2019-07-11 10:00:00,3255.44,0.00,3014.58,0.00
2019-07-11 11:00:00,3635.81,0.00,2850.80,0.00
2019-07-11 12:00:00,3795.67,0.00,2772.04,0.00
2019-07-11 13:00:00,3824.53,0.00,2405.86,0.00
2019-07-11 14:00:00,3760.26,0.00,2658.15,0.00
2019-07-11 15:00:00,3522.03,0.00,3013.43,0.00
2019-07-11 16:00:00,3130.06,0.00,3369.45,0.00
2019-07-11 17:00:00,2492.27,0.00,3931.67,0.00
2019-07-11 18:00:00,1368.88,0.00,4909.44,0.00
2019-07-11 19:00:00,309.78,0.00,5765.77,0.00
2019-07-11 20:00:00,32.69,0.00,5901.85,0.00
2019-07-11 21:00:00,0.00,0.00,5867.26,0.00
2019-07-11 22:00:00,0.00,0.00,6176.93,0.00
2019-07-11 23:00:00,0.00,0.00,5870.94,0.00
2019-07-12 00:00:00,0.00,0.00,5181.55,0.00
2019-07-12 01:00:00,0.00,0.00,4708.74,0.00
2019-07-12 02:00:00,0.00,0.00,4414.73,0.00
2019-07-12 03:00:00,0.00,0.00,4248.83,0.00
2019-07-12 04:00:00,0.00,0.00,4198.14,0.00
2019-07-12 05:00:00,0.00,0.00,4184.31,0.00
2019-07-12 06:00:00,17.37,0.00,4189.06,0.00
2019-07-12 07:00:00,234.72,0.00,4019.64,0.00
2019-07-12 08:00:00,1068.51,0.00,3878.93,0.00
2019-07-12 09:00:00,2340.62,0.00,3579.17,0.00
2019-07-12 10:00:00,3201.36,0.00,3191.24,0.00
2019-07-12 11:00:00,3597.25,0.00,2975.07,0.00
2019-07-12 12:00:00,3814.52,0.00,2920.02,0.00
2019-07-12 13:00:00,3890.53,0.00,2463.36,0.00
2019-07-12 14:00:00,3800.10,0.00,2735.36,0.00
2019-07-12 15:00:00,3553.66,0.00,3109.91,0.00
2019-07-12 16:00:00,3186.36,0.00,3455.09,0.00
2019-07-12 17:00:00,2599.40,0.00,3970.16,0.00
2019-07-12 18:00:00,1602.27,0.00,4686.18,0.00
2019-07-12 19:00:00,405.45,0.00,5658.12,0.00
2019-07-12 20:00:00,39.16,0.00,5958.97,0.00
2019-07-12 21:00:00,0.00,0.00,5952.05,0.00
2019-07-12 22:00:00,0.00,0.00,6227.62,0.00
2019-07-12 23:00:00,0.00,0.00,5921.64,0.00
2019-07-13 00:00:00,0.00,0.00,5224.86,0.00
2019-07-13 01:00:00,0.00,0.00,4814.73,0.00
2019-07-13 02:00:00,0.00,0.00,4512.42,0.00
2019-07-13 03:00:00,0.00,0.00,4303.21,0.00
2019-07-13 04:00:00,0.00,0.00,4188.92,0.00
2019-07-13 05:00:00,0.00,0.00,4165.88,0.00
2019-07-13 06:00:00,27.55,0.00,4236.95,0.00
2019-07-13 07:00:00,334.75,0.00,3942.65,0.00
2019-07-13 08:00:00,1365.65,0.00,3651.84,0.00
2019-07-13 09:00:00,2595.23,0.00,3447.14,0.00
2019-07-13 10:00:00,3349.05,0.00,3034.33,0.00
2019-07-13 11:00:00,3742.52,0.00,2805.84,0.00
2019-07-13 12:00:00,3937.53,0.00,2743.55,0.00
2019-07-13 13:00:00,3984.11,0.00,2379.92,0.00
2019-07-13 14:00:00,3915.72,0.00,2584.71,0.00
2019-07-13 15:00:00,3722.19,0.00,2868.57,0.00
