Production per timestep in MWh, Photovoltaics_South,converter_Pump_storage_South,Gas_plant_South,Pump_storage_South
2019-01-20 04:00:00,0.00,0.00,4446.06,0.00
2019-01-20 05:00:00,0.00,0.00,4297.68,0.00
2019-01-20 06:00:00,0.00,0.00,4261.73,0.00
2019-01-20 07:00:00,0.00,0.00,4248.83,0.00
2019-01-20 08:00:00,70.70,0.00,4292.42,0.00
2019-01-20 09:00:00,871.66,0.00,3572.56,0.00
2019-01-20 10:00:00,2485.16,0.00,2334.17,0.00
2019-01-20 11:00:00,3443.78,0.00,1882.46,0.00
2019-01-20 12:00:00,3816.38,0.00,1650.88,0.00
2019-01-20 13:00:00,3913.09,0.00,1562.46,0.00
2019-01-20 14:00:00,3855.62,0.00,1486.29,0.00
2019-01-20 15:00:00,3615.97,0.00,1543.46,0.00
2019-01-20 16:00:00,3014.89,0.00,2146.38,0.00
2019-01-20 17:00:00,1674.85,0.00,3366.60,0.00
2019-01-20 18:00:00,397.62,0.00,4688.08,0.00
2019-01-20 19:00:00,21.74,0.00,5692.52,0.00
2019-01-20 20:00:00,0.00,0.00,6476.47,0.00
2019-01-20 21:00:00,0.00,0.00,6509.65,0.00
2019-01-20 22:00:00,0.00,0.00,6335.46,0.00
2019-01-20 23:00:00,0.00,0.00,6002.74,0.00
2019-01-21 00:00:00,0.00,0.00,5683.85,0.00
2019-01-21 01:00:00,0.00,0.00,5257.12,0.00
2019-01-21 02:00:00,0.00,0.00,4695.83,0.00
2019-01-21 03:00:00,0.00,0.00,4360.35,0.00
2019-01-21 04:00:00,0.00,0.00,4113.35,0.00
2019-01-21 05:00:00,0.00,0.00,3962.20,0.00
2019-01-21 06:00:00,0.00,0.00,3929.02,0.00
2019-01-21 07:00:00,0.00,0.00,3934.55,0.00
2019-01-21 08:00:00,64.72,0.00,3942.64,0.00
2019-01-21 09:00:00,770.47,0.00,3111.54,0.00
2019-01-21 10:00:00,2309.75,0.00,1790.70,0.00
2019-01-21 11:00:00,3311.30,0.00,1211.27,0.00
2019-01-21 12:00:00,3724.94,0.00,1099.00,0.00
2019-01-21 13:00:00,3835.62,0.00,1161.59,0.00
2019-01-21 14:00:00,3811.53,0.00,1157.12,0.00
2019-01-21 15:00:00,3534.48,0.00,1212.97,0.00
2019-01-21 16:00:00,2885.22,0.00,1747.95,0.00
2019-01-21 17:00:00,1548.23,0.00,2934.70,0.00
2019-01-21 18:00:00,362.25,0.00,4239.57,0.00
2019-01-21 19:00:00,18.31,0.00,5414.85,0.00
2019-01-21 20:00:00,0.00,0.00,6032.23,0.00
2019-01-21 21:00:00,0.00,0.00,6203.66,0.00
2019-01-21 22:00:00,0.00,0.00,6175.09,0.00
2019-01-21 23:00:00,0.00,0.00,5992.60,0.00
2019-01-22 00:00:00,0.00,0.00,5552.97,0.00
2019-01-22 01:00:00,0.00,0.00,4940.07,0.00
2019-01-22 02:00:00,0.00,0.00,4524.41,0.00
2019-01-22 03:00:00,0.00,0.00,4184.31,0.00
2019-01-22 04:00:00,0.00,0.00,4048.83,0.00
2019-01-22 05:00:00,0.00,0.00,4021.18,0.00
2019-01-22 06:00:00,0.00,0.00,4001.83,0.00
2019-01-22 07:00:00,0.00,0.00,4111.50,0.00
2019-01-22 08:00:00,67.67,0.00,4546.13,0.00
2019-01-22 09:00:00,818.34,0.00,4615.75,0.00
2019-01-22 10:00:00,2397.44,0.00,3924.19,0.00
2019-01-22 11:00:00,3380.25,0.00,3394.83,0.00
2019-01-22 12:00:00,3766.35,0.00,3163.57,0.00
2019-01-22 13:00:00,3880.83,0.00,3137.57,0.00
2019-01-22 14:00:00,3847.75,0.00,2658.22,0.00
2019-01-22 15:00:00,3631.40,0.00,3119.73,0.00
2019-01-22 16:00:00,3053.84,0.00,3830.92,0.00
2019-01-22 17:00:00,1704.55,0.00,5134.13,0.00
2019-01-22 18:00:00,413.14,0.00,6479.92,0.00
2019-01-22 19:00:00,22.03,0.00,7047.07,0.00
2019-01-22 20:00:00,0.00,0.00,7547.44,0.00
2019-01-22 21:00:00,0.00,0.00,7549.28,0.00
2019-01-22 22:00:00,0.00,0.00,7350.20,0.00
2019-01-22 23:00:00,0.00,0.00,6995.36,0.00
2019-01-23 00:00:00,0.00,0.00,6519.79,0.00
2019-01-23 01:00:00,0.00,0.00,5717.95,0.00
2019-01-23 02:00:00,0.00,0.00,5157.58,0.00
2019-01-23 03:00:00,0.00,0.00,4834.08,0.00
2019-01-23 04:00:00,0.00,0.00,4578.78,0.00
2019-01-23 05:00:00,0.00,0.00,4449.75,0.00
2019-01-23 06:00:00,0.00,0.00,4471.87,0.00
2019-01-23 07:00:00,0.00,0.00,4573.25,0.00
2019-01-23 08:00:00,70.94,0.00,4899.55,0.00
2019-01-23 09:00:00,820.04,0.00,4939.38,0.00
2019-01-23 10:00:00,2324.99,0.00,4280.52,0.00
2019-01-23 11:00:00,3268.57,0.00,3833.70,0.00
2019-01-23 12:00:00,3639.13,0.00,3564.52,0.00
2019-01-23 13:00:00,3718.53,0.00,3592.04,0.00
2019-01-23 14:00:00,3695.86,0.00,3129.92,0.00
2019-01-23 15:00:00,3530.07,0.00,3429.35,0.00
2019-01-23 16:00:00,3008.32,0.00,4101.33,0.00
2019-01-23 17:00:00,1755.67,0.00,5281.16,0.00
2019-01-23 18:00:00,438.82,0.00,6574.98,0.00
2019-01-23 19:00:00,23.21,0.00,7258.79,0.00
2019-01-23 20:00:00,0.00,0.00,7845.13,0.00
2019-01-23 21:00:00,0.00,0.00,7848.82,0.00
2019-01-23 22:00:00,0.00,0.00,7630.38,0.00
2019-01-23 23:00:00,0.00,0.00,7292.14,0.00
2019-01-24 00:00:00,0.00,0.00,6758.50,0.00
2019-01-24 01:00:00,0.00,0.00,5860.81,0.00
2019-01-24 02:00:00,0.00,0.00,5247.91,0.00
2019-01-24 03:00:00,0.00,0.00,4891.23,0.00
2019-01-24 04:00:00,0.00,0.00,4732.70,0.00
2019-01-24 05:00:00,0.00,0.00,4563.11,0.00
2019-01-24 06:00:00,0.00,0.00,4571.41,0.00
2019-01-24 07:00:00,0.00,0.00,4698.60,0.00
2019-01-24 08:00:00,70.11,0.00,5031.25,0.00
2019-01-24 09:00:00,754.36,0.00,5121.19,0.00
2019-01-24 10:00:00,2213.02,0.00,4559.30,0.00
2019-01-24 11:00:00,3096.40,0.00,4061.17,0.00
2019-01-24 12:00:00,3460.03,0.00,3762.06,0.00
2019-01-24 13:00:00,3526.63,0.00,3702.83,0.00
2019-01-24 14:00:00,3418.13,0.00,3305.34,0.00
2019-01-24 15:00:00,3195.01,0.00,3714.64,0.00
2019-01-24 16:00:00,2644.67,0.00,4382.03,0.00
2019-01-24 17:00:00,1516.57,0.00,5463.12,0.00
2019-01-24 18:00:00,403.49,0.00,6628.74,0.00
2019-01-24 19:00:00,24.68,0.00,7360.54,0.00
2019-01-24 20:00:00,0.00,0.00,7967.71,0.00
2019-01-24 21:00:00,0.00,0.00,7999.05,0.00
2019-01-24 22:00:00,0.00,0.00,7733.61,0.00
2019-01-24 23:00:00,0.00,0.00,7393.52,0.00
2019-01-25 00:00:00,0.00,0.00,6916.10,0.00
2019-01-25 01:00:00,0.00,0.00,6012.88,0.00
2019-01-25 02:00:00,0.00,0.00,5326.25,0.00
2019-01-25 03:00:00,0.00,0.00,4964.96,0.00
2019-01-25 04:00:00,0.00,0.00,4803.67,0.00
2019-01-25 05:00:00,0.00,0.00,4651.59,0.00
2019-01-25 06:00:00,0.00,0.00,4650.67,0.00
2019-01-25 07:00:00,0.00,0.00,4752.06,0.00
2019-01-25 08:00:00,62.11,0.00,5079.81,0.00
2019-01-25 09:00:00,678.22,0.00,5251.71,0.00
2019-01-25 10:00:00,2077.26,0.00,4684.00,0.00
2019-01-25 11:00:00,3017.99,0.00,4113.78,0.00
2019-01-25 12:00:00,3369.29,0.00,3951.42,0.00
2019-01-25 13:00:00,3415.98,0.00,3948.96,0.00
2019-01-25 14:00:00,3333.16,0.00,3557.13,0.00
2019-01-25 15:00:00,3040.93,0.00,4001.44,0.00
2019-01-25 16:00:00,2446.11,0.00,4671.83,0.00
2019-01-25 17:00:00,1366.02,0.00,5744.55,0.00
2019-01-25 18:00:00,381.67,0.00,6753.79,0.00
2019-01-25 19:00:00,27.58,0.00,7317.09,0.00
2019-01-25 20:00:00,0.00,0.00,8004.58,0.00
2019-01-25 21:00:00,0.00,0.00,8071.86,0.00
2019-01-25 22:00:00,0.00,0.00,7834.99,0.00
2019-01-25 23:00:00,0.00,0.00,7468.17,0.00
2019-01-26 00:00:00,0.00,0.00,7011.03,0.00
2019-01-26 01:00:00,0.00,0.00,6094.91,0.00
2019-01-26 02:00:00,0.00,0.00,5335.46,0.00
2019-01-26 03:00:00,0.00,0.00,4945.60,0.00
2019-01-26 04:00:00,0.00,0.00,4830.40,0.00
2019-01-26 05:00:00,0.00,0.00,4732.70,0.00
2019-01-26 06:00:00,0.00,0.00,4701.36,0.00
2019-01-26 07:00:00,0.00,0.00,4784.31,0.00
2019-01-26 08:00:00,63.56,0.00,5123.52,0.00
2019-01-26 09:00:00,667.97,0.00,5353.21,0.00
2019-01-26 10:00:00,1859.90,0.00,5157.58,0.00
2019-01-26 11:00:00,2735.05,0.00,4592.11,0.00
2019-01-26 12:00:00,3151.06,0.00,4281.17,0.00
2019-01-26 13:00:00,3194.87,0.00,4314.78,0.00
2019-01-26 14:00:00,3099.95,0.00,3931.36,0.00
2019-01-26 15:00:00,2902.92,0.00,4243.59,0.00
2019-01-26 16:00:00,2487.00,0.00,4839.24,0.00
2019-01-26 17:00:00,1476.30,0.00,5728.28,0.00
2019-01-26 18:00:00,432.89,0.00,6703.49,0.00
2019-01-26 19:00:00,31.25,0.00,7300.52,0.00
2019-01-26 20:00:00,0.00,0.00,8019.32,0.00
2019-01-26 21:00:00,0.00,0.00,8071.86,0.00
2019-01-26 22:00:00,0.00,0.00,7873.70,0.00
2019-01-26 23:00:00,0.00,0.00,7517.02,0.00
2019-01-27 00:00:00,0.00,0.00,7074.63,0.00
2019-01-27 01:00:00,0.00,0.00,6259.88,0.00
2019-01-27 02:00:00,0.00,0.00,5516.11,0.00
2019-01-27 03:00:00,0.00,0.00,5151.13,0.00
2019-01-27 04:00:00,0.00,0.00,4827.63,0.00
2019-01-27 05:00:00,0.00,0.00,4705.97,0.00
2019-01-27 06:00:00,0.00,0.00,4599.98,0.00
2019-01-27 07:00:00,0.00,0.00,4561.27,0.00
2019-01-27 08:00:00,68.75,0.00,4621.55,0.00
2019-01-27 09:00:00,605.93,0.00,4017.10,0.00
2019-01-27 10:00:00,1698.16,0.00,3521.18,0.00
2019-01-27 11:00:00,2489.47,0.00,3359.36,0.00
2019-01-27 12:00:00,2864.06,0.00,3205.04,0.00
2019-01-27 13:00:00,2903.19,0.00,3296.78,0.00
2019-01-27 14:00:00,2721.81,0.00,3400.75,0.00
2019-01-27 15:00:00,2355.90,0.00,3585.09,0.00
2019-01-27 16:00:00,1710.04,0.00,4183.02,0.00
2019-01-27 17:00:00,768.65,0.00,5000.91,0.00
2019-01-27 18:00:00,162.50,0.00,5666.05,0.00
2019-01-27 19:00:00,9.40,0.00,6351.87,0.00
2019-01-27 20:00:00,0.00,0.00,7364.95,0.00
2019-01-27 21:00:00,0.00,0.00,7454.35,0.00
2019-01-27 22:00:00,0.00,0.00,7279.23,0.00
2019-01-27 23:00:00,0.00,0.00,6921.63,0.00
2019-01-28 00:00:00,0.00,0.00,6569.56,0.00
2019-01-28 01:00:00,0.00,0.00,5984.31,0.00
2019-01-28 02:00:00,0.00,0.00,5270.03,0.00
2019-01-28 03:00:00,0.00,0.00,4768.64,0.00
2019-01-28 04:00:00,0.00,0.00,4439.61,0.00
2019-01-28 05:00:00,0.00,0.00,4344.68,0.00
2019-01-28 06:00:00,0.00,0.00,4334.55,0.00
2019-01-28 07:00:00,0.00,0.00,4305.97,0.00
2019-01-28 08:00:00,55.00,0.00,4258.35,0.00
2019-01-28 09:00:00,597.54,0.00,3656.82,0.00
2019-01-28 10:00:00,1742.97,0.00,2756.55,0.00
2019-01-28 11:00:00,2630.13,0.00,2480.45,0.00
2019-01-28 12:00:00,2986.94,0.00,2605.66,0.00
2019-01-28 13:00:00,3071.12,0.00,2858.81,0.00
2019-01-28 14:00:00,2973.71,0.00,3044.70,0.00
2019-01-28 15:00:00,2662.68,0.00,3108.73,0.00
2019-01-28 16:00:00,2223.43,0.00,3504.65,0.00
2019-01-28 17:00:00,1254.26,0.00,4317.15,0.00
2019-01-28 18:00:00,363.85,0.00,5368.85,0.00
2019-01-28 19:00:00,28.39,0.00,6351.31,0.00
2019-01-28 20:00:00,0.00,0.00,7010.11,0.00
2019-01-28 21:00:00,0.00,0.00,7140.06,0.00
2019-01-28 22:00:00,0.00,0.00,7153.89,0.00
2019-01-28 23:00:00,0.00,0.00,6866.33,0.00
2019-01-29 00:00:00,0.00,0.00,6406.43,0.00
2019-01-29 01:00:00,0.00,0.00,5588.92,0.00
2019-01-29 02:00:00,0.00,0.00,4987.08,0.00
2019-01-29 03:00:00,0.00,0.00,4607.36,0.00
2019-01-29 04:00:00,0.00,0.00,4464.50,0.00
2019-01-29 05:00:00,0.00,0.00,4383.39,0.00
2019-01-29 06:00:00,0.00,0.00,4399.06,0.00
2019-01-29 07:00:00,0.00,0.00,4468.19,0.00
2019-01-29 08:00:00,47.06,0.00,4955.69,0.00
2019-01-29 09:00:00,525.32,0.00,5311.52,0.00
2019-01-29 10:00:00,1594.80,0.00,5257.71,0.00
2019-01-29 11:00:00,2435.48,0.00,4982.00,0.00
2019-01-29 12:00:00,2800.75,0.00,4813.04,0.00
2019-01-29 13:00:00,2940.26,0.00,4802.56,0.00
2019-01-29 14:00:00,2951.58,0.00,4364.52,0.00
2019-01-29 15:00:00,2835.45,0.00,4667.74,0.00
2019-01-29 16:00:00,2460.46,0.00,5156.10,0.00
2019-01-29 17:00:00,1511.05,0.00,6051.13,0.00
2019-01-29 18:00:00,442.14,0.00,7095.15,0.00
2019-01-29 19:00:00,35.30,0.00,7603.38,0.00
2019-01-29 20:00:00,0.00,0.00,8169.55,0.00
2019-01-29 21:00:00,0.00,0.00,8169.55,0.00
2019-01-29 22:00:00,0.00,0.00,7951.12,0.00
2019-01-29 23:00:00,0.00,0.00,7597.20,0.00
2019-01-30 00:00:00,0.00,0.00,7081.08,0.00
2019-01-30 01:00:00,0.00,0.00,6206.43,0.00
2019-01-30 02:00:00,0.00,0.00,5478.32,0.00
2019-01-30 03:00:00,0.00,0.00,5106.89,0.00
2019-01-30 04:00:00,0.00,0.00,4862.65,0.00
2019-01-30 05:00:00,0.00,0.00,4753.90,0.00
2019-01-30 06:00:00,0.00,0.00,4747.45,0.00
2019-01-30 07:00:00,0.00,0.00,4841.45,0.00
2019-01-30 08:00:00,98.66,0.00,5096.71,0.00
2019-01-30 09:00:00,1012.69,0.00,4978.07,0.00
2019-01-30 10:00:00,2653.22,0.00,4293.30,0.00
2019-01-30 11:00:00,3535.04,0.00,3824.38,0.00
2019-01-30 12:00:00,3876.23,0.00,3614.07,0.00
2019-01-30 13:00:00,3931.12,0.00,3626.46,0.00
2019-01-30 14:00:00,3844.41,0.00,3224.69,0.00
2019-01-30 15:00:00,3620.75,0.00,3642.82,0.00
2019-01-30 16:00:00,3109.52,0.00,4294.14,0.00
2019-01-30 17:00:00,1877.76,0.00,5432.81,0.00
2019-01-30 18:00:00,560.10,0.00,6765.21,0.00
2019-01-30 19:00:00,43.56,0.00,7412.63,0.00
2019-01-30 20:00:00,0.00,0.00,8068.17,0.00
2019-01-30 21:00:00,0.00,0.00,8133.61,0.00
2019-01-30 22:00:00,0.00,0.00,7936.37,0.00
2019-01-30 23:00:00,0.00,0.00,7611.03,0.00
2019-01-31 00:00:00,0.00,0.00,7107.81,0.00
2019-01-31 01:00:00,0.00,0.00,6142.83,0.00
2019-01-31 02:00:00,0.00,0.00,5423.94,0.00
2019-01-31 03:00:00,0.00,0.00,5051.59,0.00
2019-01-31 04:00:00,0.00,0.00,4807.35,0.00
2019-01-31 05:00:00,0.00,0.00,4727.17,0.00
2019-01-31 06:00:00,0.00,0.00,4702.28,0.00
2019-01-31 07:00:00,0.00,0.00,4827.63,0.00
2019-01-31 08:00:00,101.30,0.00,5123.57,0.00
2019-01-31 09:00:00,960.62,0.00,4977.61,0.00
2019-01-31 10:00:00,2489.53,0.00,4397.08,0.00
2019-01-31 11:00:00,3358.12,0.00,3903.60,0.00
2019-01-31 12:00:00,3670.91,0.00,3695.88,0.00
2019-01-31 13:00:00,3638.87,0.00,3723.32,0.00
2019-01-31 14:00:00,3473.07,0.00,3371.14,0.00
2019-01-31 15:00:00,3184.35,0.00,3795.35,0.00
2019-01-31 16:00:00,2606.62,0.00,4550.03,0.00
2019-01-31 17:00:00,1390.53,0.00,5674.88,0.00
2019-01-31 18:00:00,325.91,0.00,6714.62,0.00
2019-01-31 19:00:00,20.59,0.00,7145.28,0.00
2019-01-31 20:00:00,0.00,0.00,7907.80,0.00
2019-01-31 21:00:00,0.00,0.00,8004.58,0.00
2019-01-31 22:00:00,0.00,0.00,7840.52,0.00
2019-01-31 23:00:00,0.00,0.00,7523.47,0.00
2019-02-01 00:00:00,0.00,0.00,7105.04,0.00
2019-02-01 01:00:00,0.00,0.00,6114.26,0.00
2019-02-01 02:00:00,0.00,0.00,5467.26,0.00
2019-02-01 03:00:00,0.00,0.00,5039.61,0.00
2019-02-01 04:00:00,0.00,0.00,4882.01,0.00
2019-02-01 05:00:00,0.00,0.00,4802.75,0.00
2019-02-01 06:00:00,0.00,0.00,4782.47,0.00
2019-02-01 07:00:00,0.00,0.00,4851.59,0.00
2019-02-01 08:00:00,51.25,0.00,5191.12,0.00
2019-02-01 09:00:00,489.36,0.00,5521.68,0.00
2019-02-01 10:00:00,1517.38,0.00,5397.80,0.00
2019-02-01 11:00:00,2368.28,0.00,4899.90,0.00
2019-02-01 12:00:00,2791.40,0.00,4513.64,0.00
2019-02-01 13:00:00,2943.92,0.00,4369.42,0.00
2019-02-01 14:00:00,2903.70,0.00,3896.28,0.00
2019-02-01 15:00:00,2664.53,0.00,4286.59,0.00
2019-02-01 16:00:00,2205.10,0.00,4845.57,0.00
2019-02-01 17:00:00,1388.11,0.00,5575.92,0.00
2019-02-01 18:00:00,434.18,0.00,6553.81,0.00
2019-02-01 19:00:00,40.73,0.00,7079.06,0.00
2019-02-01 20:00:00,0.00,0.00,7858.95,0.00
2019-02-01 21:00:00,0.00,0.00,7980.61,0.00
2019-02-01 22:00:00,0.00,0.00,7817.48,0.00
2019-02-01 23:00:00,0.00,0.00,7496.74,0.00
2019-02-02 00:00:00,0.00,0.00,7021.17,0.00
2019-02-02 01:00:00,0.00,0.00,6089.38,0.00
2019-02-02 02:00:00,0.00,0.00,5397.21,0.00
2019-02-02 03:00:00,0.00,0.00,5021.18,0.00
2019-02-02 04:00:00,0.00,0.00,4823.02,0.00
2019-02-02 05:00:00,0.00,0.00,4703.21,0.00
2019-02-02 06:00:00,0.00,0.00,4697.68,0.00
2019-02-02 07:00:00,0.00,0.00,4814.73,0.00
2019-02-02 08:00:00,74.94,0.00,5153.61,0.00
2019-02-02 09:00:00,694.42,0.00,5310.16,0.00
2019-02-02 10:00:00,2067.43,0.00,4769.40,0.00
2019-02-02 11:00:00,2996.94,0.00,4207.64,0.00
2019-02-02 12:00:00,3459.50,0.00,3847.39,0.00
2019-02-02 13:00:00,3607.46,0.00,3723.39,0.00
2019-02-02 14:00:00,3558.20,0.00,3237.16,0.00
2019-02-02 15:00:00,3330.03,0.00,3558.42,0.00
2019-02-02 16:00:00,2794.06,0.00,4178.26,0.00
2019-02-02 17:00:00,1776.16,0.00,5122.43,0.00
2019-02-02 18:00:00,558.30,0.00,6303.43,0.00
2019-02-02 19:00:00,46.33,0.00,6915.85,0.00
2019-02-02 20:00:00,0.00,0.00,7669.09,0.00
2019-02-02 21:00:00,0.00,0.00,7749.28,0.00
2019-02-02 22:00:00,0.00,0.00,7440.52,0.00
2019-02-02 23:00:00,0.00,0.00,7174.16,0.00
2019-02-03 00:00:00,0.00,0.00,6878.31,0.00
2019-02-03 01:00:00,0.00,0.00,6127.16,0.00
2019-02-03 02:00:00,0.00,0.00,5414.72,0.00
2019-02-03 03:00:00,0.00,0.00,4945.60,0.00
2019-02-03 04:00:00,0.00,0.00,4712.42,0.00
2019-02-03 05:00:00,0.00,0.00,4581.55,0.00
2019-02-03 06:00:00,0.00,0.00,4504.13,0.00
2019-02-03 07:00:00,0.00,0.00,4503.21,0.00
2019-02-03 08:00:00,76.79,0.00,4554.53,0.00
2019-02-03 09:00:00,772.34,0.00,3894.93,0.00
2019-02-03 10:00:00,2233.12,0.00,2876.54,0.00
2019-02-03 11:00:00,3094.54,0.00,2516.50,0.00
2019-02-03 12:00:00,3491.30,0.00,2341.86,0.00
2019-02-03 13:00:00,3627.66,0.00,2326.23,0.00
2019-02-03 14:00:00,3589.53,0.00,2278.65,0.00
2019-02-03 15:00:00,3409.23,0.00,2283.84,0.00
2019-02-03 16:00:00,3000.36,0.00,2648.47,0.00
2019-02-03 17:00:00,1954.93,0.00,3609.10,0.00
2019-02-03 18:00:00,581.54,0.00,5056.22,0.00
2019-02-03 19:00:00,43.77,0.00,6047.45,0.00
2019-02-03 20:00:00,0.00,0.00,7009.19,0.00
2019-02-03 21:00:00,0.00,0.00,7075.55,0.00
2019-02-03 22:00:00,0.00,0.00,6901.35,0.00
2019-02-03 23:00:00,0.00,0.00,6594.44,0.00
2019-02-04 00:00:00,0.00,0.00,6288.45,0.00
2019-02-04 01:00:00,0.00,0.00,5646.98,0.00
2019-02-04 02:00:00,0.00,0.00,5075.56,0.00
2019-02-04 03:00:00,0.00,0.00,4664.50,0.00
2019-02-04 04:00:00,0.00,0.00,4402.75,0.00
2019-02-04 05:00:00,0.00,0.00,4277.40,0.00
2019-02-04 06:00:00,0.00,0.00,4236.85,0.00
2019-02-04 07:00:00,0.00,0.00,4194.45,0.00
2019-02-04 08:00:00,117.82,0.00,4129.17,0.00
2019-02-04 09:00:00,1045.49,0.00,3054.95,0.00
2019-02-04 10:00:00,2713.60,0.00,1693.76,0.00
2019-02-04 11:00:00,3576.00,0.00,1284.81,0.00
2019-02-04 12:00:00,3923.97,0.00,1217.03,0.00
2019-02-04 13:00:00,4018.19,0.00,1315.43,0.00
2019-02-04 14:00:00,3984.50,0.00,1340.82,0.00
2019-02-04 15:00:00,3786.62,0.00,1307.37,0.00
2019-02-04 16:00:00,3284.24,0.00,1698.23,0.00
2019-02-04 17:00:00,2106.79,0.00,2768.77,0.00
2019-02-04 18:00:00,569.68,0.00,4390.67,0.00
2019-02-04 19:00:00,37.09,0.00,5385.93,0.00
2019-02-04 20:00:00,0.00,0.00,6340.99,0.00
2019-02-04 21:00:00,0.00,0.00,6611.95,0.00
2019-02-04 22:00:00,0.00,0.00,6595.36,0.00
2019-02-04 23:00:00,0.00,0.00,6421.17,0.00
2019-02-05 00:00:00,0.00,0.00,6070.94,0.00
2019-02-05 01:00:00,0.00,0.00,5351.13,0.00
2019-02-05 02:00:00,0.00,0.00,4741.92,0.00
2019-02-05 03:00:00,0.00,0.00,4455.28,0.00
2019-02-05 04:00:00,0.00,0.00,4350.21,0.00
2019-02-05 05:00:00,0.00,0.00,4277.40,0.00
2019-02-05 06:00:00,0.00,0.00,4246.99,0.00
2019-02-05 07:00:00,0.00,0.00,4363.12,0.00
2019-02-05 08:00:00,82.93,0.00,4788.94,0.00
2019-02-05 09:00:00,686.58,0.00,4920.77,0.00
2019-02-05 10:00:00,1892.61,0.00,4730.41,0.00
2019-02-05 11:00:00,2763.60,0.00,4294.44,0.00
2019-02-05 12:00:00,3145.91,0.00,3992.30,0.00
2019-02-05 13:00:00,3180.16,0.00,3982.03,0.00
2019-02-05 14:00:00,2966.66,0.00,3731.93,0.00
2019-02-05 15:00:00,2691.65,0.00,4098.18,0.00
2019-02-05 16:00:00,2066.45,0.00,4866.24,0.00
2019-02-05 17:00:00,1094.68,0.00,5807.59,0.00
2019-02-05 18:00:00,310.02,0.00,6584.88,0.00
2019-02-05 19:00:00,30.76,0.00,6865.99,0.00
2019-02-05 20:00:00,0.00,0.00,7600.89,0.00
2019-02-05 21:00:00,0.00,0.00,7697.66,0.00
2019-02-05 22:00:00,0.00,0.00,7496.74,0.00
2019-02-05 23:00:00,0.00,0.00,7237.76,0.00
2019-02-06 00:00:00,0.00,0.00,6717.95,0.00
2019-02-06 01:00:00,0.00,0.00,5932.69,0.00
2019-02-06 02:00:00,0.00,0.00,5327.17,0.00
2019-02-06 03:00:00,0.00,0.00,4934.54,0.00
2019-02-06 04:00:00,0.00,0.00,4727.17,0.00
2019-02-06 05:00:00,0.00,0.00,4668.18,0.00
2019-02-06 06:00:00,0.00,0.00,4639.61,0.00
2019-02-06 07:00:00,0.00,0.00,4713.35,0.00
2019-02-06 08:00:00,73.39,0.00,5010.46,0.00
2019-02-06 09:00:00,700.20,0.00,5151.39,0.00
2019-02-06 10:00:00,2030.90,0.00,4699.95,0.00
2019-02-06 11:00:00,2980.09,0.00,4127.72,0.00
2019-02-06 12:00:00,3350.18,0.00,3835.05,0.00
2019-02-06 13:00:00,3405.02,0.00,3814.31,0.00
2019-02-06 14:00:00,3288.70,0.00,3361.96,0.00
2019-02-06 15:00:00,3006.78,0.00,3863.24,0.00
2019-02-06 16:00:00,2573.68,0.00,4521.23,0.00
2019-02-06 17:00:00,1678.87,0.00,5351.52,0.00
2019-02-06 18:00:00,530.29,0.00,6522.21,0.00
2019-02-06 19:00:00,49.80,0.00,7102.25,0.00
2019-02-06 20:00:00,0.00,0.00,7740.06,0.00
2019-02-06 21:00:00,0.00,0.00,7823.01,0.00
2019-02-06 22:00:00,0.00,0.00,7564.02,0.00
2019-02-06 23:00:00,0.00,0.00,7194.44,0.00
2019-02-07 00:00:00,0.00,0.00,6728.08,0.00
2019-02-07 01:00:00,0.00,0.00,5933.62,0.00
2019-02-07 02:00:00,0.00,0.00,5270.95,0.00
2019-02-07 03:00:00,0.00,0.00,4858.97,0.00
2019-02-07 04:00:00,0.00,0.00,4644.22,0.00
2019-02-07 05:00:00,0.00,0.00,4569.57,0.00
2019-02-07 06:00:00,0.00,0.00,4594.45,0.00
2019-02-07 07:00:00,0.00,0.00,4672.79,0.00
2019-02-07 08:00:00,116.79,0.00,4990.10,0.00
2019-02-07 09:00:00,1028.54,0.00,4789.87,0.00
2019-02-07 10:00:00,2684.36,0.00,4018.84,0.00
2019-02-07 11:00:00,3501.74,0.00,3561.82,0.00
2019-02-07 12:00:00,3804.15,0.00,3396.74,0.00
2019-02-07 13:00:00,3888.74,0.00,3399.71,0.00
2019-02-07 14:00:00,3943.20,0.00,2914.83,0.00
2019-02-07 15:00:00,3800.67,0.00,3310.82,0.00
2019-02-07 16:00:00,3342.12,0.00,4104.85,0.00
2019-02-07 17:00:00,2232.59,0.00,5132.35,0.00
2019-02-07 18:00:00,699.84,0.00,6728.71,0.00
2019-02-07 19:00:00,59.51,0.00,7404.05,0.00
2019-02-07 20:00:00,0.00,0.00,7911.49,0.00
2019-02-07 21:00:00,0.00,0.00,7883.84,0.00
2019-02-07 22:00:00,0.00,0.00,7577.85,0.00
2019-02-07 23:00:00,0.00,0.00,7248.82,0.00
2019-02-08 00:00:00,0.00,0.00,6766.79,0.00
2019-02-08 01:00:00,0.00,0.00,5919.79,0.00
2019-02-08 02:00:00,0.00,0.00,5270.95,0.00
2019-02-08 03:00:00,0.00,0.00,4942.84,0.00
2019-02-08 04:00:00,0.00,0.00,4711.50,0.00
2019-02-08 05:00:00,0.00,0.00,4643.30,0.00
2019-02-08 06:00:00,0.00,0.00,4611.96,0.00
